Comunidades autónomas;País de residencia;Meses;Total
Galicia;Unión Europea (sin España);Diciembre;23.684
Galicia;Alemania;Enero;611
Galicia;Alemania;Febrero;899
Galicia;Alemania;Marzo;1.523
Galicia;Alemania;Abril;3.959
Galicia;Alemania;Mayo;9.504
Galicia;Alemania;Junio;7.736
Galicia;Alemania;Julio;6.478
Galicia;Alemania;Agosto;7.802
Galicia;Alemania;Septiembre;8.416
Galicia;Alemania;Octubre;6.142
Galicia;Alemania;Noviembre;2.529
Galicia;Alemania;Diciembre;1.266
Galicia;Austria;Enero;58
Galicia;Austria;Febrero;121
Galicia;Austria;Marzo;25
Galicia;Austria;Abril;695
Galicia;Austria;Mayo;862
Galicia;Austria;Junio;1.410
Galicia;Austria;Julio;730
Galicia;Austria;Agosto;550
Galicia;Austria;Septiembre;1.048
Galicia;Austria;Octubre;599
Galicia;Austria;Noviembre;197
Galicia;Austria;Diciembre;93
Galicia;Bélgica;Enero;66
Galicia;Bélgica;Febrero;175
Galicia;Bélgica;Marzo;212
Galicia;Bélgica;Abril;660
Galicia;Bélgica;Mayo;1.294
Galicia;Bélgica;Junio;1.939
Galicia;Bélgica;Julio;1.523
Galicia;Bélgica;Agosto;1.581
Galicia;Bélgica;Septiembre;1.685
Galicia;Bélgica;Octubre;692
Galicia;Bélgica;Noviembre;353
Galicia;Bélgica;Diciembre;189
Galicia;Dinamarca;Enero;45
Galicia;Dinamarca;Febrero;126
Galicia;Dinamarca;Marzo;254
Galicia;Dinamarca;Abril;229
Galicia;Dinamarca;Mayo;247
Galicia;Dinamarca;Junio;408
Galicia;Dinamarca;Julio;946
Galicia;Dinamarca;Agosto;416
Galicia;Dinamarca;Septiembre;577
Galicia;Dinamarca;Octubre;392
Galicia;Dinamarca;Noviembre;259
Galicia;Dinamarca;Diciembre;122
Galicia;Finlandia;Enero;44
Galicia;Finlandia;Febrero;23
Galicia;Finlandia;Marzo;99
Galicia;Finlandia;Abril;151
Galicia;Finlandia;Mayo;186
Galicia;Finlandia;Junio;192
Galicia;Finlandia;Julio;340
Galicia;Finlandia;Agosto;371
Galicia;Finlandia;Septiembre;210
Galicia;Finlandia;Octubre;148
Galicia;Finlandia;Noviembre;175
Galicia;Finlandia;Diciembre;65
Galicia;Francia;Enero;1.473
Galicia;Francia;Febrero;1.893
Galicia;Francia;Marzo;2.361
Galicia;Francia;Abril;5.967
Galicia;Francia;Mayo;6.068
Galicia;Francia;Junio;6.221
Galicia;Francia;Julio;9.423
Galicia;Francia;Agosto;9.579
Galicia;Francia;Septiembre;7.617
Galicia;Francia;Octubre;5.541
Galicia;Francia;Noviembre;2.952
Galicia;Francia;Diciembre;2.459
Galicia;Grecia;Enero;39
Galicia;Grecia;Febrero;64
Galicia;Grecia;Marzo;53
Galicia;Grecia;Abril;239
Galicia;Grecia;Mayo;109
Galicia;Grecia;Junio;200
Galicia;Grecia;Julio;221
Galicia;Grecia;Agosto;129
Galicia;Grecia;Septiembre;117
Galicia;Grecia;Octubre;159
Galicia;Grecia;Noviembre;69
Galicia;Grecia;Diciembre;45
Galicia;Irlanda;Enero;134
Galicia;Irlanda;Febrero;184
Galicia;Irlanda;Marzo;333
Galicia;Irlanda;Abril;556
Galicia;Irlanda;Mayo;881
Galicia;Irlanda;Junio;1.167
Galicia;Irlanda;Julio;904
Galicia;Irlanda;Agosto;1.211
Galicia;Irlanda;Septiembre;2.201
Galicia;Irlanda;Octubre;704
Galicia;Irlanda;Noviembre;596
Galicia;Irlanda;Diciembre;78
Galicia;Italia;Enero;1.235
Galicia;Italia;Febrero;1.113
Galicia;Italia;Marzo;1.585
Galicia;Italia;Abril;3.410
Galicia;Italia;Mayo;3.846
Galicia;Italia;Junio;5.194
Galicia;Italia;Julio;8.236
Galicia;Italia;Agosto;16.000
Galicia;Italia;Septiembre;6.768
Galicia;Italia;Octubre;5.572
Galicia;Italia;Noviembre;2.667
Galicia;Italia;Diciembre;1.610
Galicia;Luxemburgo;Enero;..
Galicia;Luxemburgo;Febrero;..
Galicia;Luxemburgo;Marzo;24
Galicia;Luxemburgo;Abril;37
Galicia;Luxemburgo;Mayo;32
Galicia;Luxemburgo;Junio;25
Galicia;Luxemburgo;Julio;129
Galicia;Luxemburgo;Agosto;81
Galicia;Luxemburgo;Septiembre;192
Galicia;Luxemburgo;Octubre;64
Galicia;Luxemburgo;Noviembre;59
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Enero;219
Galicia;Países Bajos;Febrero;264
Galicia;Países Bajos;Marzo;122
Galicia;Países Bajos;Abril;594
Galicia;Países Bajos;Mayo;1.698
Galicia;Países Bajos;Junio;1.324
Galicia;Países Bajos;Julio;1.586
Galicia;Países Bajos;Agosto;935
Galicia;Países Bajos;Septiembre;1.774
Galicia;Países Bajos;Octubre;912
Galicia;Países Bajos;Noviembre;1.383
Galicia;Países Bajos;Diciembre;101
Galicia;Polonia;Enero;52
Galicia;Polonia;Febrero;172
Galicia;Polonia;Marzo;78
Galicia;Polonia;Abril;580
Galicia;Polonia;Mayo;189
Galicia;Polonia;Junio;652
Galicia;Polonia;Julio;315
Galicia;Polonia;Agosto;631
Galicia;Polonia;Septiembre;329
Galicia;Polonia;Octubre;211
Galicia;Polonia;Noviembre;157
Galicia;Polonia;Diciembre;71
Galicia;Portugal;Enero;8.531
Galicia;Portugal;Febrero;9.950
Galicia;Portugal;Marzo;13.561
Galicia;Portugal;Abril;14.794
Galicia;Portugal;Mayo;16.643
Galicia;Portugal;Junio;22.328
Galicia;Portugal;Julio;21.210
Galicia;Portugal;Agosto;32.451
Galicia;Portugal;Septiembre;21.977
Galicia;Portugal;Octubre;15.699
Galicia;Portugal;Noviembre;10.040
Galicia;Portugal;Diciembre;16.330
Galicia;Reino Unido;Enero;679
Galicia;Reino Unido;Febrero;780
Galicia;Reino Unido;Marzo;1.459
Galicia;Reino Unido;Abril;2.594
Galicia;Reino Unido;Mayo;4.617
Galicia;Reino Unido;Junio;4.390
Galicia;Reino Unido;Julio;6.165
Galicia;Reino Unido;Agosto;5.591
Galicia;Reino Unido;Septiembre;5.950
Galicia;Reino Unido;Octubre;4.413
Galicia;Reino Unido;Noviembre;2.418
Galicia;Reino Unido;Diciembre;1.031
Galicia;República Checa;Enero;14
Galicia;República Checa;Febrero;14
Galicia;República Checa;Marzo;224
Galicia;República Checa;Abril;40
Galicia;República Checa;Mayo;23
Galicia;República Checa;Junio;444
Galicia;República Checa;Julio;92
Galicia;República Checa;Agosto;119
Galicia;República Checa;Septiembre;48
Galicia;República Checa;Octubre;109
Galicia;República Checa;Noviembre;65
Galicia;República Checa;Diciembre;..
Galicia;Suecia;Enero;56
Galicia;Suecia;Febrero;49
Galicia;Suecia;Marzo;122
Galicia;Suecia;Abril;276
Galicia;Suecia;Mayo;293
Galicia;Suecia;Junio;519
Galicia;Suecia;Julio;847
Galicia;Suecia;Agosto;305
Galicia;Suecia;Septiembre;330
Galicia;Suecia;Octubre;798
Galicia;Suecia;Noviembre;812
Galicia;Suecia;Diciembre;102
Galicia;Resto de la Unión Europea*;Enero;126
Galicia;Resto de la Unión Europea*;Febrero;18
Galicia;Resto de la Unión Europea*;Marzo;25
Galicia;Resto de la Unión Europea*;Abril;147
Galicia;Resto de la Unión Europea*;Mayo;95
Galicia;Resto de la Unión Europea*;Junio;619
Galicia;Resto de la Unión Europea*;Julio;441
Galicia;Resto de la Unión Europea*;Agosto;839
Galicia;Resto de la Unión Europea*;Septiembre;387
Galicia;Resto de la Unión Europea*;Octubre;713
Galicia;Resto de la Unión Europea*;Noviembre;77
Galicia;Resto de la Unión Europea*;Diciembre;116
Galicia;Noruega;Enero;200
Galicia;Noruega;Febrero;90
Galicia;Noruega;Marzo;145
Galicia;Noruega;Abril;798
Galicia;Noruega;Mayo;751
Galicia;Noruega;Junio;486
Galicia;Noruega;Julio;529
Galicia;Noruega;Agosto;493
Galicia;Noruega;Septiembre;599
Galicia;Noruega;Octubre;642
Galicia;Noruega;Noviembre;713
Galicia;Noruega;Diciembre;80
Galicia;Rusia;Enero;20
Galicia;Rusia;Febrero;104
Galicia;Rusia;Marzo;50
Galicia;Rusia;Abril;53
Galicia;Rusia;Mayo;58
Galicia;Rusia;Junio;67
Galicia;Rusia;Julio;191
Galicia;Rusia;Agosto;268
Galicia;Rusia;Septiembre;243
Galicia;Rusia;Octubre;79
Galicia;Rusia;Noviembre;70
Galicia;Rusia;Diciembre;1.309
Galicia;Suiza;Enero;145
Galicia;Suiza;Febrero;263
Galicia;Suiza;Marzo;231
Galicia;Suiza;Abril;467
Galicia;Suiza;Mayo;887
Galicia;Suiza;Junio;1.074
Galicia;Suiza;Julio;1.945
Galicia;Suiza;Agosto;1.531
Galicia;Suiza;Septiembre;1.071
Galicia;Suiza;Octubre;1.110
Galicia;Suiza;Noviembre;370
Galicia;Suiza;Diciembre;102
Galicia;Resto de Europa;Enero;2.139
Galicia;Resto de Europa;Febrero;928
Galicia;Resto de Europa;Marzo;376
Galicia;Resto de Europa;Abril;1.252
Galicia;Resto de Europa;Mayo;1.219
Galicia;Resto de Europa;Junio;935
Galicia;Resto de Europa;Julio;936
Galicia;Resto de Europa;Agosto;1.548
Galicia;Resto de Europa;Septiembre;781
Galicia;Resto de Europa;Octubre;826
Galicia;Resto de Europa;Noviembre;730
Galicia;Resto de Europa;Diciembre;314
Galicia;Estados Unidos;Enero;498
Galicia;Estados Unidos;Febrero;404
Galicia;Estados Unidos;Marzo;843
Galicia;Estados Unidos;Abril;1.372
Galicia;Estados Unidos;Mayo;3.002
Galicia;Estados Unidos;Junio;4.688
Galicia;Estados Unidos;Julio;5.119
Galicia;Estados Unidos;Agosto;2.962
Galicia;Estados Unidos;Septiembre;3.456
Galicia;Estados Unidos;Octubre;2.586
Galicia;Estados Unidos;Noviembre;1.338
Galicia;Estados Unidos;Diciembre;716
Galicia;Resto de América;Enero;1.489
Galicia;Resto de América;Febrero;1.752
Galicia;Resto de América;Marzo;3.357
Galicia;Resto de América;Abril;3.542
Galicia;Resto de América;Mayo;5.358
Galicia;Resto de América;Junio;5.851
Galicia;Resto de América;Julio;6.662
Galicia;Resto de América;Agosto;5.338
Galicia;Resto de América;Septiembre;6.409
Galicia;Resto de América;Octubre;6.286
Galicia;Resto de América;Noviembre;3.647
Galicia;Resto de América;Diciembre;2.071
Galicia;Países africanos;Enero;732
Galicia;Países africanos;Febrero;161
Galicia;Países africanos;Marzo;264
Galicia;Países africanos;Abril;390
Galicia;Países africanos;Mayo;340
Galicia;Países africanos;Junio;516
Galicia;Países africanos;Julio;535
Galicia;Países africanos;Agosto;598
Galicia;Países africanos;Septiembre;346
Galicia;Países africanos;Octubre;459
Galicia;Países africanos;Noviembre;339
Galicia;Países africanos;Diciembre;291
Galicia;Resto del mundo;Enero;967
Galicia;Resto del mundo;Febrero;2.175
Galicia;Resto del mundo;Marzo;1.887
Galicia;Resto del mundo;Abril;3.990
Galicia;Resto del mundo;Mayo;4.018
Galicia;Resto del mundo;Junio;4.746
Galicia;Resto del mundo;Julio;2.721
Galicia;Resto del mundo;Agosto;2.775
Galicia;Resto del mundo;Septiembre;4.030
Galicia;Resto del mundo;Octubre;5.635
Galicia;Resto del mundo;Noviembre;1.958
Galicia;Resto del mundo;Diciembre;2.055
