Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Portugal;Junio;22.144
Galicia;Portugal;Julio;28.543
Galicia;Portugal;Agosto;35.240
Galicia;Portugal;Septiembre;22.479
Galicia;Portugal;Octubre;18.663
Galicia;Portugal;Noviembre;9.692
Galicia;Portugal;Diciembre;12.964
Galicia;Reino Unido;Enero;1.033
Galicia;Reino Unido;Febrero;1.144
Galicia;Reino Unido;Marzo;1.878
Galicia;Reino Unido;Abril;6.797
Galicia;Reino Unido;Mayo;11.504
Galicia;Reino Unido;Junio;10.137
Galicia;Reino Unido;Julio;8.312
Galicia;Reino Unido;Agosto;7.919
Galicia;Reino Unido;Septiembre;12.625
Galicia;Reino Unido;Octubre;7.180
Galicia;Reino Unido;Noviembre;1.650
Galicia;Reino Unido;Diciembre;1.309
Galicia;República Checa;Enero;108
Galicia;República Checa;Febrero;103
Galicia;República Checa;Marzo;353
Galicia;República Checa;Abril;650
Galicia;República Checa;Mayo;1.118
Galicia;República Checa;Junio;565
Galicia;República Checa;Julio;690
Galicia;República Checa;Agosto;585
Galicia;República Checa;Septiembre;1.891
Galicia;República Checa;Octubre;904
Galicia;República Checa;Noviembre;77
Galicia;República Checa;Diciembre;179
Galicia;Suecia;Enero;154
Galicia;Suecia;Febrero;94
Galicia;Suecia;Marzo;193
Galicia;Suecia;Abril;1.025
Galicia;Suecia;Mayo;2.051
Galicia;Suecia;Junio;1.228
Galicia;Suecia;Julio;1.899
Galicia;Suecia;Agosto;922
Galicia;Suecia;Septiembre;1.849
Galicia;Suecia;Octubre;1.400
Galicia;Suecia;Noviembre;188
Galicia;Suecia;Diciembre;109
Galicia;Noruega;Enero;136
Galicia;Noruega;Febrero;137
Galicia;Noruega;Marzo;190
Galicia;Noruega;Abril;671
Galicia;Noruega;Mayo;841
Galicia;Noruega;Junio;1.296
Galicia;Noruega;Julio;997
Galicia;Noruega;Agosto;601
Galicia;Noruega;Septiembre;2.095
Galicia;Noruega;Octubre;1.479
Galicia;Noruega;Noviembre;78
Galicia;Noruega;Diciembre;86
Galicia;Rusia;Enero;239
Galicia;Rusia;Febrero;182
Galicia;Rusia;Marzo;369
Galicia;Rusia;Abril;567
Galicia;Rusia;Mayo;1.071
Galicia;Rusia;Junio;1.267
Galicia;Rusia;Julio;1.314
Galicia;Rusia;Agosto;1.795
Galicia;Rusia;Septiembre;1.312
Galicia;Rusia;Octubre;1.494
Galicia;Rusia;Noviembre;637
Galicia;Rusia;Diciembre;301
Galicia;Suiza;Enero;256
Galicia;Suiza;Febrero;338
Galicia;Suiza;Marzo;506
Galicia;Suiza;Abril;1.851
Galicia;Suiza;Mayo;2.923
Galicia;Suiza;Junio;2.599
Galicia;Suiza;Julio;3.311
Galicia;Suiza;Agosto;2.564
Galicia;Suiza;Septiembre;2.985
Galicia;Suiza;Octubre;2.341
Galicia;Suiza;Noviembre;590
Galicia;Suiza;Diciembre;435
Galicia;Resto de Europa sin U.E.;Enero;498
Galicia;Resto de Europa sin U.E.;Febrero;858
Galicia;Resto de Europa sin U.E.;Marzo;1.535
Galicia;Resto de Europa sin U.E.;Abril;1.320
Galicia;Resto de Europa sin U.E.;Mayo;2.297
Galicia;Resto de Europa sin U.E.;Junio;2.179
Galicia;Resto de Europa sin U.E.;Julio;2.004
Galicia;Resto de Europa sin U.E.;Agosto;2.084
Galicia;Resto de Europa sin U.E.;Septiembre;2.001
Galicia;Resto de Europa sin U.E.;Octubre;2.028
Galicia;Resto de Europa sin U.E.;Noviembre;1.000
Galicia;Resto de Europa sin U.E.;Diciembre;651
Galicia;Japón;Enero;763
Galicia;Japón;Febrero;516
Galicia;Japón;Marzo;735
Galicia;Japón;Abril;575
Galicia;Japón;Mayo;2.156
Galicia;Japón;Junio;1.883
Galicia;Japón;Julio;2.348
Galicia;Japón;Agosto;1.384
Galicia;Japón;Septiembre;1.887
Galicia;Japón;Octubre;1.928
Galicia;Japón;Noviembre;998
Galicia;Japón;Diciembre;619
Galicia;Estados Unidos;Enero;863
Galicia;Estados Unidos;Febrero;969
Galicia;Estados Unidos;Marzo;2.031
Galicia;Estados Unidos;Abril;6.465
Galicia;Estados Unidos;Mayo;17.722
Galicia;Estados Unidos;Junio;18.316
Galicia;Estados Unidos;Julio;13.036
Galicia;Estados Unidos;Agosto;10.594
Galicia;Estados Unidos;Septiembre;22.695
Galicia;Estados Unidos;Octubre;17.899
Galicia;Estados Unidos;Noviembre;3.784
Galicia;Estados Unidos;Diciembre;1.445
Galicia;Resto de América;Enero;4.826
Galicia;Resto de América;Febrero;3.962
Galicia;Resto de América;Marzo;5.971
Galicia;Resto de América;Abril;10.699
Galicia;Resto de América;Mayo;23.248
Galicia;Resto de América;Junio;19.548
Galicia;Resto de América;Julio;15.917
Galicia;Resto de América;Agosto;13.164
Galicia;Resto de América;Septiembre;21.994
Galicia;Resto de América;Octubre;21.419
Galicia;Resto de América;Noviembre;7.384
Galicia;Resto de América;Diciembre;3.613
Galicia;Países africanos;Enero;436
Galicia;Países africanos;Febrero;291
Galicia;Países africanos;Marzo;277
Galicia;Países africanos;Abril;429
Galicia;Países africanos;Mayo;824
Galicia;Países africanos;Junio;904
Galicia;Países africanos;Julio;887
Galicia;Países africanos;Agosto;653
Galicia;Países africanos;Septiembre;1.069
Galicia;Países africanos;Octubre;982
Galicia;Países africanos;Noviembre;429
Galicia;Países africanos;Diciembre;200
