Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Italia;Noviembre;1.742
Galicia;Italia;Diciembre;1.002
Galicia;Luxemburgo;Enero;18
Galicia;Luxemburgo;Febrero;..
Galicia;Luxemburgo;Marzo;..
Galicia;Luxemburgo;Abril;112
Galicia;Luxemburgo;Mayo;101
Galicia;Luxemburgo;Junio;19
Galicia;Luxemburgo;Julio;205
Galicia;Luxemburgo;Agosto;53
Galicia;Luxemburgo;Septiembre;362
Galicia;Luxemburgo;Octubre;116
Galicia;Luxemburgo;Noviembre;..
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Enero;246
Galicia;Países Bajos;Febrero;322
Galicia;Países Bajos;Marzo;277
Galicia;Países Bajos;Abril;772
Galicia;Países Bajos;Mayo;2.658
Galicia;Países Bajos;Junio;2.799
Galicia;Países Bajos;Julio;2.015
Galicia;Países Bajos;Agosto;1.702
Galicia;Países Bajos;Septiembre;1.852
Galicia;Países Bajos;Octubre;1.726
Galicia;Países Bajos;Noviembre;266
Galicia;Países Bajos;Diciembre;178
Galicia;Polonia;Enero;207
Galicia;Polonia;Febrero;125
Galicia;Polonia;Marzo;403
Galicia;Polonia;Abril;765
Galicia;Polonia;Mayo;991
Galicia;Polonia;Junio;1.518
Galicia;Polonia;Julio;879
Galicia;Polonia;Agosto;1.243
Galicia;Polonia;Septiembre;2.367
Galicia;Polonia;Octubre;556
Galicia;Polonia;Noviembre;1.000
Galicia;Polonia;Diciembre;103
Galicia;Portugal;Enero;5.842
Galicia;Portugal;Febrero;9.576
Galicia;Portugal;Marzo;8.524
Galicia;Portugal;Abril;15.781
Galicia;Portugal;Mayo;14.304
Galicia;Portugal;Junio;20.514
Galicia;Portugal;Julio;20.037
Galicia;Portugal;Agosto;31.201
Galicia;Portugal;Septiembre;18.419
Galicia;Portugal;Octubre;14.758
Galicia;Portugal;Noviembre;7.483
Galicia;Portugal;Diciembre;9.606
Galicia;Reino Unido;Enero;704
Galicia;Reino Unido;Febrero;743
Galicia;Reino Unido;Marzo;1.331
Galicia;Reino Unido;Abril;2.080
Galicia;Reino Unido;Mayo;4.573
Galicia;Reino Unido;Junio;3.689
Galicia;Reino Unido;Julio;4.340
Galicia;Reino Unido;Agosto;4.666
Galicia;Reino Unido;Septiembre;5.178
Galicia;Reino Unido;Octubre;3.674
Galicia;Reino Unido;Noviembre;1.029
Galicia;Reino Unido;Diciembre;801
Galicia;República Checa;Enero;28
Galicia;República Checa;Febrero;131
Galicia;República Checa;Marzo;41
Galicia;República Checa;Abril;78
Galicia;República Checa;Mayo;532
Galicia;República Checa;Junio;187
Galicia;República Checa;Julio;335
Galicia;República Checa;Agosto;581
Galicia;República Checa;Septiembre;418
Galicia;República Checa;Octubre;200
Galicia;República Checa;Noviembre;148
Galicia;República Checa;Diciembre;20
Galicia;Suecia;Enero;75
Galicia;Suecia;Febrero;69
Galicia;Suecia;Marzo;133
Galicia;Suecia;Abril;356
Galicia;Suecia;Mayo;1.115
Galicia;Suecia;Junio;886
Galicia;Suecia;Julio;971
Galicia;Suecia;Agosto;484
Galicia;Suecia;Septiembre;1.045
Galicia;Suecia;Octubre;718
Galicia;Suecia;Noviembre;81
Galicia;Suecia;Diciembre;116
Galicia;Resto de la Unión Europea*;Enero;189
Galicia;Resto de la Unión Europea*;Febrero;410
Galicia;Resto de la Unión Europea*;Marzo;528
Galicia;Resto de la Unión Europea*;Abril;553
Galicia;Resto de la Unión Europea*;Mayo;1.507
Galicia;Resto de la Unión Europea*;Junio;943
Galicia;Resto de la Unión Europea*;Julio;1.225
Galicia;Resto de la Unión Europea*;Agosto;1.403
Galicia;Resto de la Unión Europea*;Septiembre;1.084
Galicia;Resto de la Unión Europea*;Octubre;1.001
Galicia;Resto de la Unión Europea*;Noviembre;533
Galicia;Resto de la Unión Europea*;Diciembre;240
Galicia;Noruega;Enero;283
Galicia;Noruega;Febrero;277
Galicia;Noruega;Marzo;346
Galicia;Noruega;Abril;415
Galicia;Noruega;Mayo;606
Galicia;Noruega;Junio;614
Galicia;Noruega;Julio;746
Galicia;Noruega;Agosto;504
Galicia;Noruega;Septiembre;1.154
Galicia;Noruega;Octubre;958
Galicia;Noruega;Noviembre;252
Galicia;Noruega;Diciembre;323
Galicia;Rusia;Enero;171
Galicia;Rusia;Febrero;485
Galicia;Rusia;Marzo;115
Galicia;Rusia;Abril;385
Galicia;Rusia;Mayo;217
Galicia;Rusia;Junio;233
Galicia;Rusia;Julio;307
Galicia;Rusia;Agosto;475
Galicia;Rusia;Septiembre;258
Galicia;Rusia;Octubre;321
Galicia;Rusia;Noviembre;142
Galicia;Rusia;Diciembre;1.346
Galicia;Suiza;Enero;142
Galicia;Suiza;Febrero;157
Galicia;Suiza;Marzo;268
Galicia;Suiza;Abril;607
Galicia;Suiza;Mayo;1.235
Galicia;Suiza;Junio;1.090
Galicia;Suiza;Julio;1.626
Galicia;Suiza;Agosto;1.311
Galicia;Suiza;Septiembre;2.231
Galicia;Suiza;Octubre;817
Galicia;Suiza;Noviembre;140
Galicia;Suiza;Diciembre;92
Galicia;Resto de Europa;Enero;346
Galicia;Resto de Europa;Febrero;517
Galicia;Resto de Europa;Marzo;1.022
Galicia;Resto de Europa;Abril;693
Galicia;Resto de Europa;Mayo;1.257
Galicia;Resto de Europa;Junio;1.063
Galicia;Resto de Europa;Julio;1.048
Galicia;Resto de Europa;Agosto;791
Galicia;Resto de Europa;Septiembre;868
Galicia;Resto de Europa;Octubre;1.299
Galicia;Resto de Europa;Noviembre;435
Galicia;Resto de Europa;Diciembre;571
Galicia;Japón;Enero;247
Galicia;Japón;Febrero;311
Galicia;Japón;Marzo;567
Galicia;Japón;Abril;744
Galicia;Japón;Mayo;1.022
Galicia;Japón;Junio;1.271
Galicia;Japón;Julio;1.292
Galicia;Japón;Agosto;1.701
Galicia;Japón;Septiembre;677
Galicia;Japón;Octubre;1.442
Galicia;Japón;Noviembre;839
Galicia;Japón;Diciembre;337
Galicia;Estados Unidos;Enero;585
Galicia;Estados Unidos;Febrero;511
Galicia;Estados Unidos;Marzo;848
Galicia;Estados Unidos;Abril;1.641
Galicia;Estados Unidos;Mayo;3.166
Galicia;Estados Unidos;Junio;4.129
Galicia;Estados Unidos;Julio;6.175
Galicia;Estados Unidos;Agosto;2.596
Galicia;Estados Unidos;Septiembre;4.389
Galicia;Estados Unidos;Octubre;3.658
Galicia;Estados Unidos;Noviembre;1.672
Galicia;Estados Unidos;Diciembre;871
Galicia;Resto de América;Enero;2.120
Galicia;Resto de América;Febrero;1.969
Galicia;Resto de América;Marzo;2.904
Galicia;Resto de América;Abril;4.287
Galicia;Resto de América;Mayo;8.391
Galicia;Resto de América;Junio;7.395
Galicia;Resto de América;Julio;11.691
Galicia;Resto de América;Agosto;7.012
Galicia;Resto de América;Septiembre;10.376
Galicia;Resto de América;Octubre;9.850
Galicia;Resto de América;Noviembre;3.138
Galicia;Resto de América;Diciembre;2.456
Galicia;Países africanos;Enero;329
Galicia;Países africanos;Febrero;157
Galicia;Países africanos;Marzo;372
Galicia;Países africanos;Abril;420
Galicia;Países africanos;Mayo;525
Galicia;Países africanos;Junio;738
Galicia;Países africanos;Julio;392
Galicia;Países africanos;Agosto;391
Galicia;Países africanos;Septiembre;479
Galicia;Países africanos;Octubre;363
Galicia;Países africanos;Noviembre;278
Galicia;Países africanos;Diciembre;168
Galicia;Resto del mundo;Enero;1.676
Galicia;Resto del mundo;Febrero;2.622
Galicia;Resto del mundo;Marzo;2.698
Galicia;Resto del mundo;Abril;3.640
Galicia;Resto del mundo;Mayo;5.028
Galicia;Resto del mundo;Junio;4.373
Galicia;Resto del mundo;Julio;4.006
Galicia;Resto del mundo;Agosto;3.587
Galicia;Resto del mundo;Septiembre;5.511
Galicia;Resto del mundo;Octubre;3.815
Galicia;Resto del mundo;Noviembre;1.852
Galicia;Resto del mundo;Diciembre;1.551
