Comunidades autónomas;País de residencia;Meses;Total
Galicia;Bélgica;Noviembre;197
Galicia;Bélgica;Diciembre;117
Galicia;Dinamarca;Enero;53
Galicia;Dinamarca;Febrero;76
Galicia;Dinamarca;Marzo;49
Galicia;Dinamarca;Abril;114
Galicia;Dinamarca;Mayo;157
Galicia;Dinamarca;Junio;125
Galicia;Dinamarca;Julio;466
Galicia;Dinamarca;Agosto;329
Galicia;Dinamarca;Setiembre;759
Galicia;Dinamarca;Octubre;209
Galicia;Dinamarca;Noviembre;99
Galicia;Dinamarca;Diciembre;36
Galicia;Finlandia;Enero;18
Galicia;Finlandia;Febrero;21
Galicia;Finlandia;Marzo;64
Galicia;Finlandia;Abril;121
Galicia;Finlandia;Mayo;18
Galicia;Finlandia;Junio;161
Galicia;Finlandia;Julio;197
Galicia;Finlandia;Agosto;111
Galicia;Finlandia;Setiembre;65
Galicia;Finlandia;Octubre;62
Galicia;Finlandia;Noviembre;21
Galicia;Finlandia;Diciembre;9
Galicia;Francia;Enero;936
Galicia;Francia;Febrero;1.182
Galicia;Francia;Marzo;1.671
Galicia;Francia;Abril;2.448
Galicia;Francia;Mayo;3.799
Galicia;Francia;Junio;3.497
Galicia;Francia;Julio;4.109
Galicia;Francia;Agosto;7.137
Galicia;Francia;Setiembre;6.541
Galicia;Francia;Octubre;2.638
Galicia;Francia;Noviembre;1.705
Galicia;Francia;Diciembre;760
Galicia;Grecia;Enero;53
Galicia;Grecia;Febrero;41
Galicia;Grecia;Marzo;58
Galicia;Grecia;Abril;78
Galicia;Grecia;Mayo;232
Galicia;Grecia;Junio;56
Galicia;Grecia;Julio;71
Galicia;Grecia;Agosto;352
Galicia;Grecia;Setiembre;65
Galicia;Grecia;Octubre;27
Galicia;Grecia;Noviembre;47
Galicia;Grecia;Diciembre;9
Galicia;Países Bajos;Enero;80
Galicia;Países Bajos;Febrero;141
Galicia;Países Bajos;Marzo;272
Galicia;Países Bajos;Abril;347
Galicia;Países Bajos;Mayo;711
Galicia;Países Bajos;Junio;1.171
Galicia;Países Bajos;Julio;1.505
Galicia;Países Bajos;Agosto;1.500
Galicia;Países Bajos;Setiembre;936
Galicia;Países Bajos;Octubre;750
Galicia;Países Bajos;Noviembre;180
Galicia;Países Bajos;Diciembre;142
Galicia;Irlanda;Enero;13
Galicia;Irlanda;Febrero;21
Galicia;Irlanda;Marzo;76
Galicia;Irlanda;Abril;207
Galicia;Irlanda;Mayo;99
Galicia;Irlanda;Junio;280
Galicia;Irlanda;Julio;687
Galicia;Irlanda;Agosto;484
Galicia;Irlanda;Setiembre;388
Galicia;Irlanda;Octubre;253
Galicia;Irlanda;Noviembre;87
Galicia;Irlanda;Diciembre;63
Galicia;Italia;Enero;441
Galicia;Italia;Febrero;895
Galicia;Italia;Marzo;1.551
Galicia;Italia;Abril;1.641
Galicia;Italia;Mayo;3.549
Galicia;Italia;Junio;3.453
Galicia;Italia;Julio;4.510
Galicia;Italia;Agosto;13.113
Galicia;Italia;Setiembre;6.263
Galicia;Italia;Octubre;2.878
Galicia;Italia;Noviembre;1.281
Galicia;Italia;Diciembre;970
Galicia;Luxemburgo;Enero;88
Galicia;Luxemburgo;Febrero;64
Galicia;Luxemburgo;Marzo;204
Galicia;Luxemburgo;Abril;77
Galicia;Luxemburgo;Mayo;18
Galicia;Luxemburgo;Junio;75
Galicia;Luxemburgo;Julio;31
Galicia;Luxemburgo;Agosto;212
Galicia;Luxemburgo;Setiembre;56
Galicia;Luxemburgo;Octubre;9
Galicia;Luxemburgo;Noviembre;39
Galicia;Luxemburgo;Diciembre;40
Galicia;Portugal;Enero;4.884
Galicia;Portugal;Febrero;4.518
Galicia;Portugal;Marzo;9.917
Galicia;Portugal;Abril;15.124
Galicia;Portugal;Mayo;7.171
Galicia;Portugal;Junio;12.180
Galicia;Portugal;Julio;20.264
Galicia;Portugal;Agosto;25.333
Galicia;Portugal;Setiembre;19.566
Galicia;Portugal;Octubre;16.437
Galicia;Portugal;Noviembre;8.791
Galicia;Portugal;Diciembre;17.425
Galicia;Reino Unido;Enero;295
Galicia;Reino Unido;Febrero;572
Galicia;Reino Unido;Marzo;1.611
Galicia;Reino Unido;Abril;1.656
Galicia;Reino Unido;Mayo;2.149
Galicia;Reino Unido;Junio;3.117
Galicia;Reino Unido;Julio;3.728
Galicia;Reino Unido;Agosto;3.456
Galicia;Reino Unido;Setiembre;3.647
Galicia;Reino Unido;Octubre;1.650
Galicia;Reino Unido;Noviembre;1.221
Galicia;Reino Unido;Diciembre;760
Galicia;Suecia;Enero;18
Galicia;Suecia;Febrero;75
Galicia;Suecia;Marzo;18
Galicia;Suecia;Abril;64
Galicia;Suecia;Mayo;145
Galicia;Suecia;Junio;302
Galicia;Suecia;Julio;350
Galicia;Suecia;Agosto;193
Galicia;Suecia;Setiembre;307
Galicia;Suecia;Octubre;275
Galicia;Suecia;Noviembre;137
Galicia;Suecia;Diciembre;31
Galicia;Eslovaquia;Enero;0
Galicia;Eslovaquia;Febrero;17
Galicia;Eslovaquia;Marzo;9
Galicia;Eslovaquia;Abril;4
Galicia;Eslovaquia;Mayo;0
Galicia;Eslovaquia;Junio;49
Galicia;Eslovaquia;Julio;9
Galicia;Eslovaquia;Agosto;55
Galicia;Eslovaquia;Setiembre;44
Galicia;Eslovaquia;Octubre;9
Galicia;Eslovaquia;Noviembre;19
Galicia;Eslovaquia;Diciembre;4
Galicia;Hungría;Enero;0
Galicia;Hungría;Febrero;0
Galicia;Hungría;Marzo;13
Galicia;Hungría;Abril;39
Galicia;Hungría;Mayo;4
Galicia;Hungría;Junio;34
Galicia;Hungría;Julio;49
Galicia;Hungría;Agosto;9
Galicia;Hungría;Setiembre;43
Galicia;Hungría;Octubre;9
Galicia;Hungría;Noviembre;0
Galicia;Hungría;Diciembre;10
Galicia;Islandia;Enero;9
Galicia;Islandia;Febrero;0
Galicia;Islandia;Marzo;4
Galicia;Islandia;Abril;9
Galicia;Islandia;Mayo;9
Galicia;Islandia;Junio;17
Galicia;Islandia;Julio;9
Galicia;Islandia;Agosto;9
Galicia;Islandia;Setiembre;13
Galicia;Islandia;Octubre;60
Galicia;Islandia;Noviembre;0
Galicia;Islandia;Diciembre;0
Galicia;Noruega;Enero;58
Galicia;Noruega;Febrero;126
Galicia;Noruega;Marzo;130
Galicia;Noruega;Abril;123
Galicia;Noruega;Mayo;214
Galicia;Noruega;Junio;493
Galicia;Noruega;Julio;480
Galicia;Noruega;Agosto;268
Galicia;Noruega;Setiembre;552
Galicia;Noruega;Octubre;134
Galicia;Noruega;Noviembre;107
Galicia;Noruega;Diciembre;44
Galicia;Polonia;Enero;0
Galicia;Polonia;Febrero;12
Galicia;Polonia;Marzo;73
Galicia;Polonia;Abril;30
Galicia;Polonia;Mayo;157
Galicia;Polonia;Junio;186
Galicia;Polonia;Julio;600
Galicia;Polonia;Agosto;115
Galicia;Polonia;Setiembre;527
Galicia;Polonia;Octubre;1.772
Galicia;Polonia;Noviembre;17
Galicia;Polonia;Diciembre;18
Galicia;República Checa;Enero;9
Galicia;República Checa;Febrero;8
Galicia;República Checa;Marzo;0
Galicia;República Checa;Abril;129
Galicia;República Checa;Mayo;88
Galicia;República Checa;Junio;34
Galicia;República Checa;Julio;42
Galicia;República Checa;Agosto;164
Galicia;República Checa;Setiembre;71
Galicia;República Checa;Octubre;27
Galicia;República Checa;Noviembre;26
Galicia;República Checa;Diciembre;164
Galicia;Suiza y Liechtenstein;Enero;80
Galicia;Suiza y Liechtenstein;Febrero;66
Galicia;Suiza y Liechtenstein;Marzo;354
Galicia;Suiza y Liechtenstein;Abril;496
Galicia;Suiza y Liechtenstein;Mayo;468
Galicia;Suiza y Liechtenstein;Junio;683
Galicia;Suiza y Liechtenstein;Julio;1.086
Galicia;Suiza y Liechtenstein;Agosto;1.146
Galicia;Suiza y Liechtenstein;Setiembre;745
Galicia;Suiza y Liechtenstein;Octubre;598
Galicia;Suiza y Liechtenstein;Noviembre;138
Galicia;Suiza y Liechtenstein;Diciembre;202
Galicia;Turquía;Enero;4
Galicia;Turquía;Febrero;8
Galicia;Turquía;Marzo;9
Galicia;Turquía;Abril;26
Galicia;Turquía;Mayo;24
Galicia;Turquía;Junio;30
Galicia;Turquía;Julio;44
Galicia;Turquía;Agosto;22
Galicia;Turquía;Setiembre;32
Galicia;Turquía;Octubre;0
Galicia;Turquía;Noviembre;24
Galicia;Turquía;Diciembre;4
Galicia;Rusia;Enero;230
Galicia;Rusia;Febrero;269
Galicia;Rusia;Marzo;32
Galicia;Rusia;Abril;156
Galicia;Rusia;Mayo;102
Galicia;Rusia;Junio;30
Galicia;Rusia;Julio;112
Galicia;Rusia;Agosto;298
Galicia;Rusia;Setiembre;53
Galicia;Rusia;Octubre;4
Galicia;Rusia;Noviembre;39
Galicia;Rusia;Diciembre;812
Galicia;Otros países europeos;Enero;121
Galicia;Otros países europeos;Febrero;113
Galicia;Otros países europeos;Marzo;197
Galicia;Otros países europeos;Abril;311
Galicia;Otros países europeos;Mayo;200
Galicia;Otros países europeos;Junio;217
Galicia;Otros países europeos;Julio;1.059
Galicia;Otros países europeos;Agosto;475
Galicia;Otros países europeos;Setiembre;713
Galicia;Otros países europeos;Octubre;225
Galicia;Otros países europeos;Noviembre;390
Galicia;Otros países europeos;Diciembre;1.099
Galicia;Países africanos;Enero;93
Galicia;Países africanos;Febrero;180
Galicia;Países africanos;Marzo;112
Galicia;Países africanos;Abril;185
Galicia;Países africanos;Mayo;107
Galicia;Países africanos;Junio;195
Galicia;Países africanos;Julio;99
Galicia;Países africanos;Agosto;233
Galicia;Países africanos;Setiembre;325
Galicia;Países africanos;Octubre;253
Galicia;Países africanos;Noviembre;237
Galicia;Países africanos;Diciembre;236
Galicia;Argentina;Enero;788
Galicia;Argentina;Febrero;775
Galicia;Argentina;Marzo;916
Galicia;Argentina;Abril;1.566
Galicia;Argentina;Mayo;3.055
Galicia;Argentina;Junio;2.722
Galicia;Argentina;Julio;3.826
Galicia;Argentina;Agosto;2.436
Galicia;Argentina;Setiembre;2.716
Galicia;Argentina;Octubre;2.462
Galicia;Argentina;Noviembre;908
Galicia;Argentina;Diciembre;332
Galicia;Brasil;Enero;292
Galicia;Brasil;Febrero;348
Galicia;Brasil;Marzo;575
Galicia;Brasil;Abril;513
Galicia;Brasil;Mayo;1.000
Galicia;Brasil;Junio;1.300
Galicia;Brasil;Julio;1.222
Galicia;Brasil;Agosto;1.040
Galicia;Brasil;Setiembre;1.844
Galicia;Brasil;Octubre;1.056
Galicia;Brasil;Noviembre;373
Galicia;Brasil;Diciembre;528
Galicia;Cánada;Enero;46
Galicia;Cánada;Febrero;47
Galicia;Cánada;Marzo;108
Galicia;Cánada;Abril;109
Galicia;Cánada;Mayo;339
Galicia;Cánada;Junio;437
Galicia;Cánada;Julio;294
Galicia;Cánada;Agosto;266
Galicia;Cánada;Setiembre;222
Galicia;Cánada;Octubre;223
Galicia;Cánada;Noviembre;148
Galicia;Cánada;Diciembre;78
Galicia;Estados Unidos;Enero;581
Galicia;Estados Unidos;Febrero;637
Galicia;Estados Unidos;Marzo;959
Galicia;Estados Unidos;Abril;1.752
Galicia;Estados Unidos;Mayo;2.558
Galicia;Estados Unidos;Junio;3.301
Galicia;Estados Unidos;Julio;3.878
Galicia;Estados Unidos;Agosto;2.314
Galicia;Estados Unidos;Setiembre;4.033
Galicia;Estados Unidos;Octubre;2.312
Galicia;Estados Unidos;Noviembre;1.416
Galicia;Estados Unidos;Diciembre;455
Galicia;México;Enero;104
Galicia;México;Febrero;99
Galicia;México;Marzo;277
Galicia;México;Abril;572
Galicia;México;Mayo;427
Galicia;México;Junio;673
Galicia;México;Julio;1.017
Galicia;México;Agosto;785
Galicia;México;Setiembre;1.183
Galicia;México;Octubre;751
Galicia;México;Noviembre;252
Galicia;México;Diciembre;204
Galicia;Venezuela;Enero;120
Galicia;Venezuela;Febrero;34
Galicia;Venezuela;Marzo;40
Galicia;Venezuela;Abril;270
Galicia;Venezuela;Mayo;406
Galicia;Venezuela;Junio;326
Galicia;Venezuela;Julio;380
Galicia;Venezuela;Agosto;677
Galicia;Venezuela;Setiembre;424
Galicia;Venezuela;Octubre;270
Galicia;Venezuela;Noviembre;161
Galicia;Venezuela;Diciembre;159
Galicia;Resto América Central y Sur;Enero;182
Galicia;Resto América Central y Sur;Febrero;415
Galicia;Resto América Central y Sur;Marzo;499
Galicia;Resto América Central y Sur;Abril;638
Galicia;Resto América Central y Sur;Mayo;1.168
Galicia;Resto América Central y Sur;Junio;1.875
Galicia;Resto América Central y Sur;Julio;1.696
Galicia;Resto América Central y Sur;Agosto;676
Galicia;Resto América Central y Sur;Setiembre;1.617
Galicia;Resto América Central y Sur;Octubre;938
Galicia;Resto América Central y Sur;Noviembre;693
Galicia;Resto América Central y Sur;Diciembre;486
Galicia;Japón;Enero;218
Galicia;Japón;Febrero;270
Galicia;Japón;Marzo;427
Galicia;Japón;Abril;576
Galicia;Japón;Mayo;666
Galicia;Japón;Junio;452
Galicia;Japón;Julio;558
Galicia;Japón;Agosto;928
Galicia;Japón;Setiembre;583
Galicia;Japón;Octubre;689
Galicia;Japón;Noviembre;249
Galicia;Japón;Diciembre;460
Galicia;Resto de Asia;Enero;27
Galicia;Resto de Asia;Febrero;129
Galicia;Resto de Asia;Marzo;0
Galicia;Resto de Asia;Abril;52
Galicia;Resto de Asia;Mayo;133
Galicia;Resto de Asia;Junio;189
Galicia;Resto de Asia;Julio;367
Galicia;Resto de Asia;Agosto;182
Galicia;Resto de Asia;Setiembre;181
Galicia;Resto de Asia;Octubre;274
Galicia;Resto de Asia;Noviembre;64
Galicia;Resto de Asia;Diciembre;53
Galicia;Australia;Enero;27
Galicia;Australia;Febrero;29
Galicia;Australia;Marzo;80
Galicia;Australia;Abril;129
Galicia;Australia;Mayo;137
Galicia;Australia;Junio;237
Galicia;Australia;Julio;106
Galicia;Australia;Agosto;195
Galicia;Australia;Setiembre;113
Galicia;Australia;Octubre;139
Galicia;Australia;Noviembre;86
Galicia;Australia;Diciembre;13
Galicia;Nueva Zelanda;Enero;0
Galicia;Nueva Zelanda;Febrero;0
Galicia;Nueva Zelanda;Marzo;0
Galicia;Nueva Zelanda;Abril;9
Galicia;Nueva Zelanda;Mayo;13
Galicia;Nueva Zelanda;Junio;13
Galicia;Nueva Zelanda;Julio;80
Galicia;Nueva Zelanda;Agosto;35
Galicia;Nueva Zelanda;Setiembre;198
Galicia;Nueva Zelanda;Octubre;22
Galicia;Nueva Zelanda;Noviembre;0
Galicia;Nueva Zelanda;Diciembre;18
Galicia;Otros países;Enero;115
Galicia;Otros países;Febrero;60
Galicia;Otros países;Marzo;187
Galicia;Otros países;Abril;349
Galicia;Otros países;Mayo;598
Galicia;Otros países;Junio;459
Galicia;Otros países;Julio;963
Galicia;Otros países;Agosto;869
Galicia;Otros países;Setiembre;1.307
Galicia;Otros países;Octubre;451
Galicia;Otros países;Noviembre;881
Galicia;Otros países;Diciembre;142
Galicia;Unión Europea(sin España);Enero;7.534
Galicia;Unión Europea(sin España);Febrero;8.862
Galicia;Unión Europea(sin España);Marzo;17.130
Galicia;Unión Europea(sin España);Abril;24.642
Galicia;Unión Europea(sin España);Mayo;25.707
Galicia;Unión Europea(sin España);Junio;31.695
Galicia;Unión Europea(sin España);Julio;44.159
Galicia;Unión Europea(sin España);Agosto;59.671
Galicia;Unión Europea(sin España);Setiembre;45.640
Galicia;Unión Europea(sin España);Octubre;29.917
Galicia;Unión Europea(sin España);Noviembre;14.976
Galicia;Unión Europea(sin España);Diciembre;20.915
