Comunidades autónomas;País de residencia;Meses;Total
Galicia;Grecia;Febrero;74
Galicia;Grecia;Marzo;29
Galicia;Grecia;Abril;51
Galicia;Grecia;Mayo;782
Galicia;Grecia;Junio;375
Galicia;Grecia;Julio;105
Galicia;Grecia;Agosto;177
Galicia;Grecia;Septiembre;218
Galicia;Grecia;Octubre;300
Galicia;Grecia;Noviembre;23
Galicia;Grecia;Diciembre;82
Galicia;Irlanda;Enero;212
Galicia;Irlanda;Febrero;177
Galicia;Irlanda;Marzo;799
Galicia;Irlanda;Abril;859
Galicia;Irlanda;Mayo;2.220
Galicia;Irlanda;Junio;2.022
Galicia;Irlanda;Julio;2.066
Galicia;Irlanda;Agosto;1.366
Galicia;Irlanda;Septiembre;2.043
Galicia;Irlanda;Octubre;782
Galicia;Irlanda;Noviembre;171
Galicia;Irlanda;Diciembre;85
Galicia;Italia;Enero;1.924
Galicia;Italia;Febrero;1.864
Galicia;Italia;Marzo;2.697
Galicia;Italia;Abril;4.607
Galicia;Italia;Mayo;6.869
Galicia;Italia;Junio;5.940
Galicia;Italia;Julio;9.306
Galicia;Italia;Agosto;19.034
Galicia;Italia;Septiembre;6.066
Galicia;Italia;Octubre;4.524
Galicia;Italia;Noviembre;2.178
Galicia;Italia;Diciembre;1.609
Galicia;Luxemburgo;Enero;36
Galicia;Luxemburgo;Febrero;18
Galicia;Luxemburgo;Marzo;29
Galicia;Luxemburgo;Abril;245
Galicia;Luxemburgo;Mayo;267
Galicia;Luxemburgo;Junio;238
Galicia;Luxemburgo;Julio;78
Galicia;Luxemburgo;Agosto;166
Galicia;Luxemburgo;Septiembre;190
Galicia;Luxemburgo;Octubre;231
Galicia;Luxemburgo;Noviembre;16
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Enero;299
Galicia;Países Bajos;Febrero;394
Galicia;Países Bajos;Marzo;393
Galicia;Países Bajos;Abril;779
Galicia;Países Bajos;Mayo;1.872
Galicia;Países Bajos;Junio;1.466
Galicia;Países Bajos;Julio;1.762
Galicia;Países Bajos;Agosto;801
Galicia;Países Bajos;Septiembre;1.859
Galicia;Países Bajos;Octubre;1.188
Galicia;Países Bajos;Noviembre;961
Galicia;Países Bajos;Diciembre;292
Galicia;Polonia;Enero;124
Galicia;Polonia;Febrero;306
Galicia;Polonia;Marzo;174
Galicia;Polonia;Abril;274
Galicia;Polonia;Mayo;707
Galicia;Polonia;Junio;1.060
Galicia;Polonia;Julio;797
Galicia;Polonia;Agosto;1.094
Galicia;Polonia;Septiembre;1.199
Galicia;Polonia;Octubre;401
Galicia;Polonia;Noviembre;330
Galicia;Polonia;Diciembre;118
Galicia;Portugal;Enero;10.510
Galicia;Portugal;Febrero;13.077
Galicia;Portugal;Marzo;15.639
Galicia;Portugal;Abril;16.738
Galicia;Portugal;Mayo;16.043
Galicia;Portugal;Junio;18.385
Galicia;Portugal;Julio;18.111
Galicia;Portugal;Agosto;29.182
Galicia;Portugal;Septiembre;19.033
Galicia;Portugal;Octubre;15.432
Galicia;Portugal;Noviembre;10.770
Galicia;Portugal;Diciembre;12.223
Galicia;Reino Unido;Enero;1.624
Galicia;Reino Unido;Febrero;1.559
Galicia;Reino Unido;Marzo;2.139
Galicia;Reino Unido;Abril;3.826
Galicia;Reino Unido;Mayo;7.189
Galicia;Reino Unido;Junio;6.207
Galicia;Reino Unido;Julio;5.589
Galicia;Reino Unido;Agosto;5.097
Galicia;Reino Unido;Septiembre;5.724
Galicia;Reino Unido;Octubre;4.376
Galicia;Reino Unido;Noviembre;1.113
Galicia;Reino Unido;Diciembre;764
Galicia;República Checa;Enero;38
Galicia;República Checa;Febrero;29
Galicia;República Checa;Marzo;248
Galicia;República Checa;Abril;57
Galicia;República Checa;Mayo;192
Galicia;República Checa;Junio;127
Galicia;República Checa;Julio;798
Galicia;República Checa;Agosto;146
Galicia;República Checa;Septiembre;339
Galicia;República Checa;Octubre;90
Galicia;República Checa;Noviembre;29
Galicia;República Checa;Diciembre;226
Galicia;Suecia;Enero;106
Galicia;Suecia;Febrero;279
Galicia;Suecia;Marzo;276
Galicia;Suecia;Abril;335
Galicia;Suecia;Mayo;1.073
Galicia;Suecia;Junio;673
Galicia;Suecia;Julio;904
Galicia;Suecia;Agosto;434
Galicia;Suecia;Septiembre;825
Galicia;Suecia;Octubre;413
Galicia;Suecia;Noviembre;328
Galicia;Suecia;Diciembre;60
Galicia;Resto de la Unión Europea*;Enero;507
Galicia;Resto de la Unión Europea*;Febrero;602
Galicia;Resto de la Unión Europea*;Marzo;475
Galicia;Resto de la Unión Europea*;Abril;177
Galicia;Resto de la Unión Europea*;Mayo;696
Galicia;Resto de la Unión Europea*;Junio;693
Galicia;Resto de la Unión Europea*;Julio;1.013
Galicia;Resto de la Unión Europea*;Agosto;542
Galicia;Resto de la Unión Europea*;Septiembre;618
Galicia;Resto de la Unión Europea*;Octubre;561
Galicia;Resto de la Unión Europea*;Noviembre;708
Galicia;Resto de la Unión Europea*;Diciembre;242
Galicia;Noruega;Enero;277
Galicia;Noruega;Febrero;199
Galicia;Noruega;Marzo;332
Galicia;Noruega;Abril;917
Galicia;Noruega;Mayo;829
Galicia;Noruega;Junio;668
Galicia;Noruega;Julio;1.082
Galicia;Noruega;Agosto;318
Galicia;Noruega;Septiembre;799
Galicia;Noruega;Octubre;927
Galicia;Noruega;Noviembre;229
Galicia;Noruega;Diciembre;177
Galicia;Rusia;Enero;237
Galicia;Rusia;Febrero;436
Galicia;Rusia;Marzo;79
Galicia;Rusia;Abril;553
Galicia;Rusia;Mayo;328
Galicia;Rusia;Junio;166
Galicia;Rusia;Julio;168
Galicia;Rusia;Agosto;596
Galicia;Rusia;Septiembre;314
Galicia;Rusia;Octubre;299
Galicia;Rusia;Noviembre;122
Galicia;Rusia;Diciembre;174
Galicia;Suiza;Enero;134
Galicia;Suiza;Febrero;196
Galicia;Suiza;Marzo;340
Galicia;Suiza;Abril;545
Galicia;Suiza;Mayo;1.768
Galicia;Suiza;Junio;934
Galicia;Suiza;Julio;1.644
Galicia;Suiza;Agosto;1.480
Galicia;Suiza;Septiembre;1.660
Galicia;Suiza;Octubre;901
Galicia;Suiza;Noviembre;283
Galicia;Suiza;Diciembre;172
Galicia;Resto de Europa;Enero;831
Galicia;Resto de Europa;Febrero;542
Galicia;Resto de Europa;Marzo;307
Galicia;Resto de Europa;Abril;1.024
Galicia;Resto de Europa;Mayo;787
Galicia;Resto de Europa;Junio;994
Galicia;Resto de Europa;Julio;1.667
Galicia;Resto de Europa;Agosto;779
Galicia;Resto de Europa;Septiembre;1.800
Galicia;Resto de Europa;Octubre;982
Galicia;Resto de Europa;Noviembre;483
Galicia;Resto de Europa;Diciembre;393
Galicia;Japón;Enero;456
Galicia;Japón;Febrero;162
Galicia;Japón;Marzo;690
Galicia;Japón;Abril;856
Galicia;Japón;Mayo;726
Galicia;Japón;Junio;725
Galicia;Japón;Julio;732
Galicia;Japón;Agosto;627
Galicia;Japón;Septiembre;601
Galicia;Japón;Octubre;737
Galicia;Japón;Noviembre;883
Galicia;Japón;Diciembre;259
Galicia;Estados Unidos;Enero;828
Galicia;Estados Unidos;Febrero;510
Galicia;Estados Unidos;Marzo;1.068
Galicia;Estados Unidos;Abril;2.127
Galicia;Estados Unidos;Mayo;3.397
Galicia;Estados Unidos;Junio;3.759
Galicia;Estados Unidos;Julio;3.642
Galicia;Estados Unidos;Agosto;2.168
Galicia;Estados Unidos;Septiembre;2.697
Galicia;Estados Unidos;Octubre;2.086
Galicia;Estados Unidos;Noviembre;1.577
Galicia;Estados Unidos;Diciembre;582
Galicia;Resto de América;Enero;3.276
Galicia;Resto de América;Febrero;2.710
Galicia;Resto de América;Marzo;3.471
Galicia;Resto de América;Abril;4.960
Galicia;Resto de América;Mayo;6.911
Galicia;Resto de América;Junio;6.510
Galicia;Resto de América;Julio;6.855
Galicia;Resto de América;Agosto;5.507
Galicia;Resto de América;Septiembre;7.683
Galicia;Resto de América;Octubre;6.512
Galicia;Resto de América;Noviembre;2.723
Galicia;Resto de América;Diciembre;2.267
Galicia;Países africanos;Enero;400
Galicia;Países africanos;Febrero;484
Galicia;Países africanos;Marzo;199
Galicia;Países africanos;Abril;400
Galicia;Países africanos;Mayo;501
Galicia;Países africanos;Junio;682
Galicia;Países africanos;Julio;506
Galicia;Países africanos;Agosto;420
Galicia;Países africanos;Septiembre;274
Galicia;Países africanos;Octubre;627
Galicia;Países africanos;Noviembre;225
Galicia;Países africanos;Diciembre;245
Galicia;Resto del mundo;Enero;1.213
Galicia;Resto del mundo;Febrero;1.352
Galicia;Resto del mundo;Marzo;2.183
Galicia;Resto del mundo;Abril;3.447
Galicia;Resto del mundo;Mayo;4.418
Galicia;Resto del mundo;Junio;3.811
Galicia;Resto del mundo;Julio;4.152
Galicia;Resto del mundo;Agosto;4.454
Galicia;Resto del mundo;Septiembre;6.728
Galicia;Resto del mundo;Octubre;3.931
Galicia;Resto del mundo;Noviembre;2.280
Galicia;Resto del mundo;Diciembre;1.712
