Comunidades autónomas;País de residencia;Meses;Total
Galicia;Grecia;Diciembre;..
Galicia;Irlanda;Enero;211
Galicia;Irlanda;Febrero;174
Galicia;Irlanda;Marzo;260
Galicia;Irlanda;Abril;1.244
Galicia;Irlanda;Mayo;2.324
Galicia;Irlanda;Junio;1.931
Galicia;Irlanda;Julio;1.864
Galicia;Irlanda;Agosto;1.473
Galicia;Irlanda;Septiembre;1.875
Galicia;Irlanda;Octubre;895
Galicia;Irlanda;Noviembre;213
Galicia;Irlanda;Diciembre;122
Galicia;Italia;Enero;1.298
Galicia;Italia;Febrero;1.214
Galicia;Italia;Marzo;2.650
Galicia;Italia;Abril;3.589
Galicia;Italia;Mayo;5.720
Galicia;Italia;Junio;6.255
Galicia;Italia;Julio;9.890
Galicia;Italia;Agosto;18.535
Galicia;Italia;Septiembre;6.164
Galicia;Italia;Octubre;5.139
Galicia;Italia;Noviembre;2.553
Galicia;Italia;Diciembre;1.130
Galicia;Luxemburgo;Enero;57
Galicia;Luxemburgo;Febrero;22
Galicia;Luxemburgo;Marzo;35
Galicia;Luxemburgo;Abril;53
Galicia;Luxemburgo;Mayo;128
Galicia;Luxemburgo;Junio;264
Galicia;Luxemburgo;Julio;126
Galicia;Luxemburgo;Agosto;407
Galicia;Luxemburgo;Septiembre;136
Galicia;Luxemburgo;Octubre;37
Galicia;Luxemburgo;Noviembre;100
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Enero;388
Galicia;Países Bajos;Febrero;391
Galicia;Países Bajos;Marzo;430
Galicia;Países Bajos;Abril;598
Galicia;Países Bajos;Mayo;1.627
Galicia;Países Bajos;Junio;1.865
Galicia;Países Bajos;Julio;1.583
Galicia;Países Bajos;Agosto;1.534
Galicia;Países Bajos;Septiembre;1.579
Galicia;Países Bajos;Octubre;981
Galicia;Países Bajos;Noviembre;478
Galicia;Países Bajos;Diciembre;379
Galicia;Polonia;Enero;149
Galicia;Polonia;Febrero;151
Galicia;Polonia;Marzo;213
Galicia;Polonia;Abril;1.313
Galicia;Polonia;Mayo;389
Galicia;Polonia;Junio;972
Galicia;Polonia;Julio;1.378
Galicia;Polonia;Agosto;983
Galicia;Polonia;Septiembre;2.050
Galicia;Polonia;Octubre;1.002
Galicia;Polonia;Noviembre;470
Galicia;Polonia;Diciembre;114
Galicia;Portugal;Enero;7.896
Galicia;Portugal;Febrero;11.515
Galicia;Portugal;Marzo;9.349
Galicia;Portugal;Abril;12.969
Galicia;Portugal;Mayo;12.905
Galicia;Portugal;Junio;17.432
Galicia;Portugal;Julio;17.412
Galicia;Portugal;Agosto;23.833
Galicia;Portugal;Septiembre;16.991
Galicia;Portugal;Octubre;17.175
Galicia;Portugal;Noviembre;7.945
Galicia;Portugal;Diciembre;10.329
Galicia;Reino Unido;Enero;770
Galicia;Reino Unido;Febrero;967
Galicia;Reino Unido;Marzo;1.513
Galicia;Reino Unido;Abril;2.484
Galicia;Reino Unido;Mayo;4.109
Galicia;Reino Unido;Junio;3.613
Galicia;Reino Unido;Julio;4.515
Galicia;Reino Unido;Agosto;4.604
Galicia;Reino Unido;Septiembre;4.357
Galicia;Reino Unido;Octubre;3.950
Galicia;Reino Unido;Noviembre;1.021
Galicia;Reino Unido;Diciembre;838
Galicia;República Checa;Enero;38
Galicia;República Checa;Febrero;63
Galicia;República Checa;Marzo;84
Galicia;República Checa;Abril;179
Galicia;República Checa;Mayo;369
Galicia;República Checa;Junio;277
Galicia;República Checa;Julio;305
Galicia;República Checa;Agosto;156
Galicia;República Checa;Septiembre;202
Galicia;República Checa;Octubre;36
Galicia;República Checa;Noviembre;68
Galicia;República Checa;Diciembre;258
Galicia;Suecia;Enero;112
Galicia;Suecia;Febrero;102
Galicia;Suecia;Marzo;144
Galicia;Suecia;Abril;339
Galicia;Suecia;Mayo;1.056
Galicia;Suecia;Junio;814
Galicia;Suecia;Julio;798
Galicia;Suecia;Agosto;560
Galicia;Suecia;Septiembre;465
Galicia;Suecia;Octubre;1.014
Galicia;Suecia;Noviembre;174
Galicia;Suecia;Diciembre;56
Galicia;Resto de la Unión Europea*;Enero;308
Galicia;Resto de la Unión Europea*;Febrero;354
Galicia;Resto de la Unión Europea*;Marzo;566
Galicia;Resto de la Unión Europea*;Abril;792
Galicia;Resto de la Unión Europea*;Mayo;1.038
Galicia;Resto de la Unión Europea*;Junio;1.446
Galicia;Resto de la Unión Europea*;Julio;819
Galicia;Resto de la Unión Europea*;Agosto;961
Galicia;Resto de la Unión Europea*;Septiembre;1.280
Galicia;Resto de la Unión Europea*;Octubre;998
Galicia;Resto de la Unión Europea*;Noviembre;579
Galicia;Resto de la Unión Europea*;Diciembre;407
Galicia;Noruega;Enero;327
Galicia;Noruega;Febrero;245
Galicia;Noruega;Marzo;274
Galicia;Noruega;Abril;574
Galicia;Noruega;Mayo;836
Galicia;Noruega;Junio;657
Galicia;Noruega;Julio;900
Galicia;Noruega;Agosto;264
Galicia;Noruega;Septiembre;555
Galicia;Noruega;Octubre;583
Galicia;Noruega;Noviembre;445
Galicia;Noruega;Diciembre;119
Galicia;Rusia;Enero;127
Galicia;Rusia;Febrero;73
Galicia;Rusia;Marzo;108
Galicia;Rusia;Abril;191
Galicia;Rusia;Mayo;426
Galicia;Rusia;Junio;462
Galicia;Rusia;Julio;250
Galicia;Rusia;Agosto;312
Galicia;Rusia;Septiembre;208
Galicia;Rusia;Octubre;232
Galicia;Rusia;Noviembre;385
Galicia;Rusia;Diciembre;173
Galicia;Suiza;Enero;232
Galicia;Suiza;Febrero;158
Galicia;Suiza;Marzo;541
Galicia;Suiza;Abril;707
Galicia;Suiza;Mayo;1.293
Galicia;Suiza;Junio;1.022
Galicia;Suiza;Julio;1.607
Galicia;Suiza;Agosto;1.254
Galicia;Suiza;Septiembre;1.037
Galicia;Suiza;Octubre;920
Galicia;Suiza;Noviembre;205
Galicia;Suiza;Diciembre;222
Galicia;Resto de Europa;Enero;218
Galicia;Resto de Europa;Febrero;968
Galicia;Resto de Europa;Marzo;383
Galicia;Resto de Europa;Abril;693
Galicia;Resto de Europa;Mayo;1.001
Galicia;Resto de Europa;Junio;563
Galicia;Resto de Europa;Julio;1.411
Galicia;Resto de Europa;Agosto;855
Galicia;Resto de Europa;Septiembre;1.279
Galicia;Resto de Europa;Octubre;1.067
Galicia;Resto de Europa;Noviembre;603
Galicia;Resto de Europa;Diciembre;648
Galicia;Japón;Enero;355
Galicia;Japón;Febrero;471
Galicia;Japón;Marzo;622
Galicia;Japón;Abril;568
Galicia;Japón;Mayo;498
Galicia;Japón;Junio;712
Galicia;Japón;Julio;531
Galicia;Japón;Agosto;559
Galicia;Japón;Septiembre;870
Galicia;Japón;Octubre;848
Galicia;Japón;Noviembre;315
Galicia;Japón;Diciembre;455
Galicia;Estados Unidos;Enero;708
Galicia;Estados Unidos;Febrero;502
Galicia;Estados Unidos;Marzo;971
Galicia;Estados Unidos;Abril;1.371
Galicia;Estados Unidos;Mayo;2.366
Galicia;Estados Unidos;Junio;3.447
Galicia;Estados Unidos;Julio;3.524
Galicia;Estados Unidos;Agosto;2.278
Galicia;Estados Unidos;Septiembre;3.419
Galicia;Estados Unidos;Octubre;2.701
Galicia;Estados Unidos;Noviembre;1.267
Galicia;Estados Unidos;Diciembre;911
Galicia;Resto de América;Enero;2.608
Galicia;Resto de América;Febrero;2.295
Galicia;Resto de América;Marzo;2.328
Galicia;Resto de América;Abril;3.983
Galicia;Resto de América;Mayo;6.146
Galicia;Resto de América;Junio;6.518
Galicia;Resto de América;Julio;7.126
Galicia;Resto de América;Agosto;5.492
Galicia;Resto de América;Septiembre;7.533
Galicia;Resto de América;Octubre;6.863
Galicia;Resto de América;Noviembre;2.612
Galicia;Resto de América;Diciembre;2.217
Galicia;Países africanos;Enero;287
Galicia;Países africanos;Febrero;143
Galicia;Países africanos;Marzo;191
Galicia;Países africanos;Abril;169
Galicia;Países africanos;Mayo;491
Galicia;Países africanos;Junio;479
Galicia;Países africanos;Julio;467
Galicia;Países africanos;Agosto;376
Galicia;Países africanos;Septiembre;596
Galicia;Países africanos;Octubre;559
Galicia;Países africanos;Noviembre;485
Galicia;Países africanos;Diciembre;283
Galicia;Resto del mundo;Enero;1.172
Galicia;Resto del mundo;Febrero;2.020
Galicia;Resto del mundo;Marzo;1.760
Galicia;Resto del mundo;Abril;2.550
Galicia;Resto del mundo;Mayo;3.410
Galicia;Resto del mundo;Junio;3.601
Galicia;Resto del mundo;Julio;3.753
Galicia;Resto del mundo;Agosto;3.751
Galicia;Resto del mundo;Septiembre;5.017
Galicia;Resto del mundo;Octubre;4.213
Galicia;Resto del mundo;Noviembre;1.950
Galicia;Resto del mundo;Diciembre;2.447
