Comunidades autónomas;País de residencia;Meses;Total
Galicia;Italia;Octubre;3.257
Galicia;Italia;Noviembre;1.775
Galicia;Italia;Diciembre;1.044
Galicia;Luxemburgo;Enero;30
Galicia;Luxemburgo;Febrero;48
Galicia;Luxemburgo;Marzo;127
Galicia;Luxemburgo;Abril;..
Galicia;Luxemburgo;Mayo;199
Galicia;Luxemburgo;Junio;52
Galicia;Luxemburgo;Julio;151
Galicia;Luxemburgo;Agosto;183
Galicia;Luxemburgo;Septiembre;123
Galicia;Luxemburgo;Octubre;54
Galicia;Luxemburgo;Noviembre;29
Galicia;Luxemburgo;Diciembre;27
Galicia;Portugal;Enero;5.887
Galicia;Portugal;Febrero;6.631
Galicia;Portugal;Marzo;11.406
Galicia;Portugal;Abril;17.573
Galicia;Portugal;Mayo;12.100
Galicia;Portugal;Junio;15.172
Galicia;Portugal;Julio;18.561
Galicia;Portugal;Agosto;32.113
Galicia;Portugal;Septiembre;23.581
Galicia;Portugal;Octubre;13.079
Galicia;Portugal;Noviembre;11.522
Galicia;Portugal;Diciembre;12.794
Galicia;Reino Unido;Enero;632
Galicia;Reino Unido;Febrero;834
Galicia;Reino Unido;Marzo;1.915
Galicia;Reino Unido;Abril;2.001
Galicia;Reino Unido;Mayo;5.025
Galicia;Reino Unido;Junio;4.125
Galicia;Reino Unido;Julio;3.696
Galicia;Reino Unido;Agosto;4.845
Galicia;Reino Unido;Septiembre;5.671
Galicia;Reino Unido;Octubre;3.057
Galicia;Reino Unido;Noviembre;1.145
Galicia;Reino Unido;Diciembre;772
Galicia;Suecia;Enero;70
Galicia;Suecia;Febrero;101
Galicia;Suecia;Marzo;70
Galicia;Suecia;Abril;467
Galicia;Suecia;Mayo;256
Galicia;Suecia;Junio;201
Galicia;Suecia;Julio;305
Galicia;Suecia;Agosto;246
Galicia;Suecia;Septiembre;280
Galicia;Suecia;Octubre;174
Galicia;Suecia;Noviembre;152
Galicia;Suecia;Diciembre;32
Galicia;Eslovaquia;Enero;56
Galicia;Eslovaquia;Febrero;..
Galicia;Eslovaquia;Marzo;..
Galicia;Eslovaquia;Abril;20
Galicia;Eslovaquia;Mayo;60
Galicia;Eslovaquia;Junio;..
Galicia;Eslovaquia;Julio;27
Galicia;Eslovaquia;Agosto;230
Galicia;Eslovaquia;Septiembre;19
Galicia;Eslovaquia;Octubre;107
Galicia;Eslovaquia;Noviembre;..
Galicia;Eslovaquia;Diciembre;18
Galicia;Hungría;Enero;24
Galicia;Hungría;Febrero;22
Galicia;Hungría;Marzo;..
Galicia;Hungría;Abril;..
Galicia;Hungría;Mayo;14
Galicia;Hungría;Junio;..
Galicia;Hungría;Julio;53
Galicia;Hungría;Agosto;77
Galicia;Hungría;Septiembre;12
Galicia;Hungría;Octubre;117
Galicia;Hungría;Noviembre;..
Galicia;Hungría;Diciembre;..
Galicia;Islandia;Enero;..
Galicia;Islandia;Febrero;16
Galicia;Islandia;Marzo;..
Galicia;Islandia;Abril;31
Galicia;Islandia;Mayo;94
Galicia;Islandia;Junio;39
Galicia;Islandia;Julio;20
Galicia;Islandia;Agosto;..
Galicia;Islandia;Septiembre;44
Galicia;Islandia;Octubre;12
Galicia;Islandia;Noviembre;20
Galicia;Islandia;Diciembre;..
Galicia;Noruega;Enero;125
Galicia;Noruega;Febrero;268
Galicia;Noruega;Marzo;253
Galicia;Noruega;Abril;350
Galicia;Noruega;Mayo;483
Galicia;Noruega;Junio;354
Galicia;Noruega;Julio;554
Galicia;Noruega;Agosto;495
Galicia;Noruega;Septiembre;552
Galicia;Noruega;Octubre;446
Galicia;Noruega;Noviembre;215
Galicia;Noruega;Diciembre;178
Galicia;Polonia;Enero;110
Galicia;Polonia;Febrero;44
Galicia;Polonia;Marzo;38
Galicia;Polonia;Abril;117
Galicia;Polonia;Mayo;367
Galicia;Polonia;Junio;1.097
Galicia;Polonia;Julio;293
Galicia;Polonia;Agosto;1.108
Galicia;Polonia;Septiembre;453
Galicia;Polonia;Octubre;69
Galicia;Polonia;Noviembre;18
Galicia;Polonia;Diciembre;29
Galicia;República Checa;Enero;31
Galicia;República Checa;Febrero;23
Galicia;República Checa;Marzo;..
Galicia;República Checa;Abril;376
Galicia;República Checa;Mayo;58
Galicia;República Checa;Junio;48
Galicia;República Checa;Julio;36
Galicia;República Checa;Agosto;453
Galicia;República Checa;Septiembre;21
Galicia;República Checa;Octubre;87
Galicia;República Checa;Noviembre;20
Galicia;República Checa;Diciembre;..
Galicia;Suiza y Liechtenstein;Enero;162
Galicia;Suiza y Liechtenstein;Febrero;118
Galicia;Suiza y Liechtenstein;Marzo;272
Galicia;Suiza y Liechtenstein;Abril;346
Galicia;Suiza y Liechtenstein;Mayo;1.154
Galicia;Suiza y Liechtenstein;Junio;604
Galicia;Suiza y Liechtenstein;Julio;1.081
Galicia;Suiza y Liechtenstein;Agosto;996
Galicia;Suiza y Liechtenstein;Septiembre;858
Galicia;Suiza y Liechtenstein;Octubre;984
Galicia;Suiza y Liechtenstein;Noviembre;371
Galicia;Suiza y Liechtenstein;Diciembre;171
Galicia;Turquía;Enero;32
Galicia;Turquía;Febrero;27
Galicia;Turquía;Marzo;138
Galicia;Turquía;Abril;27
Galicia;Turquía;Mayo;..
Galicia;Turquía;Junio;58
Galicia;Turquía;Julio;65
Galicia;Turquía;Agosto;92
Galicia;Turquía;Septiembre;115
Galicia;Turquía;Octubre;130
Galicia;Turquía;Noviembre;47
Galicia;Turquía;Diciembre;39
Galicia;Rusia;Enero;121
Galicia;Rusia;Febrero;54
Galicia;Rusia;Marzo;55
Galicia;Rusia;Abril;56
Galicia;Rusia;Mayo;70
Galicia;Rusia;Junio;130
Galicia;Rusia;Julio;136
Galicia;Rusia;Agosto;137
Galicia;Rusia;Septiembre;160
Galicia;Rusia;Octubre;100
Galicia;Rusia;Noviembre;21
Galicia;Rusia;Diciembre;759
Galicia;Otros países europeos;Enero;902
Galicia;Otros países europeos;Febrero;151
Galicia;Otros países europeos;Marzo;175
Galicia;Otros países europeos;Abril;497
Galicia;Otros países europeos;Mayo;895
Galicia;Otros países europeos;Junio;668
Galicia;Otros países europeos;Julio;244
Galicia;Otros países europeos;Agosto;483
Galicia;Otros países europeos;Septiembre;1.288
Galicia;Otros países europeos;Octubre;1.000
Galicia;Otros países europeos;Noviembre;712
Galicia;Otros países europeos;Diciembre;144
Galicia;Países africanos;Enero;77
Galicia;Países africanos;Febrero;90
Galicia;Países africanos;Marzo;59
Galicia;Países africanos;Abril;122
Galicia;Países africanos;Mayo;233
Galicia;Países africanos;Junio;185
Galicia;Países africanos;Julio;176
Galicia;Países africanos;Agosto;202
Galicia;Países africanos;Septiembre;427
Galicia;Países africanos;Octubre;352
Galicia;Países africanos;Noviembre;210
Galicia;Países africanos;Diciembre;528
Galicia;Argentina;Enero;475
Galicia;Argentina;Febrero;430
Galicia;Argentina;Marzo;573
Galicia;Argentina;Abril;731
Galicia;Argentina;Mayo;720
Galicia;Argentina;Junio;1.058
Galicia;Argentina;Julio;1.553
Galicia;Argentina;Agosto;1.178
Galicia;Argentina;Septiembre;1.633
Galicia;Argentina;Octubre;1.345
Galicia;Argentina;Noviembre;646
Galicia;Argentina;Diciembre;368
Galicia;Brasil;Enero;218
Galicia;Brasil;Febrero;327
Galicia;Brasil;Marzo;551
Galicia;Brasil;Abril;1.160
Galicia;Brasil;Mayo;1.069
Galicia;Brasil;Junio;1.483
Galicia;Brasil;Julio;971
Galicia;Brasil;Agosto;1.227
Galicia;Brasil;Septiembre;1.503
Galicia;Brasil;Octubre;1.093
Galicia;Brasil;Noviembre;1.181
Galicia;Brasil;Diciembre;1.020
Galicia;Cánada;Enero;83
Galicia;Cánada;Febrero;328
Galicia;Cánada;Marzo;266
Galicia;Cánada;Abril;410
Galicia;Cánada;Mayo;627
Galicia;Cánada;Junio;1.179
Galicia;Cánada;Julio;433
Galicia;Cánada;Agosto;489
Galicia;Cánada;Septiembre;783
Galicia;Cánada;Octubre;369
Galicia;Cánada;Noviembre;100
Galicia;Cánada;Diciembre;33
Galicia;Estados Unidos;Enero;684
Galicia;Estados Unidos;Febrero;452
Galicia;Estados Unidos;Marzo;810
Galicia;Estados Unidos;Abril;970
Galicia;Estados Unidos;Mayo;3.241
Galicia;Estados Unidos;Junio;3.153
Galicia;Estados Unidos;Julio;5.168
Galicia;Estados Unidos;Agosto;3.814
Galicia;Estados Unidos;Septiembre;3.975
Galicia;Estados Unidos;Octubre;2.721
Galicia;Estados Unidos;Noviembre;1.056
Galicia;Estados Unidos;Diciembre;658
Galicia;México;Enero;267
Galicia;México;Febrero;266
Galicia;México;Marzo;162
Galicia;México;Abril;1.128
Galicia;México;Mayo;618
Galicia;México;Junio;921
Galicia;México;Julio;1.899
Galicia;México;Agosto;1.033
Galicia;México;Septiembre;1.364
Galicia;México;Octubre;1.127
Galicia;México;Noviembre;504
Galicia;México;Diciembre;453
Galicia;Venezuela;Enero;164
Galicia;Venezuela;Febrero;107
Galicia;Venezuela;Marzo;82
Galicia;Venezuela;Abril;240
Galicia;Venezuela;Mayo;386
Galicia;Venezuela;Junio;293
Galicia;Venezuela;Julio;692
Galicia;Venezuela;Agosto;573
Galicia;Venezuela;Septiembre;433
Galicia;Venezuela;Octubre;451
Galicia;Venezuela;Noviembre;335
Galicia;Venezuela;Diciembre;195
Galicia;Resto América Central y Sur;Enero;296
Galicia;Resto América Central y Sur;Febrero;327
Galicia;Resto América Central y Sur;Marzo;545
Galicia;Resto América Central y Sur;Abril;566
Galicia;Resto América Central y Sur;Mayo;712
Galicia;Resto América Central y Sur;Junio;917
Galicia;Resto América Central y Sur;Julio;731
Galicia;Resto América Central y Sur;Agosto;1.348
Galicia;Resto América Central y Sur;Septiembre;1.919
Galicia;Resto América Central y Sur;Octubre;1.380
Galicia;Resto América Central y Sur;Noviembre;516
Galicia;Resto América Central y Sur;Diciembre;283
Galicia;Japón;Enero;355
Galicia;Japón;Febrero;193
Galicia;Japón;Marzo;498
Galicia;Japón;Abril;353
Galicia;Japón;Mayo;134
Galicia;Japón;Junio;353
Galicia;Japón;Julio;380
Galicia;Japón;Agosto;1.010
Galicia;Japón;Septiembre;521
Galicia;Japón;Octubre;548
Galicia;Japón;Noviembre;608
Galicia;Japón;Diciembre;776
Galicia;Resto de Asia;Enero;88
Galicia;Resto de Asia;Febrero;173
Galicia;Resto de Asia;Marzo;75
Galicia;Resto de Asia;Abril;198
Galicia;Resto de Asia;Mayo;179
Galicia;Resto de Asia;Junio;179
Galicia;Resto de Asia;Julio;193
Galicia;Resto de Asia;Agosto;166
Galicia;Resto de Asia;Septiembre;580
Galicia;Resto de Asia;Octubre;520
Galicia;Resto de Asia;Noviembre;96
Galicia;Resto de Asia;Diciembre;47
Galicia;Australia;Enero;213
Galicia;Australia;Febrero;34
Galicia;Australia;Marzo;34
Galicia;Australia;Abril;90
Galicia;Australia;Mayo;488
Galicia;Australia;Junio;415
Galicia;Australia;Julio;304
Galicia;Australia;Agosto;152
Galicia;Australia;Septiembre;602
Galicia;Australia;Octubre;226
Galicia;Australia;Noviembre;109
Galicia;Australia;Diciembre;12
Galicia;Nueva Zelanda;Enero;20
Galicia;Nueva Zelanda;Febrero;..
Galicia;Nueva Zelanda;Marzo;..
Galicia;Nueva Zelanda;Abril;53
Galicia;Nueva Zelanda;Mayo;29
Galicia;Nueva Zelanda;Junio;199
Galicia;Nueva Zelanda;Julio;183
Galicia;Nueva Zelanda;Agosto;43
Galicia;Nueva Zelanda;Septiembre;52
Galicia;Nueva Zelanda;Octubre;61
Galicia;Nueva Zelanda;Noviembre;32
Galicia;Nueva Zelanda;Diciembre;..
Galicia;Otros países;Enero;612
Galicia;Otros países;Febrero;598
Galicia;Otros países;Marzo;905
Galicia;Otros países;Abril;589
Galicia;Otros países;Mayo;1.118
Galicia;Otros países;Junio;1.221
Galicia;Otros países;Julio;933
Galicia;Otros países;Agosto;809
Galicia;Otros países;Septiembre;1.175
Galicia;Otros países;Octubre;1.299
Galicia;Otros países;Noviembre;884
Galicia;Otros países;Diciembre;811
Galicia;Unión Europea(sin España);Enero;10.289
Galicia;Unión Europea(sin España);Febrero;11.828
Galicia;Unión Europea(sin España);Marzo;19.289
Galicia;Unión Europea(sin España);Abril;33.686
Galicia;Unión Europea(sin España);Mayo;40.504
Galicia;Unión Europea(sin España);Junio;42.976
Galicia;Unión Europea(sin España);Julio;46.409
Galicia;Unión Europea(sin España);Agosto;72.115
Galicia;Unión Europea(sin España);Septiembre;55.695
Galicia;Unión Europea(sin España);Octubre;31.594
Galicia;Unión Europea(sin España);Noviembre;20.458
Galicia;Unión Europea(sin España);Diciembre;17.088
