Comunidades autónomas;País de residencia;Meses;Total
Galicia;Italia;Marzo;2.187
Galicia;Italia;Abril;3.895
Galicia;Italia;Mayo;3.471
Galicia;Italia;Junio;2.834
Galicia;Italia;Julio;5.163
Galicia;Italia;Agosto;17.234
Galicia;Italia;Setiembre;4.909
Galicia;Italia;Octubre;2.090
Galicia;Italia;Noviembre;1.163
Galicia;Italia;Diciembre;617
Galicia;Luxemburgo;Enero;9
Galicia;Luxemburgo;Febrero;4
Galicia;Luxemburgo;Marzo;109
Galicia;Luxemburgo;Abril;0
Galicia;Luxemburgo;Mayo;54
Galicia;Luxemburgo;Junio;64
Galicia;Luxemburgo;Julio;90
Galicia;Luxemburgo;Agosto;315
Galicia;Luxemburgo;Setiembre;64
Galicia;Luxemburgo;Octubre;33
Galicia;Luxemburgo;Noviembre;126
Galicia;Luxemburgo;Diciembre;49
Galicia;Portugal;Enero;5.585
Galicia;Portugal;Febrero;10.204
Galicia;Portugal;Marzo;9.144
Galicia;Portugal;Abril;12.568
Galicia;Portugal;Mayo;14.711
Galicia;Portugal;Junio;16.239
Galicia;Portugal;Julio;15.117
Galicia;Portugal;Agosto;24.162
Galicia;Portugal;Setiembre;16.224
Galicia;Portugal;Octubre;11.751
Galicia;Portugal;Noviembre;8.059
Galicia;Portugal;Diciembre;12.599
Galicia;Reino Unido;Enero;376
Galicia;Reino Unido;Febrero;783
Galicia;Reino Unido;Marzo;1.130
Galicia;Reino Unido;Abril;3.329
Galicia;Reino Unido;Mayo;2.621
Galicia;Reino Unido;Junio;4.081
Galicia;Reino Unido;Julio;2.740
Galicia;Reino Unido;Agosto;4.274
Galicia;Reino Unido;Setiembre;3.933
Galicia;Reino Unido;Octubre;2.340
Galicia;Reino Unido;Noviembre;1.100
Galicia;Reino Unido;Diciembre;2.867
Galicia;Suecia;Enero;59
Galicia;Suecia;Febrero;61
Galicia;Suecia;Marzo;116
Galicia;Suecia;Abril;246
Galicia;Suecia;Mayo;401
Galicia;Suecia;Junio;305
Galicia;Suecia;Julio;440
Galicia;Suecia;Agosto;188
Galicia;Suecia;Setiembre;151
Galicia;Suecia;Octubre;147
Galicia;Suecia;Noviembre;64
Galicia;Suecia;Diciembre;31
Galicia;Eslovaquia;Enero;0
Galicia;Eslovaquia;Febrero;0
Galicia;Eslovaquia;Marzo;9
Galicia;Eslovaquia;Abril;0
Galicia;Eslovaquia;Mayo;0
Galicia;Eslovaquia;Junio;17
Galicia;Eslovaquia;Julio;0
Galicia;Eslovaquia;Agosto;18
Galicia;Eslovaquia;Setiembre;67
Galicia;Eslovaquia;Octubre;0
Galicia;Eslovaquia;Noviembre;14
Galicia;Eslovaquia;Diciembre;4
Galicia;Hungría;Enero;9
Galicia;Hungría;Febrero;32
Galicia;Hungría;Marzo;0
Galicia;Hungría;Abril;0
Galicia;Hungría;Mayo;4
Galicia;Hungría;Junio;26
Galicia;Hungría;Julio;0
Galicia;Hungría;Agosto;277
Galicia;Hungría;Setiembre;26
Galicia;Hungría;Octubre;0
Galicia;Hungría;Noviembre;18
Galicia;Hungría;Diciembre;4
Galicia;Islandia;Enero;31
Galicia;Islandia;Febrero;0
Galicia;Islandia;Marzo;13
Galicia;Islandia;Abril;4
Galicia;Islandia;Mayo;64
Galicia;Islandia;Junio;96
Galicia;Islandia;Julio;0
Galicia;Islandia;Agosto;24
Galicia;Islandia;Setiembre;193
Galicia;Islandia;Octubre;13
Galicia;Islandia;Noviembre;0
Galicia;Islandia;Diciembre;0
Galicia;Noruega;Enero;102
Galicia;Noruega;Febrero;178
Galicia;Noruega;Marzo;136
Galicia;Noruega;Abril;440
Galicia;Noruega;Mayo;370
Galicia;Noruega;Junio;480
Galicia;Noruega;Julio;342
Galicia;Noruega;Agosto;200
Galicia;Noruega;Setiembre;355
Galicia;Noruega;Octubre;225
Galicia;Noruega;Noviembre;165
Galicia;Noruega;Diciembre;156
Galicia;Polonia;Enero;9
Galicia;Polonia;Febrero;32
Galicia;Polonia;Marzo;35
Galicia;Polonia;Abril;171
Galicia;Polonia;Mayo;85
Galicia;Polonia;Junio;189
Galicia;Polonia;Julio;1.489
Galicia;Polonia;Agosto;118
Galicia;Polonia;Setiembre;172
Galicia;Polonia;Octubre;54
Galicia;Polonia;Noviembre;26
Galicia;Polonia;Diciembre;27
Galicia;República Checa;Enero;218
Galicia;República Checa;Febrero;36
Galicia;República Checa;Marzo;27
Galicia;República Checa;Abril;49
Galicia;República Checa;Mayo;33
Galicia;República Checa;Junio;65
Galicia;República Checa;Julio;4
Galicia;República Checa;Agosto;130
Galicia;República Checa;Setiembre;34
Galicia;República Checa;Octubre;553
Galicia;República Checa;Noviembre;0
Galicia;República Checa;Diciembre;32
Galicia;Suiza y Liechtenstein;Enero;86
Galicia;Suiza y Liechtenstein;Febrero;84
Galicia;Suiza y Liechtenstein;Marzo;138
Galicia;Suiza y Liechtenstein;Abril;460
Galicia;Suiza y Liechtenstein;Mayo;945
Galicia;Suiza y Liechtenstein;Junio;652
Galicia;Suiza y Liechtenstein;Julio;1.094
Galicia;Suiza y Liechtenstein;Agosto;1.059
Galicia;Suiza y Liechtenstein;Setiembre;842
Galicia;Suiza y Liechtenstein;Octubre;585
Galicia;Suiza y Liechtenstein;Noviembre;123
Galicia;Suiza y Liechtenstein;Diciembre;111
Galicia;Turquía;Enero;17
Galicia;Turquía;Febrero;23
Galicia;Turquía;Marzo;23
Galicia;Turquía;Abril;30
Galicia;Turquía;Mayo;19
Galicia;Turquía;Junio;47
Galicia;Turquía;Julio;63
Galicia;Turquía;Agosto;0
Galicia;Turquía;Setiembre;9
Galicia;Turquía;Octubre;27
Galicia;Turquía;Noviembre;17
Galicia;Turquía;Diciembre;0
Galicia;Rusia;Enero;4
Galicia;Rusia;Febrero;16
Galicia;Rusia;Marzo;82
Galicia;Rusia;Abril;43
Galicia;Rusia;Mayo;44
Galicia;Rusia;Junio;99
Galicia;Rusia;Julio;18
Galicia;Rusia;Agosto;64
Galicia;Rusia;Setiembre;111
Galicia;Rusia;Octubre;65
Galicia;Rusia;Noviembre;47
Galicia;Rusia;Diciembre;96
Galicia;Otros países europeos;Enero;96
Galicia;Otros países europeos;Febrero;140
Galicia;Otros países europeos;Marzo;146
Galicia;Otros países europeos;Abril;151
Galicia;Otros países europeos;Mayo;222
Galicia;Otros países europeos;Junio;227
Galicia;Otros países europeos;Julio;423
Galicia;Otros países europeos;Agosto;566
Galicia;Otros países europeos;Setiembre;201
Galicia;Otros países europeos;Octubre;1.121
Galicia;Otros países europeos;Noviembre;213
Galicia;Otros países europeos;Diciembre;197
Galicia;Países africanos;Enero;184
Galicia;Países africanos;Febrero;136
Galicia;Países africanos;Marzo;163
Galicia;Países africanos;Abril;115
Galicia;Países africanos;Mayo;186
Galicia;Países africanos;Junio;154
Galicia;Países africanos;Julio;111
Galicia;Países africanos;Agosto;110
Galicia;Países africanos;Setiembre;469
Galicia;Países africanos;Octubre;103
Galicia;Países africanos;Noviembre;66
Galicia;Países africanos;Diciembre;62
Galicia;Argentina;Enero;466
Galicia;Argentina;Febrero;368
Galicia;Argentina;Marzo;638
Galicia;Argentina;Abril;1.231
Galicia;Argentina;Mayo;1.052
Galicia;Argentina;Junio;925
Galicia;Argentina;Julio;1.015
Galicia;Argentina;Agosto;1.518
Galicia;Argentina;Setiembre;1.382
Galicia;Argentina;Octubre;953
Galicia;Argentina;Noviembre;715
Galicia;Argentina;Diciembre;362
Galicia;Brasil;Enero;244
Galicia;Brasil;Febrero;424
Galicia;Brasil;Marzo;342
Galicia;Brasil;Abril;965
Galicia;Brasil;Mayo;718
Galicia;Brasil;Junio;941
Galicia;Brasil;Julio;833
Galicia;Brasil;Agosto;830
Galicia;Brasil;Setiembre;1.025
Galicia;Brasil;Octubre;462
Galicia;Brasil;Noviembre;233
Galicia;Brasil;Diciembre;219
Galicia;Cánada;Enero;54
Galicia;Cánada;Febrero;76
Galicia;Cánada;Marzo;46
Galicia;Cánada;Abril;247
Galicia;Cánada;Mayo;1.134
Galicia;Cánada;Junio;785
Galicia;Cánada;Julio;265
Galicia;Cánada;Agosto;215
Galicia;Cánada;Setiembre;894
Galicia;Cánada;Octubre;247
Galicia;Cánada;Noviembre;132
Galicia;Cánada;Diciembre;116
Galicia;Estados Unidos;Enero;275
Galicia;Estados Unidos;Febrero;550
Galicia;Estados Unidos;Marzo;1.098
Galicia;Estados Unidos;Abril;1.655
Galicia;Estados Unidos;Mayo;3.153
Galicia;Estados Unidos;Junio;4.918
Galicia;Estados Unidos;Julio;4.892
Galicia;Estados Unidos;Agosto;2.694
Galicia;Estados Unidos;Setiembre;3.616
Galicia;Estados Unidos;Octubre;2.573
Galicia;Estados Unidos;Noviembre;1.064
Galicia;Estados Unidos;Diciembre;585
Galicia;México;Enero;117
Galicia;México;Febrero;112
Galicia;México;Marzo;646
Galicia;México;Abril;524
Galicia;México;Mayo;615
Galicia;México;Junio;963
Galicia;México;Julio;2.261
Galicia;México;Agosto;830
Galicia;México;Setiembre;1.637
Galicia;México;Octubre;1.121
Galicia;México;Noviembre;458
Galicia;México;Diciembre;242
Galicia;Venezuela;Enero;173
Galicia;Venezuela;Febrero;83
Galicia;Venezuela;Marzo;281
Galicia;Venezuela;Abril;329
Galicia;Venezuela;Mayo;313
Galicia;Venezuela;Junio;178
Galicia;Venezuela;Julio;363
Galicia;Venezuela;Agosto;610
Galicia;Venezuela;Setiembre;551
Galicia;Venezuela;Octubre;461
Galicia;Venezuela;Noviembre;151
Galicia;Venezuela;Diciembre;125
Galicia;Resto América Central y Sur;Enero;342
Galicia;Resto América Central y Sur;Febrero;431
Galicia;Resto América Central y Sur;Marzo;1.056
Galicia;Resto América Central y Sur;Abril;1.125
Galicia;Resto América Central y Sur;Mayo;708
Galicia;Resto América Central y Sur;Junio;1.492
Galicia;Resto América Central y Sur;Julio;930
Galicia;Resto América Central y Sur;Agosto;945
Galicia;Resto América Central y Sur;Setiembre;1.488
Galicia;Resto América Central y Sur;Octubre;1.367
Galicia;Resto América Central y Sur;Noviembre;498
Galicia;Resto América Central y Sur;Diciembre;185
Galicia;Japón;Enero;367
Galicia;Japón;Febrero;293
Galicia;Japón;Marzo;266
Galicia;Japón;Abril;405
Galicia;Japón;Mayo;860
Galicia;Japón;Junio;293
Galicia;Japón;Julio;304
Galicia;Japón;Agosto;529
Galicia;Japón;Setiembre;608
Galicia;Japón;Octubre;771
Galicia;Japón;Noviembre;430
Galicia;Japón;Diciembre;162
Galicia;Resto de Asia;Enero;162
Galicia;Resto de Asia;Febrero;95
Galicia;Resto de Asia;Marzo;273
Galicia;Resto de Asia;Abril;61
Galicia;Resto de Asia;Mayo;214
Galicia;Resto de Asia;Junio;203
Galicia;Resto de Asia;Julio;387
Galicia;Resto de Asia;Agosto;167
Galicia;Resto de Asia;Setiembre;464
Galicia;Resto de Asia;Octubre;409
Galicia;Resto de Asia;Noviembre;96
Galicia;Resto de Asia;Diciembre;65
Galicia;Australia;Enero;62
Galicia;Australia;Febrero;28
Galicia;Australia;Marzo;95
Galicia;Australia;Abril;111
Galicia;Australia;Mayo;380
Galicia;Australia;Junio;399
Galicia;Australia;Julio;209
Galicia;Australia;Agosto;435
Galicia;Australia;Setiembre;241
Galicia;Australia;Octubre;277
Galicia;Australia;Noviembre;64
Galicia;Australia;Diciembre;40
Galicia;Nueva Zelanda;Enero;4
Galicia;Nueva Zelanda;Febrero;4
Galicia;Nueva Zelanda;Marzo;9
Galicia;Nueva Zelanda;Abril;77
Galicia;Nueva Zelanda;Mayo;4
Galicia;Nueva Zelanda;Junio;31
Galicia;Nueva Zelanda;Julio;81
Galicia;Nueva Zelanda;Agosto;144
Galicia;Nueva Zelanda;Setiembre;126
Galicia;Nueva Zelanda;Octubre;0
Galicia;Nueva Zelanda;Noviembre;9
Galicia;Nueva Zelanda;Diciembre;58
Galicia;Otros países;Enero;588
Galicia;Otros países;Febrero;337
Galicia;Otros países;Marzo;385
Galicia;Otros países;Abril;290
Galicia;Otros países;Mayo;530
Galicia;Otros países;Junio;728
Galicia;Otros países;Julio;1.166
Galicia;Otros países;Agosto;2.662
Galicia;Otros países;Setiembre;3.907
Galicia;Otros países;Octubre;2.255
Galicia;Otros países;Noviembre;958
Galicia;Otros países;Diciembre;1.141
Galicia;Unión Europea(sin España);Enero;8.389
Galicia;Unión Europea(sin España);Febrero;14.384
Galicia;Unión Europea(sin España);Marzo;18.497
Galicia;Unión Europea(sin España);Abril;29.538
Galicia;Unión Europea(sin España);Mayo;36.598
Galicia;Unión Europea(sin España);Junio;39.761
Galicia;Unión Europea(sin España);Julio;40.476
Galicia;Unión Europea(sin España);Agosto;64.742
Galicia;Unión Europea(sin España);Setiembre;42.125
Galicia;Unión Europea(sin España);Octubre;26.521
Galicia;Unión Europea(sin España);Noviembre;15.077
Galicia;Unión Europea(sin España);Diciembre;18.957
