Comunidades autónomas;País de residencia;Meses;Total
Galicia;Rusia;Marzo;130
Galicia;Rusia;Abril;347
Galicia;Rusia;Mayo;245
Galicia;Rusia;Junio;270
Galicia;Rusia;Julio;61
Galicia;Rusia;Agosto;225
Galicia;Rusia;Septiembre;205
Galicia;Rusia;Octubre;245
Galicia;Rusia;Noviembre;155
Galicia;Rusia;Diciembre;479
Galicia;Suiza;Enero;152
Galicia;Suiza;Febrero;152
Galicia;Suiza;Marzo;799
Galicia;Suiza;Abril;518
Galicia;Suiza;Mayo;1.145
Galicia;Suiza;Junio;706
Galicia;Suiza;Julio;1.870
Galicia;Suiza;Agosto;1.605
Galicia;Suiza;Septiembre;1.471
Galicia;Suiza;Octubre;733
Galicia;Suiza;Noviembre;371
Galicia;Suiza;Diciembre;203
Galicia;Resto de Europa;Enero;400
Galicia;Resto de Europa;Febrero;344
Galicia;Resto de Europa;Marzo;556
Galicia;Resto de Europa;Abril;697
Galicia;Resto de Europa;Mayo;1.690
Galicia;Resto de Europa;Junio;2.026
Galicia;Resto de Europa;Julio;1.515
Galicia;Resto de Europa;Agosto;809
Galicia;Resto de Europa;Septiembre;2.034
Galicia;Resto de Europa;Octubre;723
Galicia;Resto de Europa;Noviembre;964
Galicia;Resto de Europa;Diciembre;464
Galicia;Japón;Enero;368
Galicia;Japón;Febrero;239
Galicia;Japón;Marzo;465
Galicia;Japón;Abril;857
Galicia;Japón;Mayo;396
Galicia;Japón;Junio;1.382
Galicia;Japón;Julio;674
Galicia;Japón;Agosto;606
Galicia;Japón;Septiembre;605
Galicia;Japón;Octubre;1.280
Galicia;Japón;Noviembre;594
Galicia;Japón;Diciembre;150
Galicia;Estados Unidos;Enero;674
Galicia;Estados Unidos;Febrero;992
Galicia;Estados Unidos;Marzo;942
Galicia;Estados Unidos;Abril;2.036
Galicia;Estados Unidos;Mayo;3.342
Galicia;Estados Unidos;Junio;3.915
Galicia;Estados Unidos;Julio;3.475
Galicia;Estados Unidos;Agosto;2.527
Galicia;Estados Unidos;Septiembre;4.065
Galicia;Estados Unidos;Octubre;2.612
Galicia;Estados Unidos;Noviembre;1.735
Galicia;Estados Unidos;Diciembre;524
Galicia;Resto de América;Enero;2.158
Galicia;Resto de América;Febrero;2.473
Galicia;Resto de América;Marzo;2.681
Galicia;Resto de América;Abril;4.385
Galicia;Resto de América;Mayo;7.580
Galicia;Resto de América;Junio;6.593
Galicia;Resto de América;Julio;7.768
Galicia;Resto de América;Agosto;5.331
Galicia;Resto de América;Septiembre;7.304
Galicia;Resto de América;Octubre;7.269
Galicia;Resto de América;Noviembre;3.294
Galicia;Resto de América;Diciembre;2.571
Galicia;Países africanos;Enero;180
Galicia;Países africanos;Febrero;218
Galicia;Países africanos;Marzo;287
Galicia;Países africanos;Abril;260
Galicia;Países africanos;Mayo;619
Galicia;Países africanos;Junio;719
Galicia;Países africanos;Julio;402
Galicia;Países africanos;Agosto;348
Galicia;Países africanos;Septiembre;361
Galicia;Países africanos;Octubre;647
Galicia;Países africanos;Noviembre;287
Galicia;Países africanos;Diciembre;199
Galicia;Resto del mundo;Enero;1.054
Galicia;Resto del mundo;Febrero;1.276
Galicia;Resto del mundo;Marzo;2.038
Galicia;Resto del mundo;Abril;2.773
Galicia;Resto del mundo;Mayo;4.915
Galicia;Resto del mundo;Junio;4.209
Galicia;Resto del mundo;Julio;4.513
Galicia;Resto del mundo;Agosto;5.521
Galicia;Resto del mundo;Septiembre;4.918
Galicia;Resto del mundo;Octubre;5.944
Galicia;Resto del mundo;Noviembre;2.846
Galicia;Resto del mundo;Diciembre;1.789
