Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Alemania;Marzo;2.378
Galicia;Alemania;Abril;8.072
Galicia;Alemania;Mayo;16.430
Galicia;Alemania;Junio;13.759
Galicia;Alemania;Julio;10.194
Galicia;Alemania;Agosto;12.038
Galicia;Alemania;Septiembre;15.675
Galicia;Alemania;Octubre;9.338
Galicia;Alemania;Noviembre;1.832
Galicia;Alemania;Diciembre;1.194
Galicia;Austria;Enero;47
Galicia;Austria;Febrero;112
Galicia;Austria;Marzo;102
Galicia;Austria;Abril;750
Galicia;Austria;Mayo;2.038
Galicia;Austria;Junio;1.371
Galicia;Austria;Julio;918
Galicia;Austria;Agosto;1.130
Galicia;Austria;Septiembre;2.078
Galicia;Austria;Octubre;888
Galicia;Austria;Noviembre;144
Galicia;Austria;Diciembre;87
Galicia;Bélgica;Enero;167
Galicia;Bélgica;Febrero;262
Galicia;Bélgica;Marzo;310
Galicia;Bélgica;Abril;678
Galicia;Bélgica;Mayo;1.888
Galicia;Bélgica;Junio;2.005
Galicia;Bélgica;Julio;1.992
Galicia;Bélgica;Agosto;1.877
Galicia;Bélgica;Septiembre;1.916
Galicia;Bélgica;Octubre;813
Galicia;Bélgica;Noviembre;172
Galicia;Bélgica;Diciembre;179
Galicia;Dinamarca;Enero;55
Galicia;Dinamarca;Febrero;97
Galicia;Dinamarca;Marzo;106
Galicia;Dinamarca;Abril;506
Galicia;Dinamarca;Mayo;1.266
Galicia;Dinamarca;Junio;1.129
Galicia;Dinamarca;Julio;1.159
Galicia;Dinamarca;Agosto;631
Galicia;Dinamarca;Septiembre;987
Galicia;Dinamarca;Octubre;621
Galicia;Dinamarca;Noviembre;266
Galicia;Dinamarca;Diciembre;41
Galicia;Finlandia;Enero;86
Galicia;Finlandia;Febrero;100
Galicia;Finlandia;Marzo;90
Galicia;Finlandia;Abril;860
Galicia;Finlandia;Mayo;434
Galicia;Finlandia;Junio;487
Galicia;Finlandia;Julio;337
Galicia;Finlandia;Agosto;284
Galicia;Finlandia;Septiembre;454
Galicia;Finlandia;Octubre;306
Galicia;Finlandia;Noviembre;143
Galicia;Finlandia;Diciembre;298
Galicia;Francia;Enero;1.601
Galicia;Francia;Febrero;1.708
Galicia;Francia;Marzo;2.760
Galicia;Francia;Abril;6.406
Galicia;Francia;Mayo;10.093
Galicia;Francia;Junio;8.098
Galicia;Francia;Julio;8.301
Galicia;Francia;Agosto;13.081
Galicia;Francia;Septiembre;12.006
Galicia;Francia;Octubre;6.563
Galicia;Francia;Noviembre;2.988
Galicia;Francia;Diciembre;2.101
Galicia;Grecia;Enero;26
Galicia;Grecia;Febrero;37
Galicia;Grecia;Marzo;43
Galicia;Grecia;Abril;58
Galicia;Grecia;Mayo;96
Galicia;Grecia;Junio;161
Galicia;Grecia;Julio;208
Galicia;Grecia;Agosto;596
Galicia;Grecia;Septiembre;89
Galicia;Grecia;Octubre;113
Galicia;Grecia;Noviembre;75
Galicia;Grecia;Diciembre;32
Galicia;Irlanda;Enero;119
Galicia;Irlanda;Febrero;191
Galicia;Irlanda;Marzo;365
Galicia;Irlanda;Abril;964
Galicia;Irlanda;Mayo;3.537
Galicia;Irlanda;Junio;2.984
Galicia;Irlanda;Julio;3.066
Galicia;Irlanda;Agosto;3.095
Galicia;Irlanda;Septiembre;3.401
Galicia;Irlanda;Octubre;1.330
Galicia;Irlanda;Noviembre;278
Galicia;Irlanda;Diciembre;130
Galicia;Italia;Enero;1.219
Galicia;Italia;Febrero;1.401
Galicia;Italia;Marzo;2.238
Galicia;Italia;Abril;5.482
Galicia;Italia;Mayo;6.629
Galicia;Italia;Junio;7.809
Galicia;Italia;Julio;8.942
Galicia;Italia;Agosto;20.489
Galicia;Italia;Septiembre;9.774
Galicia;Italia;Octubre;5.315
Galicia;Italia;Noviembre;1.695
Galicia;Italia;Diciembre;902
Galicia;Luxemburgo;Enero;..
Galicia;Luxemburgo;Febrero;..
Galicia;Luxemburgo;Marzo;..
Galicia;Luxemburgo;Abril;95
Galicia;Luxemburgo;Mayo;59
Galicia;Luxemburgo;Junio;123
Galicia;Luxemburgo;Julio;148
Galicia;Luxemburgo;Agosto;240
Galicia;Luxemburgo;Septiembre;143
Galicia;Luxemburgo;Octubre;106
Galicia;Luxemburgo;Noviembre;39
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Enero;299
Galicia;Países Bajos;Febrero;386
Galicia;Países Bajos;Marzo;356
Galicia;Países Bajos;Abril;975
Galicia;Países Bajos;Mayo;2.495
Galicia;Países Bajos;Junio;2.441
Galicia;Países Bajos;Julio;2.788
Galicia;Países Bajos;Agosto;2.408
Galicia;Países Bajos;Septiembre;3.021
Galicia;Países Bajos;Octubre;1.320
Galicia;Países Bajos;Noviembre;336
Galicia;Países Bajos;Diciembre;324
Galicia;Polonia;Enero;223
Galicia;Polonia;Febrero;210
Galicia;Polonia;Marzo;311
Galicia;Polonia;Abril;413
Galicia;Polonia;Mayo;2.042
Galicia;Polonia;Junio;1.841
Galicia;Polonia;Julio;1.796
Galicia;Polonia;Agosto;1.608
Galicia;Polonia;Septiembre;1.650
Galicia;Polonia;Octubre;1.195
Galicia;Polonia;Noviembre;503
Galicia;Polonia;Diciembre;192
Galicia;Portugal;Enero;5.599
Galicia;Portugal;Febrero;7.122
Galicia;Portugal;Marzo;8.525
Galicia;Portugal;Abril;12.580
Galicia;Portugal;Mayo;9.726
Galicia;Portugal;Junio;11.469
Galicia;Portugal;Julio;14.690
Galicia;Portugal;Agosto;25.259
Galicia;Portugal;Septiembre;17.121
Galicia;Portugal;Octubre;11.088
Galicia;Portugal;Noviembre;5.949
Galicia;Portugal;Diciembre;8.999
Galicia;Reino Unido;Enero;562
Galicia;Reino Unido;Febrero;1.015
Galicia;Reino Unido;Marzo;1.522
Galicia;Reino Unido;Abril;3.249
Galicia;Reino Unido;Mayo;4.413
Galicia;Reino Unido;Junio;5.769
Galicia;Reino Unido;Julio;4.728
Galicia;Reino Unido;Agosto;5.320
Galicia;Reino Unido;Septiembre;6.655
Galicia;Reino Unido;Octubre;4.664
Galicia;Reino Unido;Noviembre;2.114
Galicia;Reino Unido;Diciembre;875
Galicia;República Checa;Enero;118
Galicia;República Checa;Febrero;..
Galicia;República Checa;Marzo;42
Galicia;República Checa;Abril;200
Galicia;República Checa;Mayo;217
Galicia;República Checa;Junio;470
Galicia;República Checa;Julio;173
Galicia;República Checa;Agosto;352
Galicia;República Checa;Septiembre;326
Galicia;República Checa;Octubre;82
Galicia;República Checa;Noviembre;132
Galicia;República Checa;Diciembre;..
Galicia;Suecia;Enero;84
Galicia;Suecia;Febrero;61
Galicia;Suecia;Marzo;114
Galicia;Suecia;Abril;348
Galicia;Suecia;Mayo;1.153
Galicia;Suecia;Junio;952
Galicia;Suecia;Julio;705
Galicia;Suecia;Agosto;408
Galicia;Suecia;Septiembre;1.288
Galicia;Suecia;Octubre;1.052
Galicia;Suecia;Noviembre;87
Galicia;Suecia;Diciembre;23
Galicia;Noruega;Enero;58
Galicia;Noruega;Febrero;97
Galicia;Noruega;Marzo;284
Galicia;Noruega;Abril;678
Galicia;Noruega;Mayo;727
Galicia;Noruega;Junio;882
Galicia;Noruega;Julio;1.208
Galicia;Noruega;Agosto;508
Galicia;Noruega;Septiembre;978
Galicia;Noruega;Octubre;1.306
Galicia;Noruega;Noviembre;168
Galicia;Noruega;Diciembre;124
Galicia;Rusia;Enero;172
Galicia;Rusia;Febrero;94
Galicia;Rusia;Marzo;1.019
Galicia;Rusia;Abril;988
Galicia;Rusia;Mayo;400
Galicia;Rusia;Junio;458
Galicia;Rusia;Julio;666
Galicia;Rusia;Agosto;577
Galicia;Rusia;Septiembre;1.157
Galicia;Rusia;Octubre;594
Galicia;Rusia;Noviembre;232
Galicia;Rusia;Diciembre;785
Galicia;Suiza;Enero;137
Galicia;Suiza;Febrero;128
Galicia;Suiza;Marzo;272
Galicia;Suiza;Abril;893
Galicia;Suiza;Mayo;2.145
Galicia;Suiza;Junio;2.110
Galicia;Suiza;Julio;2.576
Galicia;Suiza;Agosto;1.864
Galicia;Suiza;Septiembre;2.175
Galicia;Suiza;Octubre;1.544
Galicia;Suiza;Noviembre;357
Galicia;Suiza;Diciembre;305
Galicia;Resto de Europa;Enero;426
Galicia;Resto de Europa;Febrero;620
Galicia;Resto de Europa;Marzo;467
Galicia;Resto de Europa;Abril;406
Galicia;Resto de Europa;Mayo;1.152
Galicia;Resto de Europa;Junio;1.121
Galicia;Resto de Europa;Julio;1.047
Galicia;Resto de Europa;Agosto;1.600
Galicia;Resto de Europa;Septiembre;1.139
Galicia;Resto de Europa;Octubre;852
Galicia;Resto de Europa;Noviembre;480
Galicia;Resto de Europa;Diciembre;473
Galicia;Japón;Enero;123
Galicia;Japón;Febrero;241
Galicia;Japón;Marzo;522
Galicia;Japón;Abril;1.075
Galicia;Japón;Mayo;1.648
Galicia;Japón;Junio;1.223
Galicia;Japón;Julio;942
Galicia;Japón;Agosto;901
Galicia;Japón;Septiembre;1.006
Galicia;Japón;Octubre;1.473
Galicia;Japón;Noviembre;314
Galicia;Japón;Diciembre;293
Galicia;Estados Unidos;Enero;502
Galicia;Estados Unidos;Febrero;533
Galicia;Estados Unidos;Marzo;1.539
Galicia;Estados Unidos;Abril;2.344
Galicia;Estados Unidos;Mayo;5.833
Galicia;Estados Unidos;Junio;6.486
Galicia;Estados Unidos;Julio;6.159
Galicia;Estados Unidos;Agosto;4.015
Galicia;Estados Unidos;Septiembre;7.578
Galicia;Estados Unidos;Octubre;6.284
Galicia;Estados Unidos;Noviembre;1.218
Galicia;Estados Unidos;Diciembre;864
Galicia;Resto de América;Enero;3.132
Galicia;Resto de América;Febrero;2.466
Galicia;Resto de América;Marzo;3.175
Galicia;Resto de América;Abril;6.126
Galicia;Resto de América;Mayo;11.214
Galicia;Resto de América;Junio;8.158
Galicia;Resto de América;Julio;10.654
Galicia;Resto de América;Agosto;7.399
Galicia;Resto de América;Septiembre;14.817
Galicia;Resto de América;Octubre;10.757
Galicia;Resto de América;Noviembre;3.442
Galicia;Resto de América;Diciembre;2.549
Galicia;Países africanos;Enero;293
Galicia;Países africanos;Febrero;161
Galicia;Países africanos;Marzo;270
Galicia;Países africanos;Abril;361
Galicia;Países africanos;Mayo;753
Galicia;Países africanos;Junio;1.014
Galicia;Países africanos;Julio;379
Galicia;Países africanos;Agosto;491
Galicia;Países africanos;Septiembre;571
Galicia;Países africanos;Octubre;418
Galicia;Países africanos;Noviembre;198
Galicia;Países africanos;Diciembre;281
