Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Suiza;Junio;2.753
Galicia;Suiza;Julio;2.971
Galicia;Suiza;Agosto;2.522
Galicia;Suiza;Septiembre;2.792
Galicia;Suiza;Octubre;2.184
Galicia;Suiza;Noviembre;426
Galicia;Suiza;Diciembre;441
Galicia;Resto de Europa sin U.E.;Enero;723
Galicia;Resto de Europa sin U.E.;Febrero;821
Galicia;Resto de Europa sin U.E.;Marzo;949
Galicia;Resto de Europa sin U.E.;Abril;1.028
Galicia;Resto de Europa sin U.E.;Mayo;2.017
Galicia;Resto de Europa sin U.E.;Junio;2.419
Galicia;Resto de Europa sin U.E.;Julio;1.743
Galicia;Resto de Europa sin U.E.;Agosto;1.916
Galicia;Resto de Europa sin U.E.;Septiembre;2.006
Galicia;Resto de Europa sin U.E.;Octubre;2.330
Galicia;Resto de Europa sin U.E.;Noviembre;1.036
Galicia;Resto de Europa sin U.E.;Diciembre;643
Galicia;Japón;Enero;803
Galicia;Japón;Febrero;527
Galicia;Japón;Marzo;600
Galicia;Japón;Abril;1.069
Galicia;Japón;Mayo;1.960
Galicia;Japón;Junio;1.782
Galicia;Japón;Julio;973
Galicia;Japón;Agosto;880
Galicia;Japón;Septiembre;966
Galicia;Japón;Octubre;1.476
Galicia;Japón;Noviembre;715
Galicia;Japón;Diciembre;478
Galicia;Estados Unidos;Enero;1.008
Galicia;Estados Unidos;Febrero;1.189
Galicia;Estados Unidos;Marzo;2.946
Galicia;Estados Unidos;Abril;6.311
Galicia;Estados Unidos;Mayo;15.664
Galicia;Estados Unidos;Junio;17.516
Galicia;Estados Unidos;Julio;12.052
Galicia;Estados Unidos;Agosto;8.193
Galicia;Estados Unidos;Septiembre;15.797
Galicia;Estados Unidos;Octubre;14.838
Galicia;Estados Unidos;Noviembre;3.058
Galicia;Estados Unidos;Diciembre;1.342
Galicia;Resto de América;Enero;4.475
Galicia;Resto de América;Febrero;3.650
Galicia;Resto de América;Marzo;7.496
Galicia;Resto de América;Abril;9.483
Galicia;Resto de América;Mayo;20.148
Galicia;Resto de América;Junio;15.440
Galicia;Resto de América;Julio;13.566
Galicia;Resto de América;Agosto;12.845
Galicia;Resto de América;Septiembre;21.541
Galicia;Resto de América;Octubre;13.437
Galicia;Resto de América;Noviembre;5.945
Galicia;Resto de América;Diciembre;4.327
Galicia;Países africanos;Enero;320
Galicia;Países africanos;Febrero;457
Galicia;Países africanos;Marzo;407
Galicia;Países africanos;Abril;580
Galicia;Países africanos;Mayo;1.390
Galicia;Países africanos;Junio;1.036
Galicia;Países africanos;Julio;799
Galicia;Países africanos;Agosto;819
Galicia;Países africanos;Septiembre;1.335
Galicia;Países africanos;Octubre;595
Galicia;Países africanos;Noviembre;556
Galicia;Países africanos;Diciembre;395
