Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Grecia;Abril;140
Galicia;Grecia;Mayo;190
Galicia;Grecia;Junio;339
Galicia;Grecia;Julio;268
Galicia;Grecia;Agosto;521
Galicia;Grecia;Septiembre;112
Galicia;Grecia;Octubre;37
Galicia;Grecia;Noviembre;98
Galicia;Grecia;Diciembre;81
Galicia;Irlanda;Enero;197
Galicia;Irlanda;Febrero;134
Galicia;Irlanda;Marzo;994
Galicia;Irlanda;Abril;3.461
Galicia;Irlanda;Mayo;3.988
Galicia;Irlanda;Junio;5.505
Galicia;Irlanda;Julio;3.728
Galicia;Irlanda;Agosto;4.242
Galicia;Irlanda;Septiembre;6.125
Galicia;Irlanda;Octubre;2.796
Galicia;Irlanda;Noviembre;388
Galicia;Irlanda;Diciembre;139
Galicia;Italia;Enero;885
Galicia;Italia;Febrero;1.358
Galicia;Italia;Marzo;2.375
Galicia;Italia;Abril;5.847
Galicia;Italia;Mayo;8.975
Galicia;Italia;Junio;9.000
Galicia;Italia;Julio;11.763
Galicia;Italia;Agosto;23.704
Galicia;Italia;Septiembre;8.911
Galicia;Italia;Octubre;6.799
Galicia;Italia;Noviembre;1.957
Galicia;Italia;Diciembre;898
Galicia;Luxemburgo;Enero;..
Galicia;Luxemburgo;Febrero;41
Galicia;Luxemburgo;Marzo;50
Galicia;Luxemburgo;Abril;..
Galicia;Luxemburgo;Mayo;201
Galicia;Luxemburgo;Junio;182
Galicia;Luxemburgo;Julio;102
Galicia;Luxemburgo;Agosto;143
Galicia;Luxemburgo;Septiembre;150
Galicia;Luxemburgo;Octubre;48
Galicia;Luxemburgo;Noviembre;39
Galicia;Luxemburgo;Diciembre;123
Galicia;Países Bajos;Enero;258
Galicia;Países Bajos;Febrero;309
Galicia;Países Bajos;Marzo;545
Galicia;Países Bajos;Abril;1.634
Galicia;Países Bajos;Mayo;2.495
Galicia;Países Bajos;Junio;2.912
Galicia;Países Bajos;Julio;2.764
Galicia;Países Bajos;Agosto;2.831
Galicia;Países Bajos;Septiembre;2.869
Galicia;Países Bajos;Octubre;2.664
Galicia;Países Bajos;Noviembre;279
Galicia;Países Bajos;Diciembre;359
Galicia;Polonia;Enero;82
Galicia;Polonia;Febrero;181
Galicia;Polonia;Marzo;279
Galicia;Polonia;Abril;666
Galicia;Polonia;Mayo;983
Galicia;Polonia;Junio;787
Galicia;Polonia;Julio;1.490
Galicia;Polonia;Agosto;1.958
Galicia;Polonia;Septiembre;1.772
Galicia;Polonia;Octubre;1.837
Galicia;Polonia;Noviembre;183
Galicia;Polonia;Diciembre;180
Galicia;Portugal;Enero;4.281
Galicia;Portugal;Febrero;5.749
Galicia;Portugal;Marzo;8.374
Galicia;Portugal;Abril;7.504
Galicia;Portugal;Mayo;10.075
Galicia;Portugal;Junio;15.904
Galicia;Portugal;Julio;14.645
Galicia;Portugal;Agosto;26.767
Galicia;Portugal;Septiembre;16.420
Galicia;Portugal;Octubre;10.400
Galicia;Portugal;Noviembre;5.068
Galicia;Portugal;Diciembre;7.535
Galicia;Reino Unido;Enero;783
Galicia;Reino Unido;Febrero;1.045
Galicia;Reino Unido;Marzo;2.269
Galicia;Reino Unido;Abril;3.577
Galicia;Reino Unido;Mayo;8.353
Galicia;Reino Unido;Junio;7.129
Galicia;Reino Unido;Julio;6.005
Galicia;Reino Unido;Agosto;6.136
Galicia;Reino Unido;Septiembre;9.571
Galicia;Reino Unido;Octubre;4.462
Galicia;Reino Unido;Noviembre;1.723
Galicia;Reino Unido;Diciembre;807
Galicia;República Checa;Enero;108
Galicia;República Checa;Febrero;79
Galicia;República Checa;Marzo;93
Galicia;República Checa;Abril;263
Galicia;República Checa;Mayo;331
Galicia;República Checa;Junio;313
Galicia;República Checa;Julio;147
Galicia;República Checa;Agosto;395
Galicia;República Checa;Septiembre;413
Galicia;República Checa;Octubre;229
Galicia;República Checa;Noviembre;123
Galicia;República Checa;Diciembre;21
Galicia;Suecia;Enero;70
Galicia;Suecia;Febrero;185
Galicia;Suecia;Marzo;212
Galicia;Suecia;Abril;451
Galicia;Suecia;Mayo;1.260
Galicia;Suecia;Junio;974
Galicia;Suecia;Julio;993
Galicia;Suecia;Agosto;561
Galicia;Suecia;Septiembre;1.109
Galicia;Suecia;Octubre;463
Galicia;Suecia;Noviembre;175
Galicia;Suecia;Diciembre;57
Galicia;Noruega;Enero;55
Galicia;Noruega;Febrero;210
Galicia;Noruega;Marzo;471
Galicia;Noruega;Abril;481
Galicia;Noruega;Mayo;888
Galicia;Noruega;Junio;1.126
Galicia;Noruega;Julio;1.213
Galicia;Noruega;Agosto;897
Galicia;Noruega;Septiembre;1.948
Galicia;Noruega;Octubre;654
Galicia;Noruega;Noviembre;167
Galicia;Noruega;Diciembre;83
Galicia;Rusia;Enero;191
Galicia;Rusia;Febrero;128
Galicia;Rusia;Marzo;326
Galicia;Rusia;Abril;952
Galicia;Rusia;Mayo;1.202
Galicia;Rusia;Junio;1.506
Galicia;Rusia;Julio;1.384
Galicia;Rusia;Agosto;1.121
Galicia;Rusia;Septiembre;1.370
Galicia;Rusia;Octubre;1.001
Galicia;Rusia;Noviembre;335
Galicia;Rusia;Diciembre;175
Galicia;Suiza;Enero;137
Galicia;Suiza;Febrero;232
Galicia;Suiza;Marzo;360
Galicia;Suiza;Abril;1.476
Galicia;Suiza;Mayo;2.047
Galicia;Suiza;Junio;1.478
Galicia;Suiza;Julio;2.297
Galicia;Suiza;Agosto;2.008
Galicia;Suiza;Septiembre;2.602
Galicia;Suiza;Octubre;1.345
Galicia;Suiza;Noviembre;252
Galicia;Suiza;Diciembre;290
Galicia;Resto de Europa sin U.E.;Enero;339
Galicia;Resto de Europa sin U.E.;Febrero;327
Galicia;Resto de Europa sin U.E.;Marzo;884
Galicia;Resto de Europa sin U.E.;Abril;805
Galicia;Resto de Europa sin U.E.;Mayo;1.940
Galicia;Resto de Europa sin U.E.;Junio;1.952
Galicia;Resto de Europa sin U.E.;Julio;1.612
Galicia;Resto de Europa sin U.E.;Agosto;1.412
Galicia;Resto de Europa sin U.E.;Septiembre;1.517
Galicia;Resto de Europa sin U.E.;Octubre;1.057
Galicia;Resto de Europa sin U.E.;Noviembre;483
Galicia;Resto de Europa sin U.E.;Diciembre;522
Galicia;Japón;Enero;322
Galicia;Japón;Febrero;302
Galicia;Japón;Marzo;410
Galicia;Japón;Abril;619
Galicia;Japón;Mayo;1.095
Galicia;Japón;Junio;1.171
Galicia;Japón;Julio;1.267
Galicia;Japón;Agosto;1.157
Galicia;Japón;Septiembre;967
Galicia;Japón;Octubre;1.465
Galicia;Japón;Noviembre;839
Galicia;Japón;Diciembre;754
Galicia;Estados Unidos;Enero;399
Galicia;Estados Unidos;Febrero;707
Galicia;Estados Unidos;Marzo;2.006
Galicia;Estados Unidos;Abril;3.377
Galicia;Estados Unidos;Mayo;8.046
Galicia;Estados Unidos;Junio;11.124
Galicia;Estados Unidos;Julio;8.299
Galicia;Estados Unidos;Agosto;4.701
Galicia;Estados Unidos;Septiembre;9.286
Galicia;Estados Unidos;Octubre;8.062
Galicia;Estados Unidos;Noviembre;2.326
Galicia;Estados Unidos;Diciembre;668
Galicia;Resto de América;Enero;2.906
Galicia;Resto de América;Febrero;2.344
Galicia;Resto de América;Marzo;4.475
Galicia;Resto de América;Abril;5.931
Galicia;Resto de América;Mayo;11.989
Galicia;Resto de América;Junio;11.509
Galicia;Resto de América;Julio;10.214
Galicia;Resto de América;Agosto;8.454
Galicia;Resto de América;Septiembre;13.374
Galicia;Resto de América;Octubre;11.831
Galicia;Resto de América;Noviembre;4.993
Galicia;Resto de América;Diciembre;2.710
Galicia;Países africanos;Enero;247
Galicia;Países africanos;Febrero;302
Galicia;Países africanos;Marzo;451
Galicia;Países africanos;Abril;371
Galicia;Países africanos;Mayo;1.280
Galicia;Países africanos;Junio;601
Galicia;Países africanos;Julio;678
Galicia;Países africanos;Agosto;412
Galicia;Países africanos;Septiembre;987
Galicia;Países africanos;Octubre;439
Galicia;Países africanos;Noviembre;594
Galicia;Países africanos;Diciembre;274
