Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;República Checa;Marzo;67
Galicia;República Checa;Abril;364
Galicia;República Checa;Mayo;157
Galicia;República Checa;Junio;274
Galicia;República Checa;Julio;354
Galicia;República Checa;Agosto;276
Galicia;República Checa;Septiembre;388
Galicia;República Checa;Octubre;141
Galicia;República Checa;Noviembre;66
Galicia;República Checa;Diciembre;18
Galicia;Suecia;Enero;126
Galicia;Suecia;Febrero;124
Galicia;Suecia;Marzo;184
Galicia;Suecia;Abril;784
Galicia;Suecia;Mayo;877
Galicia;Suecia;Junio;1.025
Galicia;Suecia;Julio;1.205
Galicia;Suecia;Agosto;576
Galicia;Suecia;Septiembre;1.011
Galicia;Suecia;Octubre;767
Galicia;Suecia;Noviembre;188
Galicia;Suecia;Diciembre;65
Galicia;Noruega;Enero;306
Galicia;Noruega;Febrero;318
Galicia;Noruega;Marzo;177
Galicia;Noruega;Abril;812
Galicia;Noruega;Mayo;916
Galicia;Noruega;Junio;593
Galicia;Noruega;Julio;1.145
Galicia;Noruega;Agosto;890
Galicia;Noruega;Septiembre;1.051
Galicia;Noruega;Octubre;673
Galicia;Noruega;Noviembre;144
Galicia;Noruega;Diciembre;104
Galicia;Rusia;Enero;113
Galicia;Rusia;Febrero;78
Galicia;Rusia;Marzo;92
Galicia;Rusia;Abril;276
Galicia;Rusia;Mayo;583
Galicia;Rusia;Junio;753
Galicia;Rusia;Julio;577
Galicia;Rusia;Agosto;722
Galicia;Rusia;Septiembre;789
Galicia;Rusia;Octubre;274
Galicia;Rusia;Noviembre;255
Galicia;Rusia;Diciembre;915
Galicia;Suiza;Enero;130
Galicia;Suiza;Febrero;61
Galicia;Suiza;Marzo;136
Galicia;Suiza;Abril;864
Galicia;Suiza;Mayo;2.032
Galicia;Suiza;Junio;1.457
Galicia;Suiza;Julio;2.263
Galicia;Suiza;Agosto;1.449
Galicia;Suiza;Septiembre;1.566
Galicia;Suiza;Octubre;1.570
Galicia;Suiza;Noviembre;690
Galicia;Suiza;Diciembre;263
Galicia;Resto de Europa;Enero;326
Galicia;Resto de Europa;Febrero;559
Galicia;Resto de Europa;Marzo;326
Galicia;Resto de Europa;Abril;623
Galicia;Resto de Europa;Mayo;1.066
Galicia;Resto de Europa;Junio;795
Galicia;Resto de Europa;Julio;710
Galicia;Resto de Europa;Agosto;1.607
Galicia;Resto de Europa;Septiembre;1.280
Galicia;Resto de Europa;Octubre;1.193
Galicia;Resto de Europa;Noviembre;419
Galicia;Resto de Europa;Diciembre;284
Galicia;Japón;Enero;206
Galicia;Japón;Febrero;494
Galicia;Japón;Marzo;240
Galicia;Japón;Abril;619
Galicia;Japón;Mayo;710
Galicia;Japón;Junio;813
Galicia;Japón;Julio;875
Galicia;Japón;Agosto;1.007
Galicia;Japón;Septiembre;986
Galicia;Japón;Octubre;1.099
Galicia;Japón;Noviembre;689
Galicia;Japón;Diciembre;218
Galicia;Estados Unidos;Enero;490
Galicia;Estados Unidos;Febrero;507
Galicia;Estados Unidos;Marzo;1.495
Galicia;Estados Unidos;Abril;2.011
Galicia;Estados Unidos;Mayo;3.299
Galicia;Estados Unidos;Junio;5.194
Galicia;Estados Unidos;Julio;5.015
Galicia;Estados Unidos;Agosto;4.617
Galicia;Estados Unidos;Septiembre;5.083
Galicia;Estados Unidos;Octubre;3.158
Galicia;Estados Unidos;Noviembre;1.461
Galicia;Estados Unidos;Diciembre;461
Galicia;Resto de América;Enero;2.109
Galicia;Resto de América;Febrero;2.058
Galicia;Resto de América;Marzo;3.001
Galicia;Resto de América;Abril;5.918
Galicia;Resto de América;Mayo;9.435
Galicia;Resto de América;Junio;7.818
Galicia;Resto de América;Julio;9.336
Galicia;Resto de América;Agosto;10.985
Galicia;Resto de América;Septiembre;11.561
Galicia;Resto de América;Octubre;9.531
Galicia;Resto de América;Noviembre;3.705
Galicia;Resto de América;Diciembre;2.850
Galicia;Países africanos;Enero;176
Galicia;Países africanos;Febrero;201
Galicia;Países africanos;Marzo;284
Galicia;Países africanos;Abril;293
Galicia;Países africanos;Mayo;727
Galicia;Países africanos;Junio;653
Galicia;Países africanos;Julio;435
Galicia;Países africanos;Agosto;221
Galicia;Países africanos;Septiembre;708
Galicia;Países africanos;Octubre;583
Galicia;Países africanos;Noviembre;407
Galicia;Países africanos;Diciembre;139
