Comunidades y ciudades autónomas;País de residencia;Meses;Total
Galicia;Bélgica;Septiembre;3.127
Galicia;Bélgica;Octubre;1.384
Galicia;Bélgica;Noviembre;1.236
Galicia;Bélgica;Diciembre;252
Galicia;Dinamarca;Enero;109
Galicia;Dinamarca;Febrero;175
Galicia;Dinamarca;Marzo;408
Galicia;Dinamarca;Abril;1.123
Galicia;Dinamarca;Mayo;2.547
Galicia;Dinamarca;Junio;2.045
Galicia;Dinamarca;Julio;2.595
Galicia;Dinamarca;Agosto;2.034
Galicia;Dinamarca;Septiembre;2.277
Galicia;Dinamarca;Octubre;1.549
Galicia;Dinamarca;Noviembre;204
Galicia;Dinamarca;Diciembre;132
Galicia;Finlandia;Enero;64
Galicia;Finlandia;Febrero;96
Galicia;Finlandia;Marzo;557
Galicia;Finlandia;Abril;845
Galicia;Finlandia;Mayo;1.386
Galicia;Finlandia;Junio;810
Galicia;Finlandia;Julio;974
Galicia;Finlandia;Agosto;601
Galicia;Finlandia;Septiembre;1.211
Galicia;Finlandia;Octubre;724
Galicia;Finlandia;Noviembre;220
Galicia;Finlandia;Diciembre;88
Galicia;Francia;Enero;1.323
Galicia;Francia;Febrero;1.919
Galicia;Francia;Marzo;3.359
Galicia;Francia;Abril;6.204
Galicia;Francia;Mayo;11.944
Galicia;Francia;Junio;12.959
Galicia;Francia;Julio;13.572
Galicia;Francia;Agosto;16.172
Galicia;Francia;Septiembre;15.010
Galicia;Francia;Octubre;9.580
Galicia;Francia;Noviembre;3.155
Galicia;Francia;Diciembre;1.641
Galicia;Grecia;Enero;92
Galicia;Grecia;Febrero;67
Galicia;Grecia;Marzo;134
Galicia;Grecia;Abril;153
Galicia;Grecia;Mayo;462
Galicia;Grecia;Junio;325
Galicia;Grecia;Julio;607
Galicia;Grecia;Agosto;768
Galicia;Grecia;Septiembre;421
Galicia;Grecia;Octubre;378
Galicia;Grecia;Noviembre;266
Galicia;Grecia;Diciembre;61
Galicia;Irlanda;Enero;269
Galicia;Irlanda;Febrero;394
Galicia;Irlanda;Marzo;1.929
Galicia;Irlanda;Abril;4.826
Galicia;Irlanda;Mayo;8.457
Galicia;Irlanda;Junio;7.188
Galicia;Irlanda;Julio;4.277
Galicia;Irlanda;Agosto;4.830
Galicia;Irlanda;Septiembre;9.431
Galicia;Irlanda;Octubre;4.605
Galicia;Irlanda;Noviembre;798
Galicia;Irlanda;Diciembre;158
Galicia;Italia;Enero;1.257
Galicia;Italia;Febrero;1.271
Galicia;Italia;Marzo;2.840
Galicia;Italia;Abril;8.934
Galicia;Italia;Mayo;15.864
Galicia;Italia;Junio;19.149
Galicia;Italia;Julio;18.369
Galicia;Italia;Agosto;40.763
Galicia;Italia;Septiembre;18.588
Galicia;Italia;Octubre;10.772
Galicia;Italia;Noviembre;3.869
Galicia;Italia;Diciembre;1.693
Galicia;Luxemburgo;Enero;35
Galicia;Luxemburgo;Febrero;28
Galicia;Luxemburgo;Marzo;110
Galicia;Luxemburgo;Abril;16
Galicia;Luxemburgo;Mayo;145
Galicia;Luxemburgo;Junio;201
Galicia;Luxemburgo;Julio;888
Galicia;Luxemburgo;Agosto;364
Galicia;Luxemburgo;Septiembre;381
Galicia;Luxemburgo;Octubre;155
Galicia;Luxemburgo;Noviembre;123
Galicia;Luxemburgo;Diciembre;29
Galicia;Países Bajos;Enero;260
Galicia;Países Bajos;Febrero;342
Galicia;Países Bajos;Marzo;849
Galicia;Países Bajos;Abril;1.775
Galicia;Países Bajos;Mayo;4.435
Galicia;Países Bajos;Junio;4.429
Galicia;Países Bajos;Julio;4.059
Galicia;Países Bajos;Agosto;3.751
Galicia;Países Bajos;Septiembre;4.075
Galicia;Países Bajos;Octubre;3.442
Galicia;Países Bajos;Noviembre;686
Galicia;Países Bajos;Diciembre;249
Galicia;Polonia;Enero;593
Galicia;Polonia;Febrero;398
Galicia;Polonia;Marzo;264
Galicia;Polonia;Abril;2.632
Galicia;Polonia;Mayo;3.078
Galicia;Polonia;Junio;2.640
Galicia;Polonia;Julio;2.653
Galicia;Polonia;Agosto;3.467
Galicia;Polonia;Septiembre;5.664
Galicia;Polonia;Octubre;2.409
Galicia;Polonia;Noviembre;367
Galicia;Polonia;Diciembre;123
Galicia;Portugal;Enero;4.979
Galicia;Portugal;Febrero;9.038
Galicia;Portugal;Marzo;10.095
Galicia;Portugal;Abril;13.796
Galicia;Portugal;Mayo;13.726
Galicia;Portugal;Junio;22.165
Galicia;Portugal;Julio;22.862
Galicia;Portugal;Agosto;31.780
Galicia;Portugal;Septiembre;26.411
Galicia;Portugal;Octubre;16.646
Galicia;Portugal;Noviembre;7.398
Galicia;Portugal;Diciembre;11.899
Galicia;Reino Unido;Enero;774
Galicia;Reino Unido;Febrero;1.116
Galicia;Reino Unido;Marzo;2.123
Galicia;Reino Unido;Abril;5.216
Galicia;Reino Unido;Mayo;7.905
Galicia;Reino Unido;Junio;10.139
Galicia;Reino Unido;Julio;7.506
Galicia;Reino Unido;Agosto;8.608
Galicia;Reino Unido;Septiembre;10.575
Galicia;Reino Unido;Octubre;6.609
Galicia;Reino Unido;Noviembre;1.742
Galicia;Reino Unido;Diciembre;865
Galicia;República Checa;Enero;56
Galicia;República Checa;Febrero;41
Galicia;República Checa;Marzo;73
Galicia;República Checa;Abril;125
Galicia;República Checa;Mayo;382
Galicia;República Checa;Junio;707
Galicia;República Checa;Julio;875
Galicia;República Checa;Agosto;811
Galicia;República Checa;Septiembre;684
Galicia;República Checa;Octubre;710
Galicia;República Checa;Noviembre;354
Galicia;República Checa;Diciembre;78
Galicia;Suecia;Enero;120
Galicia;Suecia;Febrero;138
Galicia;Suecia;Marzo;190
Galicia;Suecia;Abril;574
Galicia;Suecia;Mayo;2.016
Galicia;Suecia;Junio;1.995
Galicia;Suecia;Julio;1.759
Galicia;Suecia;Agosto;1.095
Galicia;Suecia;Septiembre;1.768
Galicia;Suecia;Octubre;991
Galicia;Suecia;Noviembre;152
Galicia;Suecia;Diciembre;152
Galicia;Noruega;Enero;224
Galicia;Noruega;Febrero;255
Galicia;Noruega;Marzo;180
Galicia;Noruega;Abril;464
Galicia;Noruega;Mayo;1.920
Galicia;Noruega;Junio;741
Galicia;Noruega;Julio;1.215
Galicia;Noruega;Agosto;820
Galicia;Noruega;Septiembre;1.860
Galicia;Noruega;Octubre;1.393
Galicia;Noruega;Noviembre;378
Galicia;Noruega;Diciembre;138
Galicia;Rusia;Enero;311
Galicia;Rusia;Febrero;75
Galicia;Rusia;Marzo;430
Galicia;Rusia;Abril;444
Galicia;Rusia;Mayo;951
Galicia;Rusia;Junio;923
Galicia;Rusia;Julio;1.268
Galicia;Rusia;Agosto;1.172
Galicia;Rusia;Septiembre;690
Galicia;Rusia;Octubre;890
Galicia;Rusia;Noviembre;280
Galicia;Rusia;Diciembre;347
Galicia;Suiza;Enero;286
Galicia;Suiza;Febrero;475
Galicia;Suiza;Marzo;590
Galicia;Suiza;Abril;1.307
Galicia;Suiza;Mayo;2.473
Galicia;Suiza;Junio;2.688
Galicia;Suiza;Julio;3.628
Galicia;Suiza;Agosto;3.494
Galicia;Suiza;Septiembre;3.496
Galicia;Suiza;Octubre;2.151
Galicia;Suiza;Noviembre;536
Galicia;Suiza;Diciembre;563
Galicia;Resto de Europa sin U.E.;Enero;627
Galicia;Resto de Europa sin U.E.;Febrero;567
Galicia;Resto de Europa sin U.E.;Marzo;896
Galicia;Resto de Europa sin U.E.;Abril;1.872
Galicia;Resto de Europa sin U.E.;Mayo;2.410
Galicia;Resto de Europa sin U.E.;Junio;1.953
Galicia;Resto de Europa sin U.E.;Julio;2.005
Galicia;Resto de Europa sin U.E.;Agosto;2.441
Galicia;Resto de Europa sin U.E.;Septiembre;2.991
Galicia;Resto de Europa sin U.E.;Octubre;2.783
Galicia;Resto de Europa sin U.E.;Noviembre;662
Galicia;Resto de Europa sin U.E.;Diciembre;500
Galicia;Japón;Enero;504
Galicia;Japón;Febrero;555
Galicia;Japón;Marzo;916
Galicia;Japón;Abril;846
Galicia;Japón;Mayo;2.134
Galicia;Japón;Junio;2.862
Galicia;Japón;Julio;1.541
Galicia;Japón;Agosto;1.540
Galicia;Japón;Septiembre;2.051
Galicia;Japón;Octubre;2.259
Galicia;Japón;Noviembre;853
Galicia;Japón;Diciembre;779
Galicia;Estados Unidos;Enero;841
Galicia;Estados Unidos;Febrero;874
Galicia;Estados Unidos;Marzo;3.163
Galicia;Estados Unidos;Abril;5.752
Galicia;Estados Unidos;Mayo;15.684
Galicia;Estados Unidos;Junio;17.320
Galicia;Estados Unidos;Julio;14.451
Galicia;Estados Unidos;Agosto;8.292
Galicia;Estados Unidos;Septiembre;16.322
Galicia;Estados Unidos;Octubre;14.883
Galicia;Estados Unidos;Noviembre;2.849
Galicia;Estados Unidos;Diciembre;1.233
Galicia;Resto de América;Enero;3.581
Galicia;Resto de América;Febrero;2.709
Galicia;Resto de América;Marzo;5.554
Galicia;Resto de América;Abril;7.357
Galicia;Resto de América;Mayo;18.812
Galicia;Resto de América;Junio;16.458
Galicia;Resto de América;Julio;15.048
Galicia;Resto de América;Agosto;12.588
Galicia;Resto de América;Septiembre;22.695
Galicia;Resto de América;Octubre;16.396
Galicia;Resto de América;Noviembre;6.260
Galicia;Resto de América;Diciembre;3.910
Galicia;Países africanos;Enero;138
Galicia;Países africanos;Febrero;206
Galicia;Países africanos;Marzo;303
Galicia;Países africanos;Abril;334
Galicia;Países africanos;Mayo;538
Galicia;Países africanos;Junio;809
Galicia;Países africanos;Julio;618
Galicia;Países africanos;Agosto;330
Galicia;Países africanos;Septiembre;764
Galicia;Países africanos;Octubre;764
Galicia;Países africanos;Noviembre;306
Galicia;Países africanos;Diciembre;358
