Comunidades autónomas;País de residencia;Meses;Total
Galicia;Austria;Agosto;740
Galicia;Austria;Septiembre;444
Galicia;Austria;Octubre;203
Galicia;Austria;Noviembre;66
Galicia;Austria;Diciembre;63
Galicia;Bélgica;Enero;159
Galicia;Bélgica;Febrero;129
Galicia;Bélgica;Marzo;175
Galicia;Bélgica;Abril;911
Galicia;Bélgica;Mayo;1.845
Galicia;Bélgica;Junio;1.748
Galicia;Bélgica;Julio;2.103
Galicia;Bélgica;Agosto;1.656
Galicia;Bélgica;Septiembre;2.652
Galicia;Bélgica;Octubre;1.257
Galicia;Bélgica;Noviembre;234
Galicia;Bélgica;Diciembre;174
Galicia;Dinamarca;Enero;30
Galicia;Dinamarca;Febrero;105
Galicia;Dinamarca;Marzo;198
Galicia;Dinamarca;Abril;218
Galicia;Dinamarca;Mayo;304
Galicia;Dinamarca;Junio;2.823
Galicia;Dinamarca;Julio;1.006
Galicia;Dinamarca;Agosto;767
Galicia;Dinamarca;Septiembre;506
Galicia;Dinamarca;Octubre;218
Galicia;Dinamarca;Noviembre;67
Galicia;Dinamarca;Diciembre;75
Galicia;Finlandia;Enero;10
Galicia;Finlandia;Febrero;92
Galicia;Finlandia;Marzo;21
Galicia;Finlandia;Abril;432
Galicia;Finlandia;Mayo;157
Galicia;Finlandia;Junio;295
Galicia;Finlandia;Julio;147
Galicia;Finlandia;Agosto;35
Galicia;Finlandia;Septiembre;120
Galicia;Finlandia;Octubre;136
Galicia;Finlandia;Noviembre;21
Galicia;Finlandia;Diciembre;64
Galicia;Francia;Enero;1.153
Galicia;Francia;Febrero;1.755
Galicia;Francia;Marzo;2.476
Galicia;Francia;Abril;4.779
Galicia;Francia;Mayo;6.454
Galicia;Francia;Junio;5.751
Galicia;Francia;Julio;8.458
Galicia;Francia;Agosto;10.890
Galicia;Francia;Septiembre;7.600
Galicia;Francia;Octubre;4.382
Galicia;Francia;Noviembre;2.800
Galicia;Francia;Diciembre;1.671
Galicia;Grecia;Enero;65
Galicia;Grecia;Febrero;43
Galicia;Grecia;Marzo;76
Galicia;Grecia;Abril;78
Galicia;Grecia;Mayo;76
Galicia;Grecia;Junio;188
Galicia;Grecia;Julio;152
Galicia;Grecia;Agosto;49
Galicia;Grecia;Septiembre;407
Galicia;Grecia;Octubre;194
Galicia;Grecia;Noviembre;247
Galicia;Grecia;Diciembre;40
Galicia;Países Bajos;Enero;242
Galicia;Países Bajos;Febrero;133
Galicia;Países Bajos;Marzo;254
Galicia;Países Bajos;Abril;252
Galicia;Países Bajos;Mayo;1.094
Galicia;Países Bajos;Junio;4.283
Galicia;Países Bajos;Julio;1.464
Galicia;Países Bajos;Agosto;1.400
Galicia;Países Bajos;Septiembre;1.846
Galicia;Países Bajos;Octubre;968
Galicia;Países Bajos;Noviembre;363
Galicia;Países Bajos;Diciembre;236
Galicia;Irlanda;Enero;153
Galicia;Irlanda;Febrero;315
Galicia;Irlanda;Marzo;236
Galicia;Irlanda;Abril;443
Galicia;Irlanda;Mayo;676
Galicia;Irlanda;Junio;1.236
Galicia;Irlanda;Julio;968
Galicia;Irlanda;Agosto;743
Galicia;Irlanda;Septiembre;668
Galicia;Irlanda;Octubre;703
Galicia;Irlanda;Noviembre;169
Galicia;Irlanda;Diciembre;211
Galicia;Italia;Enero;592
Galicia;Italia;Febrero;829
Galicia;Italia;Marzo;1.309
Galicia;Italia;Abril;2.561
Galicia;Italia;Mayo;3.818
Galicia;Italia;Junio;5.724
Galicia;Italia;Julio;7.912
Galicia;Italia;Agosto;17.805
Galicia;Italia;Septiembre;8.319
Galicia;Italia;Octubre;6.454
Galicia;Italia;Noviembre;1.737
Galicia;Italia;Diciembre;978
Galicia;Luxemburgo;Enero;60
Galicia;Luxemburgo;Febrero;43
Galicia;Luxemburgo;Marzo;15
Galicia;Luxemburgo;Abril;71
Galicia;Luxemburgo;Mayo;21
Galicia;Luxemburgo;Junio;85
Galicia;Luxemburgo;Julio;159
Galicia;Luxemburgo;Agosto;297
Galicia;Luxemburgo;Septiembre;23
Galicia;Luxemburgo;Octubre;41
Galicia;Luxemburgo;Noviembre;..
Galicia;Luxemburgo;Diciembre;85
Galicia;Portugal;Enero;8.376
Galicia;Portugal;Febrero;13.047
Galicia;Portugal;Marzo;8.257
Galicia;Portugal;Abril;13.005
Galicia;Portugal;Mayo;14.356
Galicia;Portugal;Junio;16.003
Galicia;Portugal;Julio;20.378
Galicia;Portugal;Agosto;30.926
Galicia;Portugal;Septiembre;19.653
Galicia;Portugal;Octubre;19.148
Galicia;Portugal;Noviembre;9.608
Galicia;Portugal;Diciembre;12.824
Galicia;Reino Unido;Enero;583
Galicia;Reino Unido;Febrero;2.948
Galicia;Reino Unido;Marzo;2.713
Galicia;Reino Unido;Abril;1.892
Galicia;Reino Unido;Mayo;4.181
Galicia;Reino Unido;Junio;5.498
Galicia;Reino Unido;Julio;4.985
Galicia;Reino Unido;Agosto;4.584
Galicia;Reino Unido;Septiembre;6.198
Galicia;Reino Unido;Octubre;2.929
Galicia;Reino Unido;Noviembre;1.615
Galicia;Reino Unido;Diciembre;984
Galicia;Suecia;Enero;45
Galicia;Suecia;Febrero;141
Galicia;Suecia;Marzo;190
Galicia;Suecia;Abril;369
Galicia;Suecia;Mayo;258
Galicia;Suecia;Junio;595
Galicia;Suecia;Julio;488
Galicia;Suecia;Agosto;203
Galicia;Suecia;Septiembre;332
Galicia;Suecia;Octubre;172
Galicia;Suecia;Noviembre;147
Galicia;Suecia;Diciembre;68
Galicia;Eslovaquia;Enero;11
Galicia;Eslovaquia;Febrero;..
Galicia;Eslovaquia;Marzo;17
Galicia;Eslovaquia;Abril;..
Galicia;Eslovaquia;Mayo;29
Galicia;Eslovaquia;Junio;99
Galicia;Eslovaquia;Julio;17
Galicia;Eslovaquia;Agosto;56
Galicia;Eslovaquia;Septiembre;39
Galicia;Eslovaquia;Octubre;47
Galicia;Eslovaquia;Noviembre;16
Galicia;Eslovaquia;Diciembre;..
Galicia;Hungría;Enero;..
Galicia;Hungría;Febrero;97
Galicia;Hungría;Marzo;15
Galicia;Hungría;Abril;62
Galicia;Hungría;Mayo;71
Galicia;Hungría;Junio;230
Galicia;Hungría;Julio;58
Galicia;Hungría;Agosto;53
Galicia;Hungría;Septiembre;32
Galicia;Hungría;Octubre;12
Galicia;Hungría;Noviembre;23
Galicia;Hungría;Diciembre;..
Galicia;Islandia;Enero;..
Galicia;Islandia;Febrero;..
Galicia;Islandia;Marzo;..
Galicia;Islandia;Abril;..
Galicia;Islandia;Mayo;..
Galicia;Islandia;Junio;132
Galicia;Islandia;Julio;20
Galicia;Islandia;Agosto;43
Galicia;Islandia;Septiembre;50
Galicia;Islandia;Octubre;26
Galicia;Islandia;Noviembre;..
Galicia;Islandia;Diciembre;..
Galicia;Noruega;Enero;85
Galicia;Noruega;Febrero;198
Galicia;Noruega;Marzo;128
Galicia;Noruega;Abril;311
Galicia;Noruega;Mayo;716
Galicia;Noruega;Junio;541
Galicia;Noruega;Julio;654
Galicia;Noruega;Agosto;615
Galicia;Noruega;Septiembre;676
Galicia;Noruega;Octubre;580
Galicia;Noruega;Noviembre;319
Galicia;Noruega;Diciembre;106
Galicia;Polonia;Enero;50
Galicia;Polonia;Febrero;44
Galicia;Polonia;Marzo;70
Galicia;Polonia;Abril;78
Galicia;Polonia;Mayo;1.798
Galicia;Polonia;Junio;221
Galicia;Polonia;Julio;286
Galicia;Polonia;Agosto;138
Galicia;Polonia;Septiembre;638
Galicia;Polonia;Octubre;134
Galicia;Polonia;Noviembre;224
Galicia;Polonia;Diciembre;100
Galicia;República Checa;Enero;56
Galicia;República Checa;Febrero;..
Galicia;República Checa;Marzo;71
Galicia;República Checa;Abril;142
Galicia;República Checa;Mayo;186
Galicia;República Checa;Junio;96
Galicia;República Checa;Julio;99
Galicia;República Checa;Agosto;98
Galicia;República Checa;Septiembre;69
Galicia;República Checa;Octubre;16
Galicia;República Checa;Noviembre;40
Galicia;República Checa;Diciembre;22
Galicia;Suiza y Liechtenstein;Enero;142
Galicia;Suiza y Liechtenstein;Febrero;202
Galicia;Suiza y Liechtenstein;Marzo;128
Galicia;Suiza y Liechtenstein;Abril;452
Galicia;Suiza y Liechtenstein;Mayo;1.096
Galicia;Suiza y Liechtenstein;Junio;900
Galicia;Suiza y Liechtenstein;Julio;1.365
Galicia;Suiza y Liechtenstein;Agosto;1.231
Galicia;Suiza y Liechtenstein;Septiembre;1.394
Galicia;Suiza y Liechtenstein;Octubre;665
Galicia;Suiza y Liechtenstein;Noviembre;426
Galicia;Suiza y Liechtenstein;Diciembre;112
Galicia;Turquía;Enero;61
Galicia;Turquía;Febrero;47
Galicia;Turquía;Marzo;87
Galicia;Turquía;Abril;40
Galicia;Turquía;Mayo;37
Galicia;Turquía;Junio;51
Galicia;Turquía;Julio;44
Galicia;Turquía;Agosto;77
Galicia;Turquía;Septiembre;86
Galicia;Turquía;Octubre;35
Galicia;Turquía;Noviembre;56
Galicia;Turquía;Diciembre;20
Galicia;Rusia;Enero;74
Galicia;Rusia;Febrero;53
Galicia;Rusia;Marzo;24
Galicia;Rusia;Abril;21
Galicia;Rusia;Mayo;46
Galicia;Rusia;Junio;95
Galicia;Rusia;Julio;199
Galicia;Rusia;Agosto;517
Galicia;Rusia;Septiembre;325
Galicia;Rusia;Octubre;46
Galicia;Rusia;Noviembre;372
Galicia;Rusia;Diciembre;22
Galicia;Otros países europeos;Enero;203
Galicia;Otros países europeos;Febrero;476
Galicia;Otros países europeos;Marzo;207
Galicia;Otros países europeos;Abril;479
Galicia;Otros países europeos;Mayo;869
Galicia;Otros países europeos;Junio;1.579
Galicia;Otros países europeos;Julio;1.920
Galicia;Otros países europeos;Agosto;730
Galicia;Otros países europeos;Septiembre;1.130
Galicia;Otros países europeos;Octubre;917
Galicia;Otros países europeos;Noviembre;907
Galicia;Otros países europeos;Diciembre;896
Galicia;Países africanos;Enero;222
Galicia;Países africanos;Febrero;162
Galicia;Países africanos;Marzo;239
Galicia;Países africanos;Abril;254
Galicia;Países africanos;Mayo;330
Galicia;Países africanos;Junio;132
Galicia;Países africanos;Julio;116
Galicia;Países africanos;Agosto;239
Galicia;Países africanos;Septiembre;304
Galicia;Países africanos;Octubre;227
Galicia;Países africanos;Noviembre;264
Galicia;Países africanos;Diciembre;271
Galicia;Argentina;Enero;528
Galicia;Argentina;Febrero;468
Galicia;Argentina;Marzo;289
Galicia;Argentina;Abril;743
Galicia;Argentina;Mayo;1.614
Galicia;Argentina;Junio;1.275
Galicia;Argentina;Julio;1.923
Galicia;Argentina;Agosto;1.157
Galicia;Argentina;Septiembre;1.621
Galicia;Argentina;Octubre;1.615
Galicia;Argentina;Noviembre;782
Galicia;Argentina;Diciembre;517
Galicia;Brasil;Enero;758
Galicia;Brasil;Febrero;747
Galicia;Brasil;Marzo;389
Galicia;Brasil;Abril;635
Galicia;Brasil;Mayo;1.484
Galicia;Brasil;Junio;1.632
Galicia;Brasil;Julio;1.582
Galicia;Brasil;Agosto;925
Galicia;Brasil;Septiembre;1.471
Galicia;Brasil;Octubre;1.181
Galicia;Brasil;Noviembre;571
Galicia;Brasil;Diciembre;576
Galicia;Cánada;Enero;35
Galicia;Cánada;Febrero;86
Galicia;Cánada;Marzo;167
Galicia;Cánada;Abril;525
Galicia;Cánada;Mayo;651
Galicia;Cánada;Junio;581
Galicia;Cánada;Julio;341
Galicia;Cánada;Agosto;151
Galicia;Cánada;Septiembre;611
Galicia;Cánada;Octubre;622
Galicia;Cánada;Noviembre;154
Galicia;Cánada;Diciembre;34
Galicia;Estados Unidos;Enero;485
Galicia;Estados Unidos;Febrero;705
Galicia;Estados Unidos;Marzo;1.166
Galicia;Estados Unidos;Abril;1.422
Galicia;Estados Unidos;Mayo;2.471
Galicia;Estados Unidos;Junio;3.486
Galicia;Estados Unidos;Julio;3.759
Galicia;Estados Unidos;Agosto;2.492
Galicia;Estados Unidos;Septiembre;4.065
Galicia;Estados Unidos;Octubre;2.675
Galicia;Estados Unidos;Noviembre;1.196
Galicia;Estados Unidos;Diciembre;569
Galicia;México;Enero;238
Galicia;México;Febrero;269
Galicia;México;Marzo;243
Galicia;México;Abril;751
Galicia;México;Mayo;857
Galicia;México;Junio;1.217
Galicia;México;Julio;2.170
Galicia;México;Agosto;617
Galicia;México;Septiembre;1.964
Galicia;México;Octubre;2.041
Galicia;México;Noviembre;502
Galicia;México;Diciembre;366
Galicia;Venezuela;Enero;310
Galicia;Venezuela;Febrero;192
Galicia;Venezuela;Marzo;156
Galicia;Venezuela;Abril;304
Galicia;Venezuela;Mayo;490
Galicia;Venezuela;Junio;545
Galicia;Venezuela;Julio;341
Galicia;Venezuela;Agosto;403
Galicia;Venezuela;Septiembre;527
Galicia;Venezuela;Octubre;549
Galicia;Venezuela;Noviembre;994
Galicia;Venezuela;Diciembre;168
Galicia;Resto América Central y Sur;Enero;386
Galicia;Resto América Central y Sur;Febrero;473
Galicia;Resto América Central y Sur;Marzo;464
Galicia;Resto América Central y Sur;Abril;473
Galicia;Resto América Central y Sur;Mayo;1.080
Galicia;Resto América Central y Sur;Junio;1.020
Galicia;Resto América Central y Sur;Julio;977
Galicia;Resto América Central y Sur;Agosto;921
Galicia;Resto América Central y Sur;Septiembre;1.260
Galicia;Resto América Central y Sur;Octubre;1.301
Galicia;Resto América Central y Sur;Noviembre;607
Galicia;Resto América Central y Sur;Diciembre;373
Galicia;Japón;Enero;222
Galicia;Japón;Febrero;637
Galicia;Japón;Marzo;1.517
Galicia;Japón;Abril;1.102
Galicia;Japón;Mayo;1.554
Galicia;Japón;Junio;820
Galicia;Japón;Julio;765
Galicia;Japón;Agosto;862
Galicia;Japón;Septiembre;1.688
Galicia;Japón;Octubre;775
Galicia;Japón;Noviembre;576
Galicia;Japón;Diciembre;913
Galicia;Resto de Asia;Enero;156
Galicia;Resto de Asia;Febrero;117
Galicia;Resto de Asia;Marzo;57
Galicia;Resto de Asia;Abril;259
Galicia;Resto de Asia;Mayo;605
Galicia;Resto de Asia;Junio;234
Galicia;Resto de Asia;Julio;451
Galicia;Resto de Asia;Agosto;173
Galicia;Resto de Asia;Septiembre;221
Galicia;Resto de Asia;Octubre;265
Galicia;Resto de Asia;Noviembre;257
Galicia;Resto de Asia;Diciembre;72
Galicia;Australia;Enero;108
Galicia;Australia;Febrero;40
Galicia;Australia;Marzo;60
Galicia;Australia;Abril;135
Galicia;Australia;Mayo;383
Galicia;Australia;Junio;525
Galicia;Australia;Julio;332
Galicia;Australia;Agosto;384
Galicia;Australia;Septiembre;302
Galicia;Australia;Octubre;165
Galicia;Australia;Noviembre;125
Galicia;Australia;Diciembre;23
Galicia;Nueva Zelanda;Enero;..
Galicia;Nueva Zelanda;Febrero;..
Galicia;Nueva Zelanda;Marzo;15
Galicia;Nueva Zelanda;Abril;..
Galicia;Nueva Zelanda;Mayo;83
Galicia;Nueva Zelanda;Junio;89
Galicia;Nueva Zelanda;Julio;115
Galicia;Nueva Zelanda;Agosto;129
Galicia;Nueva Zelanda;Septiembre;57
Galicia;Nueva Zelanda;Octubre;24
Galicia;Nueva Zelanda;Noviembre;..
Galicia;Nueva Zelanda;Diciembre;..
Galicia;Otros países;Enero;587
Galicia;Otros países;Febrero;1.785
Galicia;Otros países;Marzo;762
Galicia;Otros países;Abril;1.015
Galicia;Otros países;Mayo;1.911
Galicia;Otros países;Junio;1.395
Galicia;Otros países;Julio;1.593
Galicia;Otros países;Agosto;1.153
Galicia;Otros países;Septiembre;1.293
Galicia;Otros países;Octubre;1.978
Galicia;Otros países;Noviembre;551
Galicia;Otros países;Diciembre;639
Galicia;Unión Europea(sin España);Enero;12.396
Galicia;Unión Europea(sin España);Febrero;21.083
Galicia;Unión Europea(sin España);Marzo;17.210
Galicia;Unión Europea(sin España);Abril;29.840
Galicia;Unión Europea(sin España);Mayo;42.111
Galicia;Unión Europea(sin España);Junio;52.411
Galicia;Unión Europea(sin España);Julio;54.817
Galicia;Unión Europea(sin España);Agosto;76.084
Galicia;Unión Europea(sin España);Septiembre;56.403
Galicia;Unión Europea(sin España);Octubre;42.646
Galicia;Unión Europea(sin España);Noviembre;18.306
Galicia;Unión Europea(sin España);Diciembre;18.488
