"País.de.residencia","Meses","Total","Year"
"Grecia",6,182,2006
"Grecia",7,120,2006
"Grecia",8,159,2006
"Grecia",9,154,2006
"Grecia",10,87,2006
"Grecia",11,128,2006
"Grecia",12,52,2006
"Grecia",1,54,2007
"Grecia",2,70,2007
"Grecia",3,56,2007
"Grecia",4,41,2007
"Grecia",5,132,2007
"Grecia",6,239,2007
"Grecia",7,242,2007
"Grecia",8,132,2007
"Grecia",9,126,2007
"Grecia",10,76,2007
"Grecia",11,35,2007
"Grecia",12,92,2007
"Grecia",1,36,2008
"Grecia",2,74,2008
"Grecia",3,29,2008
"Grecia",4,51,2008
"Grecia",5,782,2008
"Grecia",6,375,2008
"Grecia",7,105,2008
"Grecia",8,177,2008
"Grecia",9,218,2008
"Grecia",10,300,2008
"Grecia",11,23,2008
"Grecia",12,82,2008
"Grecia",1,64,2009
"Grecia",2,71,2009
"Grecia",3,23,2009
"Grecia",4,142,2009
"Grecia",5,85,2009
"Grecia",6,316,2009
"Grecia",7,206,2009
"Grecia",8,269,2009
"Grecia",9,303,2009
"Grecia",10,366,2009
"Grecia",11,110,2009
"Grecia",12,0,2009
"Grecia",1,30,2010
"Grecia",2,74,2010
"Grecia",3,32,2010
"Grecia",4,105,2010
"Grecia",5,219,2010
"Grecia",6,180,2010
"Grecia",7,298,2010
"Grecia",8,176,2010
"Grecia",9,548,2010
"Grecia",10,136,2010
"Grecia",11,27,2010
"Grecia",12,25,2010
"Grecia",1,26,2011
"Grecia",2,55,2011
"Grecia",3,88,2011
"Grecia",4,164,2011
"Grecia",5,215,2011
"Grecia",6,92,2011
"Grecia",7,186,2011
"Grecia",8,398,2011
"Grecia",9,185,2011
"Grecia",10,108,2011
"Grecia",11,46,2011
"Grecia",12,18,2011
"Grecia",1,26,2012
"Grecia",2,37,2012
"Grecia",3,43,2012
"Grecia",4,58,2012
"Grecia",5,96,2012
"Grecia",6,161,2012
"Grecia",7,208,2012
"Grecia",8,596,2012
"Grecia",9,89,2012
"Grecia",10,113,2012
"Grecia",11,75,2012
"Grecia",12,32,2012
"Grecia",1,0,2013
"Grecia",2,0,2013
"Grecia",3,90,2013
"Grecia",4,140,2013
"Grecia",5,190,2013
"Grecia",6,339,2013
"Grecia",7,268,2013
"Grecia",8,521,2013
"Grecia",9,112,2013
"Grecia",10,37,2013
"Grecia",11,98,2013
"Grecia",12,81,2013
"Grecia",1,0,2014
"Grecia",2,0,2014
"Grecia",3,41,2014
"Grecia",4,152,2014
"Grecia",5,151,2014
"Grecia",6,622,2014
"Grecia",7,369,2014
"Grecia",8,407,2014
"Grecia",9,182,2014
"Grecia",10,333,2014
"Grecia",11,77,2014
"Grecia",12,58,2014
"Grecia",1,0,2015
"Grecia",2,0,2015
"Grecia",3,46,2015
"Grecia",4,141,2015
"Grecia",5,456,2015
"Grecia",6,205,2015
"Grecia",7,273,2015
"Grecia",8,366,2015
"Grecia",9,167,2015
"Grecia",10,288,2015
"Grecia",11,82,2015
"Grecia",12,32,2015
"Grecia",1,92,2016
"Grecia",2,67,2016
"Grecia",3,134,2016
"Grecia",4,153,2016
"Grecia",5,462,2016
"Grecia",6,325,2016
"Grecia",7,607,2016
"Grecia",8,768,2016
"Grecia",9,421,2016
"Grecia",10,378,2016
"Grecia",11,266,2016
"Grecia",12,61,2016
"Grecia",1,60,2017
"Grecia",2,57,2017
"Grecia",3,136,2017
"Grecia",4,272,2017
"Grecia",5,356,2017
"Grecia",6,254,2017
"Grecia",7,462,2017
"Grecia",8,907,2017
"Grecia",9,473,2017
"Grecia",10,414,2017
"Grecia",11,94,2017
"Grecia",12,140,2017
"Grecia",1,301,2018
"Grecia",2,154,2018
"Grecia",3,90,2018
"Grecia",4,175,2018
"Grecia",5,498,2018
"Grecia",6,267,2018
"Grecia",7,160,2018
"Grecia",8,421,2018
"Grecia",9,341,2018
"Grecia",10,320,2018
"Grecia",11,234,2018
"Grecia",12,67,2018
"Hungría",1,0,2000
"Hungría",2,0,2000
"Hungría",3,13,2000
"Hungría",4,39,2000
"Hungría",5,4,2000
"Hungría",6,34,2000
"Hungría",7,49,2000
"Hungría",8,9,2000
"Hungría",9,43,2000
"Hungría",10,9,2000
"Hungría",11,0,2000
"Hungría",12,10,2000
"Hungría",1,0,2001
"Hungría",2,4,2001
"Hungría",3,13,2001
"Hungría",4,4,2001
"Hungría",5,15,2001
"Hungría",6,17,2001
"Hungría",7,0,2001
"Hungría",8,14,2001
"Hungría",9,18,2001
"Hungría",10,213,2001
"Hungría",11,17,2001
"Hungría",12,0,2001
"Hungría",1,9,2002
"Hungría",2,32,2002
"Hungría",3,0,2002
"Hungría",4,0,2002
"Hungría",5,4,2002
"Hungría",6,26,2002
"Hungría",7,0,2002
"Hungría",8,277,2002
"Hungría",9,26,2002
"Hungría",10,0,2002
"Hungría",11,18,2002
"Hungría",12,4,2002
"Hungría",1,24,2003
"Hungría",2,22,2003
"Hungría",3,0,2003
"Hungría",4,0,2003
"Hungría",5,14,2003
"Hungría",6,0,2003
"Hungría",7,53,2003
"Hungría",8,77,2003
"Hungría",9,12,2003
"Hungría",10,117,2003
"Hungría",11,0,2003
"Hungría",12,0,2003
"Hungría",1,0,2004
"Hungría",2,97,2004
"Hungría",3,15,2004
"Hungría",4,62,2004
"Hungría",5,71,2004
"Hungría",6,230,2004
"Hungría",7,58,2004
"Hungría",8,53,2004
"Hungría",9,32,2004
"Hungría",10,12,2004
"Hungría",11,23,2004
"Hungría",12,0,2004
"Irlanda",1,13,2000
"Irlanda",2,21,2000
"Irlanda",3,76,2000
"Irlanda",4,207,2000
"Irlanda",5,99,2000
"Irlanda",6,280,2000
"Irlanda",7,687,2000
"Irlanda",8,484,2000
"Irlanda",9,388,2000
"Irlanda",10,253,2000
"Irlanda",11,87,2000
"Irlanda",12,63,2000
"Irlanda",1,93,2001
"Irlanda",2,149,2001
"Irlanda",3,128,2001
"Irlanda",4,244,2001
"Irlanda",5,250,2001
"Irlanda",6,647,2001
"Irlanda",7,457,2001
"Irlanda",8,629,2001
"Irlanda",9,381,2001
"Irlanda",10,158,2001
"Irlanda",11,90,2001
"Irlanda",12,58,2001
"Irlanda",1,35,2002
"Irlanda",2,68,2002
"Irlanda",3,196,2002
"Irlanda",4,78,2002
"Irlanda",5,279,2002
"Irlanda",6,877,2002
"Irlanda",7,934,2002
"Irlanda",8,446,2002
"Irlanda",9,502,2002
"Irlanda",10,207,2002
"Irlanda",11,100,2002
"Irlanda",12,84,2002
"Irlanda",1,74,2003
"Irlanda",2,52,2003
"Irlanda",3,88,2003
"Irlanda",4,109,2003
"Irlanda",5,286,2003
"Irlanda",6,706,2003
"Irlanda",7,672,2003
"Irlanda",8,625,2003
"Irlanda",9,683,2003
"Irlanda",10,547,2003
"Irlanda",11,101,2003
"Irlanda",12,79,2003
"Irlanda",1,153,2004
"Irlanda",2,315,2004
"Irlanda",3,236,2004
"Irlanda",4,443,2004
"Irlanda",5,676,2004
"Irlanda",6,1236,2004
"Irlanda",7,968,2004
"Irlanda",8,743,2004
"Irlanda",9,668,2004
"Irlanda",10,703,2004
"Irlanda",11,169,2004
"Irlanda",12,211,2004
"Irlanda",1,134,2005
"Irlanda",2,184,2005
"Irlanda",3,333,2005
"Irlanda",4,556,2005
"Irlanda",5,881,2005
"Irlanda",6,1167,2005
"Irlanda",7,904,2005
"Irlanda",8,1211,2005
"Irlanda",9,2201,2005
"Irlanda",10,704,2005
"Irlanda",11,596,2005
"Irlanda",12,78,2005
"Irlanda",1,305,2006
"Irlanda",2,201,2006
"Irlanda",3,422,2006
"Irlanda",4,909,2006
"Irlanda",5,915,2006
"Irlanda",6,1419,2006
"Irlanda",7,1333,2006
"Irlanda",8,1216,2006
"Irlanda",9,1395,2006
"Irlanda",10,834,2006
"Irlanda",11,439,2006
"Irlanda",12,180,2006
"Irlanda",1,176,2007
"Irlanda",2,280,2007
"Irlanda",3,376,2007
"Irlanda",4,1770,2007
"Irlanda",5,2072,2007
"Irlanda",6,2157,2007
"Irlanda",7,1798,2007
"Irlanda",8,2166,2007
"Irlanda",9,1381,2007
"Irlanda",10,1220,2007
"Irlanda",11,162,2007
"Irlanda",12,160,2007
"Irlanda",1,212,2008
"Irlanda",2,177,2008
"Irlanda",3,799,2008
"Irlanda",4,859,2008
"Irlanda",5,2220,2008
"Irlanda",6,2022,2008
"Irlanda",7,2066,2008
"Irlanda",8,1366,2008
"Irlanda",9,2043,2008
"Irlanda",10,782,2008
"Irlanda",11,171,2008
"Irlanda",12,85,2008
"Irlanda",1,211,2009
"Irlanda",2,174,2009
"Irlanda",3,260,2009
"Irlanda",4,1244,2009
"Irlanda",5,2324,2009
"Irlanda",6,1931,2009
"Irlanda",7,1864,2009
"Irlanda",8,1473,2009
"Irlanda",9,1875,2009
"Irlanda",10,895,2009
"Irlanda",11,213,2009
"Irlanda",12,122,2009
"Irlanda",1,70,2010
"Irlanda",2,235,2010
"Irlanda",3,379,2010
"Irlanda",4,638,2010
"Irlanda",5,3213,2010
"Irlanda",6,2686,2010
"Irlanda",7,2525,2010
"Irlanda",8,2223,2010
"Irlanda",9,3343,2010
"Irlanda",10,1352,2010
"Irlanda",11,301,2010
"Irlanda",12,124,2010
"Irlanda",1,142,2011
"Irlanda",2,114,2011
"Irlanda",3,209,2011
"Irlanda",4,1151,2011
"Irlanda",5,2907,2011
"Irlanda",6,3379,2011
"Irlanda",7,2824,2011
"Irlanda",8,2437,2011
"Irlanda",9,2694,2011
"Irlanda",10,1246,2011
"Irlanda",11,255,2011
"Irlanda",12,158,2011
"Irlanda",1,119,2012
"Irlanda",2,191,2012
"Irlanda",3,365,2012
"Irlanda",4,964,2012
"Irlanda",5,3537,2012
"Irlanda",6,2984,2012
"Irlanda",7,3066,2012
"Irlanda",8,3095,2012
"Irlanda",9,3401,2012
"Irlanda",10,1330,2012
"Irlanda",11,278,2012
"Irlanda",12,130,2012
"Irlanda",1,197,2013
"Irlanda",2,134,2013
"Irlanda",3,994,2013
"Irlanda",4,3461,2013
"Irlanda",5,3988,2013
"Irlanda",6,5505,2013
"Irlanda",7,3728,2013
"Irlanda",8,4242,2013
"Irlanda",9,6125,2013
"Irlanda",10,2796,2013
"Irlanda",11,388,2013
"Irlanda",12,139,2013
"Irlanda",1,210,2014
"Irlanda",2,274,2014
"Irlanda",3,616,2014
"Irlanda",4,4752,2014
"Irlanda",5,6068,2014
"Irlanda",6,5803,2014
"Irlanda",7,4585,2014
"Irlanda",8,4811,2014
"Irlanda",9,7590,2014
"Irlanda",10,3692,2014
"Irlanda",11,334,2014
"Irlanda",12,182,2014
"Irlanda",1,263,2015
"Irlanda",2,234,2015
"Irlanda",3,825,2015
"Irlanda",4,4318,2015
"Irlanda",5,7551,2015
"Irlanda",6,7016,2015
"Irlanda",7,4439,2015
"Irlanda",8,5059,2015
"Irlanda",9,7441,2015
"Irlanda",10,5384,2015
"Irlanda",11,538,2015
"Irlanda",12,138,2015
"Irlanda",1,269,2016
"Irlanda",2,394,2016
"Irlanda",3,1929,2016
"Irlanda",4,4826,2016
"Irlanda",5,8457,2016
"Irlanda",6,7188,2016
"Irlanda",7,4277,2016
"Irlanda",8,4830,2016
"Irlanda",9,9431,2016
"Irlanda",10,4605,2016
"Irlanda",11,798,2016
"Irlanda",12,158,2016
"Irlanda",1,221,2017
"Irlanda",2,344,2017
"Irlanda",3,717,2017
"Irlanda",4,6211,2017
"Irlanda",5,6819,2017
"Irlanda",6,6541,2017
"Irlanda",7,6043,2017
"Irlanda",8,5096,2017
"Irlanda",9,11180,2017
"Irlanda",10,5993,2017
"Irlanda",11,802,2017
"Irlanda",12,294,2017
"Irlanda",1,308,2018
"Irlanda",2,245,2018
"Irlanda",3,2622,2018
"Irlanda",4,4422,2018
"Irlanda",5,9093,2018
"Irlanda",6,6673,2018
"Irlanda",7,5001,2018
"Irlanda",8,4352,2018
"Irlanda",9,9464,2018
"Irlanda",10,5146,2018
"Irlanda",11,636,2018
"Irlanda",12,234,2018
"Islandia",1,9,2000
"Islandia",2,0,2000
"Islandia",3,4,2000
"Islandia",4,9,2000
"Islandia",5,9,2000
"Islandia",6,17,2000
"Islandia",7,9,2000
"Islandia",8,9,2000
"Islandia",9,13,2000
"Islandia",10,60,2000
"Islandia",11,0,2000
"Islandia",12,0,2000
"Islandia",1,4,2001
"Islandia",2,8,2001
"Islandia",3,9,2001
"Islandia",4,21,2001
"Islandia",5,18,2001
"Islandia",6,0,2001
"Islandia",7,30,2001
"Islandia",8,0,2001
"Islandia",9,9,2001
"Islandia",10,0,2001
"Islandia",11,17,2001
"Islandia",12,0,2001
"Islandia",1,31,2002
"Islandia",2,0,2002
"Islandia",3,13,2002
"Islandia",4,4,2002
"Islandia",5,64,2002
"Islandia",6,96,2002
"Islandia",7,0,2002
"Islandia",8,24,2002
"Islandia",9,193,2002
"Islandia",10,13,2002
"Islandia",11,0,2002
"Islandia",12,0,2002
"Islandia",1,0,2003
"Islandia",2,16,2003
"Islandia",3,0,2003
"Islandia",4,31,2003
"Islandia",5,94,2003
"Islandia",6,39,2003
"Islandia",7,20,2003
"Islandia",8,0,2003
"Islandia",9,44,2003
"Islandia",10,12,2003
"Islandia",11,20,2003
"Islandia",12,0,2003
"Islandia",1,0,2004
"Islandia",2,0,2004
"Islandia",3,0,2004
"Islandia",4,0,2004
"Islandia",5,0,2004
"Islandia",6,132,2004
"Islandia",7,20,2004
"Islandia",8,43,2004
"Islandia",9,50,2004
"Islandia",10,26,2004
"Islandia",11,0,2004
"Islandia",12,0,2004
"Italia",1,441,2000
"Italia",2,895,2000
"Italia",3,1551,2000
"Italia",4,1641,2000
"Italia",5,3549,2000
"Italia",6,3453,2000
"Italia",7,4510,2000
"Italia",8,13113,2000
"Italia",9,6263,2000
"Italia",10,2878,2000
"Italia",11,1281,2000
"Italia",12,970,2000
"Italia",1,349,2001
"Italia",2,716,2001
"Italia",3,1793,2001
"Italia",4,4324,2001
"Italia",5,4241,2001
"Italia",6,3652,2001
"Italia",7,4396,2001
"Italia",8,11183,2001
"Italia",9,5380,2001
"Italia",10,2898,2001
"Italia",11,1384,2001
"Italia",12,339,2001
"Italia",1,566,2002
"Italia",2,728,2002
"Italia",3,2187,2002
"Italia",4,3895,2002
"Italia",5,3471,2002
"Italia",6,2834,2002
"Italia",7,5163,2002
"Italia",8,17234,2002
"Italia",9,4909,2002
"Italia",10,2090,2002
"Italia",11,1163,2002
"Italia",12,617,2002
"Italia",1,739,2003
"Italia",2,1284,2003
"Italia",3,856,2003
"Italia",4,3700,2003
"Italia",5,5481,2003
"Italia",6,3541,2003
"Italia",7,5872,2003
"Italia",8,14782,2003
"Italia",9,5513,2003
"Italia",10,3257,2003
"Italia",11,1775,2003
"Italia",12,1044,2003
"Italia",1,592,2004
"Italia",2,829,2004
"Italia",3,1309,2004
"Italia",4,2561,2004
"Italia",5,3818,2004
"Italia",6,5724,2004
"Italia",7,7912,2004
"Italia",8,17805,2004
"Italia",9,8319,2004
"Italia",10,6454,2004
"Italia",11,1737,2004
"Italia",12,978,2004
"Italia",1,1235,2005
"Italia",2,1113,2005
"Italia",3,1585,2005
"Italia",4,3410,2005
"Italia",5,3846,2005
"Italia",6,5194,2005
"Italia",7,8236,2005
"Italia",8,16000,2005
"Italia",9,6768,2005
"Italia",10,5572,2005
"Italia",11,2667,2005
"Italia",12,1610,2005
"Italia",1,2022,2006
"Italia",2,1463,2006
"Italia",3,2836,2006
"Italia",4,4343,2006
"Italia",5,5807,2006
"Italia",6,5925,2006
"Italia",7,8923,2006
"Italia",8,18915,2006
"Italia",9,7308,2006
"Italia",10,5302,2006
"Italia",11,1619,2006
"Italia",12,1486,2006
"Italia",1,1418,2007
"Italia",2,1531,2007
"Italia",3,1989,2007
"Italia",4,5823,2007
"Italia",5,4970,2007
"Italia",6,7637,2007
"Italia",7,9829,2007
"Italia",8,21515,2007
"Italia",9,7328,2007
"Italia",10,6426,2007
"Italia",11,2399,2007
"Italia",12,1416,2007
"Italia",1,1924,2008
"Italia",2,1864,2008
"Italia",3,2697,2008
"Italia",4,4607,2008
"Italia",5,6869,2008
"Italia",6,5940,2008
"Italia",7,9306,2008
"Italia",8,19034,2008
"Italia",9,6066,2008
"Italia",10,4524,2008
"Italia",11,2178,2008
"Italia",12,1609,2008
"Italia",1,1298,2009
"Italia",2,1214,2009
"Italia",3,2650,2009
"Italia",4,3589,2009
"Italia",5,5720,2009
"Italia",6,6255,2009
"Italia",7,9890,2009
"Italia",8,18535,2009
"Italia",9,6164,2009
"Italia",10,5139,2009
"Italia",11,2553,2009
"Italia",12,1130,2009
"Italia",1,1535,2010
"Italia",2,1386,2010
"Italia",3,1662,2010
"Italia",4,4383,2010
"Italia",5,8405,2010
"Italia",6,8300,2010
"Italia",7,11757,2010
"Italia",8,24439,2010
"Italia",9,8862,2010
"Italia",10,8579,2010
"Italia",11,1742,2010
"Italia",12,1002,2010
"Italia",1,1062,2011
"Italia",2,1330,2011
"Italia",3,2789,2011
"Italia",4,4076,2011
"Italia",5,6112,2011
"Italia",6,6922,2011
"Italia",7,10348,2011
"Italia",8,20379,2011
"Italia",9,7618,2011
"Italia",10,5716,2011
"Italia",11,2049,2011
"Italia",12,825,2011
"Italia",1,1219,2012
"Italia",2,1401,2012
"Italia",3,2238,2012
"Italia",4,5482,2012
"Italia",5,6629,2012
"Italia",6,7809,2012
"Italia",7,8942,2012
"Italia",8,20489,2012
"Italia",9,9774,2012
"Italia",10,5315,2012
"Italia",11,1695,2012
"Italia",12,902,2012
"Italia",1,885,2013
"Italia",2,1358,2013
"Italia",3,2375,2013
"Italia",4,5847,2013
"Italia",5,8975,2013
"Italia",6,9000,2013
"Italia",7,11763,2013
"Italia",8,23704,2013
"Italia",9,8911,2013
"Italia",10,6799,2013
"Italia",11,1957,2013
"Italia",12,898,2013
"Italia",1,712,2014
"Italia",2,1079,2014
"Italia",3,1310,2014
"Italia",4,7435,2014
"Italia",5,10729,2014
"Italia",6,12412,2014
"Italia",7,17174,2014
"Italia",8,32760,2014
"Italia",9,13790,2014
"Italia",10,8750,2014
"Italia",11,2349,2014
"Italia",12,1416,2014
"Italia",1,1282,2015
"Italia",2,1584,2015
"Italia",3,1989,2015
"Italia",4,8362,2015
"Italia",5,14587,2015
"Italia",6,16015,2015
"Italia",7,18877,2015
"Italia",8,40545,2015
"Italia",9,17389,2015
"Italia",10,9597,2015
"Italia",11,2504,2015
"Italia",12,1643,2015
"Italia",1,1257,2016
"Italia",2,1271,2016
"Italia",3,2840,2016
"Italia",4,8934,2016
"Italia",5,15864,2016
"Italia",6,19149,2016
"Italia",7,18369,2016
"Italia",8,40763,2016
"Italia",9,18588,2016
"Italia",10,10772,2016
"Italia",11,3869,2016
"Italia",12,1693,2016
"Italia",1,1791,2017
"Italia",2,2272,2017
"Italia",3,4002,2017
"Italia",4,7971,2017
"Italia",5,14901,2017
"Italia",6,17692,2017
"Italia",7,20866,2017
"Italia",8,36523,2017
"Italia",9,19695,2017
"Italia",10,12727,2017
"Italia",11,4034,2017
"Italia",12,2013,2017
"Italia",1,1839,2018
"Italia",2,2425,2018
"Italia",3,3018,2018
"Italia",4,6883,2018
"Italia",5,10563,2018
"Italia",6,12230,2018
"Italia",7,13848,2018
"Italia",8,28810,2018
"Italia",9,10945,2018
"Italia",10,7802,2018
"Italia",11,2765,2018
"Italia",12,1855,2018
"Japón",1,218,2000
"Japón",2,270,2000
"Japón",3,427,2000
"Japón",4,576,2000
"Japón",5,666,2000
"Japón",6,452,2000
"Japón",7,558,2000
"Japón",8,928,2000
"Japón",9,583,2000
"Japón",10,689,2000
"Japón",11,249,2000
"Japón",12,460,2000
"Japón",1,120,2001
"Japón",2,309,2001
"Japón",3,308,2001
"Japón",4,274,2001
"Japón",5,558,2001
"Japón",6,822,2001
"Japón",7,289,2001
"Japón",8,801,2001
"Japón",9,641,2001
"Japón",10,647,2001
"Japón",11,98,2001
"Japón",12,199,2001
"Japón",1,367,2002
"Japón",2,293,2002
"Japón",3,266,2002
"Japón",4,405,2002
"Japón",5,860,2002
"Japón",6,293,2002
"Japón",7,304,2002
"Japón",8,529,2002
"Japón",9,608,2002
"Japón",10,771,2002
"Japón",11,430,2002
"Japón",12,162,2002
"Japón",1,355,2003
"Japón",2,193,2003
"Japón",3,498,2003
"Japón",4,353,2003
"Japón",5,134,2003
"Japón",6,353,2003
"Japón",7,380,2003
"Japón",8,1010,2003
"Japón",9,521,2003
"Japón",10,548,2003
"Japón",11,608,2003
"Japón",12,776,2003
"Japón",1,222,2004
"Japón",2,637,2004
"Japón",3,1517,2004
"Japón",4,1102,2004
"Japón",5,1554,2004
"Japón",6,820,2004
"Japón",7,765,2004
"Japón",8,862,2004
"Japón",9,1688,2004
"Japón",10,775,2004
"Japón",11,576,2004
"Japón",12,913,2004
"Japón",1,368,2007
"Japón",2,239,2007
"Japón",3,465,2007
"Japón",4,857,2007
"Japón",5,396,2007
"Japón",6,1382,2007
"Japón",7,674,2007
"Japón",8,606,2007
"Japón",9,605,2007
"Japón",10,1280,2007
"Japón",11,594,2007
"Japón",12,150,2007
"Japón",1,456,2008
"Japón",2,162,2008
"Japón",3,690,2008
"Japón",4,856,2008
"Japón",5,726,2008
"Japón",6,725,2008
"Japón",7,732,2008
"Japón",8,627,2008
"Japón",9,601,2008
"Japón",10,737,2008
"Japón",11,883,2008
"Japón",12,259,2008
"Japón",1,355,2009
"Japón",2,471,2009
"Japón",3,622,2009
"Japón",4,568,2009
"Japón",5,498,2009
"Japón",6,712,2009
"Japón",7,531,2009
"Japón",8,559,2009
"Japón",9,870,2009
"Japón",10,848,2009
"Japón",11,315,2009
"Japón",12,455,2009
"Japón",1,247,2010
"Japón",2,311,2010
"Japón",3,567,2010
"Japón",4,744,2010
"Japón",5,1022,2010
"Japón",6,1271,2010
"Japón",7,1292,2010
"Japón",8,1701,2010
"Japón",9,677,2010
"Japón",10,1442,2010
"Japón",11,839,2010
"Japón",12,337,2010
"Japón",1,206,2011
"Japón",2,494,2011
"Japón",3,240,2011
"Japón",4,619,2011
"Japón",5,710,2011
"Japón",6,813,2011
"Japón",7,875,2011
"Japón",8,1007,2011
"Japón",9,986,2011
"Japón",10,1099,2011
"Japón",11,689,2011
"Japón",12,218,2011
"Japón",1,123,2012
"Japón",2,241,2012
"Japón",3,522,2012
"Japón",4,1075,2012
"Japón",5,1648,2012
"Japón",6,1223,2012
"Japón",7,942,2012
"Japón",8,901,2012
"Japón",9,1006,2012
"Japón",10,1473,2012
"Japón",11,314,2012
"Japón",12,293,2012
"Japón",1,322,2013
"Japón",2,302,2013
"Japón",3,410,2013
"Japón",4,619,2013
"Japón",5,1095,2013
"Japón",6,1171,2013
"Japón",7,1267,2013
"Japón",8,1157,2013
"Japón",9,967,2013
"Japón",10,1465,2013
"Japón",11,839,2013
"Japón",12,754,2013
"Japón",1,850,2014
"Japón",2,632,2014
"Japón",3,417,2014
"Japón",4,656,2014
"Japón",5,2144,2014
"Japón",6,1755,2014
"Japón",7,1425,2014
"Japón",8,1607,2014
"Japón",9,1425,2014
"Japón",10,1465,2014
"Japón",11,598,2014
"Japón",12,335,2014
"Japón",1,372,2015
"Japón",2,246,2015
"Japón",3,533,2015
"Japón",4,1278,2015
"Japón",5,2210,2015
"Japón",6,2677,2015
"Japón",7,1658,2015
"Japón",8,2051,2015
"Japón",9,1842,2015
"Japón",10,2036,2015
"Japón",11,932,2015
"Japón",12,540,2015
"Japón",1,504,2016
"Japón",2,555,2016
"Japón",3,916,2016
"Japón",4,846,2016
"Japón",5,2134,2016
"Japón",6,2862,2016
"Japón",7,1541,2016
"Japón",8,1540,2016
"Japón",9,2051,2016
"Japón",10,2259,2016
"Japón",11,853,2016
"Japón",12,779,2016
"Japón",1,763,2017
"Japón",2,516,2017
"Japón",3,735,2017
"Japón",4,575,2017
"Japón",5,2156,2017
"Japón",6,1883,2017
"Japón",7,2348,2017
"Japón",8,1384,2017
"Japón",9,1887,2017
"Japón",10,1928,2017
"Japón",11,998,2017
"Japón",12,619,2017
"Japón",1,803,2018
"Japón",2,527,2018
"Japón",3,600,2018
"Japón",4,1069,2018
"Japón",5,1960,2018
"Japón",6,1782,2018
"Japón",7,973,2018
"Japón",8,880,2018
"Japón",9,966,2018
"Japón",10,1476,2018
"Japón",11,715,2018
"Japón",12,478,2018
"Luxemburgo",1,88,2000
"Luxemburgo",2,64,2000
"Luxemburgo",3,204,2000
"Luxemburgo",4,77,2000
"Luxemburgo",5,18,2000
"Luxemburgo",6,75,2000
"Luxemburgo",7,31,2000
"Luxemburgo",8,212,2000
"Luxemburgo",9,56,2000
"Luxemburgo",10,9,2000
"Luxemburgo",11,39,2000
"Luxemburgo",12,40,2000
"Luxemburgo",1,0,2001
"Luxemburgo",2,12,2001
"Luxemburgo",3,65,2001
"Luxemburgo",4,17,2001
"Luxemburgo",5,49,2001
"Luxemburgo",6,56,2001
"Luxemburgo",7,43,2001
"Luxemburgo",8,127,2001
"Luxemburgo",9,26,2001
"Luxemburgo",10,128,2001
"Luxemburgo",11,4,2001
"Luxemburgo",12,9,2001
"Luxemburgo",1,9,2002
"Luxemburgo",2,4,2002
"Luxemburgo",3,109,2002
"Luxemburgo",4,0,2002
"Luxemburgo",5,54,2002
"Luxemburgo",6,64,2002
"Luxemburgo",7,90,2002
"Luxemburgo",8,315,2002
"Luxemburgo",9,64,2002
"Luxemburgo",10,33,2002
"Luxemburgo",11,126,2002
"Luxemburgo",12,49,2002
"Luxemburgo",1,30,2003
"Luxemburgo",2,48,2003
"Luxemburgo",3,127,2003
"Luxemburgo",4,0,2003
"Luxemburgo",5,199,2003
"Luxemburgo",6,52,2003
"Luxemburgo",7,151,2003
"Luxemburgo",8,183,2003
"Luxemburgo",9,123,2003
"Luxemburgo",10,54,2003
"Luxemburgo",11,29,2003
"Luxemburgo",12,27,2003
"Luxemburgo",1,60,2004
"Luxemburgo",2,43,2004
"Luxemburgo",3,15,2004
"Luxemburgo",4,71,2004
"Luxemburgo",5,21,2004
"Luxemburgo",6,85,2004
"Luxemburgo",7,159,2004
"Luxemburgo",8,297,2004
"Luxemburgo",9,23,2004
"Luxemburgo",10,41,2004
"Luxemburgo",11,0,2004
"Luxemburgo",12,85,2004
"Luxemburgo",1,0,2005
"Luxemburgo",2,0,2005
"Luxemburgo",3,24,2005
"Luxemburgo",4,37,2005
"Luxemburgo",5,32,2005
"Luxemburgo",6,25,2005
"Luxemburgo",7,129,2005
"Luxemburgo",8,81,2005
"Luxemburgo",9,192,2005
"Luxemburgo",10,64,2005
"Luxemburgo",11,59,2005
"Luxemburgo",12,0,2005
"Luxemburgo",1,33,2006
"Luxemburgo",2,0,2006
"Luxemburgo",3,12,2006
"Luxemburgo",4,53,2006
"Luxemburgo",5,70,2006
"Luxemburgo",6,157,2006
"Luxemburgo",7,65,2006
"Luxemburgo",8,420,2006
"Luxemburgo",9,198,2006
"Luxemburgo",10,0,2006
"Luxemburgo",11,0,2006
"Luxemburgo",12,0,2006
"Luxemburgo",1,0,2007
"Luxemburgo",2,37,2007
"Luxemburgo",3,11,2007
"Luxemburgo",4,72,2007
"Luxemburgo",5,36,2007
"Luxemburgo",6,86,2007
"Luxemburgo",7,122,2007
"Luxemburgo",8,173,2007
"Luxemburgo",9,100,2007
"Luxemburgo",10,78,2007
"Luxemburgo",11,155,2007
"Luxemburgo",12,17,2007
"Luxemburgo",1,36,2008
"Luxemburgo",2,18,2008
"Luxemburgo",3,29,2008
"Luxemburgo",4,245,2008
"Luxemburgo",5,267,2008
"Luxemburgo",6,238,2008
"Luxemburgo",7,78,2008
"Luxemburgo",8,166,2008
"Luxemburgo",9,190,2008
"Luxemburgo",10,231,2008
"Luxemburgo",11,16,2008
"Luxemburgo",12,0,2008
