"País.de.residencia","Meses","Total","Year"
"Dinamarca",1,150,2008
"Dinamarca",2,291,2008
"Dinamarca",3,298,2008
"Dinamarca",4,583,2008
"Dinamarca",5,989,2008
"Dinamarca",6,1353,2008
"Dinamarca",7,760,2008
"Dinamarca",8,331,2008
"Dinamarca",9,689,2008
"Dinamarca",10,1029,2008
"Dinamarca",11,123,2008
"Dinamarca",12,94,2008
"Dinamarca",1,137,2009
"Dinamarca",2,151,2009
"Dinamarca",3,137,2009
"Dinamarca",4,438,2009
"Dinamarca",5,1105,2009
"Dinamarca",6,637,2009
"Dinamarca",7,1030,2009
"Dinamarca",8,562,2009
"Dinamarca",9,1042,2009
"Dinamarca",10,694,2009
"Dinamarca",11,187,2009
"Dinamarca",12,52,2009
"Dinamarca",1,136,2010
"Dinamarca",2,132,2010
"Dinamarca",3,238,2010
"Dinamarca",4,291,2010
"Dinamarca",5,794,2010
"Dinamarca",6,668,2010
"Dinamarca",7,582,2010
"Dinamarca",8,465,2010
"Dinamarca",9,1158,2010
"Dinamarca",10,914,2010
"Dinamarca",11,113,2010
"Dinamarca",12,91,2010
"Dinamarca",1,149,2011
"Dinamarca",2,127,2011
"Dinamarca",3,181,2011
"Dinamarca",4,700,2011
"Dinamarca",5,1270,2011
"Dinamarca",6,1062,2011
"Dinamarca",7,1050,2011
"Dinamarca",8,651,2011
"Dinamarca",9,1269,2011
"Dinamarca",10,589,2011
"Dinamarca",11,77,2011
"Dinamarca",12,56,2011
"Dinamarca",1,55,2012
"Dinamarca",2,97,2012
"Dinamarca",3,106,2012
"Dinamarca",4,506,2012
"Dinamarca",5,1266,2012
"Dinamarca",6,1129,2012
"Dinamarca",7,1159,2012
"Dinamarca",8,631,2012
"Dinamarca",9,987,2012
"Dinamarca",10,621,2012
"Dinamarca",11,266,2012
"Dinamarca",12,41,2012
"Dinamarca",1,40,2013
"Dinamarca",2,103,2013
"Dinamarca",3,136,2013
"Dinamarca",4,946,2013
"Dinamarca",5,1602,2013
"Dinamarca",6,1226,2013
"Dinamarca",7,1805,2013
"Dinamarca",8,909,2013
"Dinamarca",9,2490,2013
"Dinamarca",10,592,2013
"Dinamarca",11,131,2013
"Dinamarca",12,68,2013
"Dinamarca",1,43,2014
"Dinamarca",2,72,2014
"Dinamarca",3,211,2014
"Dinamarca",4,829,2014
"Dinamarca",5,1527,2014
"Dinamarca",6,1648,2014
"Dinamarca",7,2206,2014
"Dinamarca",8,1285,2014
"Dinamarca",9,2444,2014
"Dinamarca",10,1067,2014
"Dinamarca",11,247,2014
"Dinamarca",12,142,2014
"Dinamarca",1,203,2015
"Dinamarca",2,52,2015
"Dinamarca",3,237,2015
"Dinamarca",4,848,2015
"Dinamarca",5,2697,2015
"Dinamarca",6,1924,2015
"Dinamarca",7,2505,2015
"Dinamarca",8,2097,2015
"Dinamarca",9,2961,2015
"Dinamarca",10,1202,2015
"Dinamarca",11,240,2015
"Dinamarca",12,28,2015
"Dinamarca",1,109,2016
"Dinamarca",2,175,2016
"Dinamarca",3,408,2016
"Dinamarca",4,1123,2016
"Dinamarca",5,2547,2016
"Dinamarca",6,2045,2016
"Dinamarca",7,2595,2016
"Dinamarca",8,2034,2016
"Dinamarca",9,2277,2016
"Dinamarca",10,1549,2016
"Dinamarca",11,204,2016
"Dinamarca",12,132,2016
"Dinamarca",1,84,2017
"Dinamarca",2,89,2017
"Dinamarca",3,136,2017
"Dinamarca",4,1103,2017
"Dinamarca",5,2918,2017
"Dinamarca",6,1416,2017
"Dinamarca",7,2232,2017
"Dinamarca",8,1211,2017
"Dinamarca",9,3247,2017
"Dinamarca",10,1452,2017
"Dinamarca",11,249,2017
"Dinamarca",12,106,2017
"Dinamarca",1,167,2018
"Dinamarca",2,118,2018
"Dinamarca",3,335,2018
"Dinamarca",4,663,2018
"Dinamarca",5,1340,2018
"Dinamarca",6,1129,2018
"Dinamarca",7,1486,2018
"Dinamarca",8,1084,2018
"Dinamarca",9,2368,2018
"Dinamarca",10,1772,2018
"Dinamarca",11,254,2018
"Dinamarca",12,103,2018
"Eslovaquia",1,0,2000
"Eslovaquia",2,17,2000
"Eslovaquia",3,9,2000
"Eslovaquia",4,4,2000
"Eslovaquia",5,0,2000
"Eslovaquia",6,49,2000
"Eslovaquia",7,9,2000
"Eslovaquia",8,55,2000
"Eslovaquia",9,44,2000
"Eslovaquia",10,9,2000
"Eslovaquia",11,19,2000
"Eslovaquia",12,4,2000
"Eslovaquia",1,13,2001
"Eslovaquia",2,12,2001
"Eslovaquia",3,13,2001
"Eslovaquia",4,171,2001
"Eslovaquia",5,0,2001
"Eslovaquia",6,17,2001
"Eslovaquia",7,0,2001
"Eslovaquia",8,9,2001
"Eslovaquia",9,89,2001
"Eslovaquia",10,71,2001
"Eslovaquia",11,9,2001
"Eslovaquia",12,0,2001
"Eslovaquia",1,0,2002
"Eslovaquia",2,0,2002
"Eslovaquia",3,9,2002
"Eslovaquia",4,0,2002
"Eslovaquia",5,0,2002
"Eslovaquia",6,17,2002
"Eslovaquia",7,0,2002
"Eslovaquia",8,18,2002
"Eslovaquia",9,67,2002
"Eslovaquia",10,0,2002
"Eslovaquia",11,14,2002
"Eslovaquia",12,4,2002
"Eslovaquia",1,56,2003
"Eslovaquia",2,0,2003
"Eslovaquia",3,0,2003
"Eslovaquia",4,20,2003
"Eslovaquia",5,60,2003
"Eslovaquia",6,0,2003
"Eslovaquia",7,27,2003
"Eslovaquia",8,230,2003
"Eslovaquia",9,19,2003
"Eslovaquia",10,107,2003
"Eslovaquia",11,0,2003
"Eslovaquia",12,18,2003
"Eslovaquia",1,11,2004
"Eslovaquia",2,0,2004
"Eslovaquia",3,17,2004
"Eslovaquia",4,0,2004
"Eslovaquia",5,29,2004
"Eslovaquia",6,99,2004
"Eslovaquia",7,17,2004
"Eslovaquia",8,56,2004
"Eslovaquia",9,39,2004
"Eslovaquia",10,47,2004
"Eslovaquia",11,16,2004
"Eslovaquia",12,0,2004
"Estados Unidos",1,581,2000
"Estados Unidos",2,637,2000
"Estados Unidos",3,959,2000
"Estados Unidos",4,1752,2000
"Estados Unidos",5,2558,2000
"Estados Unidos",6,3301,2000
"Estados Unidos",7,3878,2000
"Estados Unidos",8,2314,2000
"Estados Unidos",9,4033,2000
"Estados Unidos",10,2312,2000
"Estados Unidos",11,1416,2000
"Estados Unidos",12,455,2000
"Estados Unidos",1,358,2001
"Estados Unidos",2,524,2001
"Estados Unidos",3,1823,2001
"Estados Unidos",4,1770,2001
"Estados Unidos",5,2755,2001
"Estados Unidos",6,4319,2001
"Estados Unidos",7,6128,2001
"Estados Unidos",8,2827,2001
"Estados Unidos",9,2725,2001
"Estados Unidos",10,1677,2001
"Estados Unidos",11,1096,2001
"Estados Unidos",12,452,2001
"Estados Unidos",1,275,2002
"Estados Unidos",2,550,2002
"Estados Unidos",3,1098,2002
"Estados Unidos",4,1655,2002
"Estados Unidos",5,3153,2002
"Estados Unidos",6,4918,2002
"Estados Unidos",7,4892,2002
"Estados Unidos",8,2694,2002
"Estados Unidos",9,3616,2002
"Estados Unidos",10,2573,2002
"Estados Unidos",11,1064,2002
"Estados Unidos",12,585,2002
"Estados Unidos",1,684,2003
"Estados Unidos",2,452,2003
"Estados Unidos",3,810,2003
"Estados Unidos",4,970,2003
"Estados Unidos",5,3241,2003
"Estados Unidos",6,3153,2003
"Estados Unidos",7,5168,2003
"Estados Unidos",8,3814,2003
"Estados Unidos",9,3975,2003
"Estados Unidos",10,2721,2003
"Estados Unidos",11,1056,2003
"Estados Unidos",12,658,2003
"Estados Unidos",1,485,2004
"Estados Unidos",2,705,2004
"Estados Unidos",3,1166,2004
"Estados Unidos",4,1422,2004
"Estados Unidos",5,2471,2004
"Estados Unidos",6,3486,2004
"Estados Unidos",7,3759,2004
"Estados Unidos",8,2492,2004
"Estados Unidos",9,4065,2004
"Estados Unidos",10,2675,2004
"Estados Unidos",11,1196,2004
"Estados Unidos",12,569,2004
"Estados Unidos",1,498,2005
"Estados Unidos",2,404,2005
"Estados Unidos",3,843,2005
"Estados Unidos",4,1372,2005
"Estados Unidos",5,3002,2005
"Estados Unidos",6,4688,2005
"Estados Unidos",7,5119,2005
"Estados Unidos",8,2962,2005
"Estados Unidos",9,3456,2005
"Estados Unidos",10,2586,2005
"Estados Unidos",11,1338,2005
"Estados Unidos",12,716,2005
"Estados Unidos",1,1060,2006
"Estados Unidos",2,1192,2006
"Estados Unidos",3,1049,2006
"Estados Unidos",4,2296,2006
"Estados Unidos",5,3345,2006
"Estados Unidos",6,4725,2006
"Estados Unidos",7,3738,2006
"Estados Unidos",8,2093,2006
"Estados Unidos",9,3380,2006
"Estados Unidos",10,2900,2006
"Estados Unidos",11,2017,2006
"Estados Unidos",12,609,2006
"Estados Unidos",1,674,2007
"Estados Unidos",2,992,2007
"Estados Unidos",3,942,2007
"Estados Unidos",4,2036,2007
"Estados Unidos",5,3342,2007
"Estados Unidos",6,3915,2007
"Estados Unidos",7,3475,2007
"Estados Unidos",8,2527,2007
"Estados Unidos",9,4065,2007
"Estados Unidos",10,2612,2007
"Estados Unidos",11,1735,2007
"Estados Unidos",12,524,2007
"Estados Unidos",1,828,2008
"Estados Unidos",2,510,2008
"Estados Unidos",3,1068,2008
"Estados Unidos",4,2127,2008
"Estados Unidos",5,3397,2008
"Estados Unidos",6,3759,2008
"Estados Unidos",7,3642,2008
"Estados Unidos",8,2168,2008
"Estados Unidos",9,2697,2008
"Estados Unidos",10,2086,2008
"Estados Unidos",11,1577,2008
"Estados Unidos",12,582,2008
"Estados Unidos",1,708,2009
"Estados Unidos",2,502,2009
"Estados Unidos",3,971,2009
"Estados Unidos",4,1371,2009
"Estados Unidos",5,2366,2009
"Estados Unidos",6,3447,2009
"Estados Unidos",7,3524,2009
"Estados Unidos",8,2278,2009
"Estados Unidos",9,3419,2009
"Estados Unidos",10,2701,2009
"Estados Unidos",11,1267,2009
"Estados Unidos",12,911,2009
"Estados Unidos",1,585,2010
"Estados Unidos",2,511,2010
"Estados Unidos",3,848,2010
"Estados Unidos",4,1641,2010
"Estados Unidos",5,3166,2010
"Estados Unidos",6,4129,2010
"Estados Unidos",7,6175,2010
"Estados Unidos",8,2596,2010
"Estados Unidos",9,4389,2010
"Estados Unidos",10,3658,2010
"Estados Unidos",11,1672,2010
"Estados Unidos",12,871,2010
"Estados Unidos",1,490,2011
"Estados Unidos",2,507,2011
"Estados Unidos",3,1495,2011
"Estados Unidos",4,2011,2011
"Estados Unidos",5,3299,2011
"Estados Unidos",6,5194,2011
"Estados Unidos",7,5015,2011
"Estados Unidos",8,4617,2011
"Estados Unidos",9,5083,2011
"Estados Unidos",10,3158,2011
"Estados Unidos",11,1461,2011
"Estados Unidos",12,461,2011
"Estados Unidos",1,502,2012
"Estados Unidos",2,533,2012
"Estados Unidos",3,1539,2012
"Estados Unidos",4,2344,2012
"Estados Unidos",5,5833,2012
"Estados Unidos",6,6486,2012
"Estados Unidos",7,6159,2012
"Estados Unidos",8,4015,2012
"Estados Unidos",9,7578,2012
"Estados Unidos",10,6284,2012
"Estados Unidos",11,1218,2012
"Estados Unidos",12,864,2012
"Estados Unidos",1,399,2013
"Estados Unidos",2,707,2013
"Estados Unidos",3,2006,2013
"Estados Unidos",4,3377,2013
"Estados Unidos",5,8046,2013
"Estados Unidos",6,11124,2013
"Estados Unidos",7,8299,2013
"Estados Unidos",8,4701,2013
"Estados Unidos",9,9286,2013
"Estados Unidos",10,8062,2013
"Estados Unidos",11,2326,2013
"Estados Unidos",12,668,2013
"Estados Unidos",1,431,2014
"Estados Unidos",2,658,2014
"Estados Unidos",3,1747,2014
"Estados Unidos",4,3928,2014
"Estados Unidos",5,12552,2014
"Estados Unidos",6,12129,2014
"Estados Unidos",7,9751,2014
"Estados Unidos",8,6073,2014
"Estados Unidos",9,14029,2014
"Estados Unidos",10,11640,2014
"Estados Unidos",11,2059,2014
"Estados Unidos",12,759,2014
"Estados Unidos",1,607,2015
"Estados Unidos",2,591,2015
"Estados Unidos",3,1934,2015
"Estados Unidos",4,5284,2015
"Estados Unidos",5,13337,2015
"Estados Unidos",6,18144,2015
"Estados Unidos",7,14396,2015
"Estados Unidos",8,7489,2015
"Estados Unidos",9,14050,2015
"Estados Unidos",10,13985,2015
"Estados Unidos",11,3926,2015
"Estados Unidos",12,1280,2015
"Estados Unidos",1,841,2016
"Estados Unidos",2,874,2016
"Estados Unidos",3,3163,2016
"Estados Unidos",4,5752,2016
"Estados Unidos",5,15684,2016
"Estados Unidos",6,17320,2016
"Estados Unidos",7,14451,2016
"Estados Unidos",8,8292,2016
"Estados Unidos",9,16322,2016
"Estados Unidos",10,14883,2016
"Estados Unidos",11,2849,2016
"Estados Unidos",12,1233,2016
"Estados Unidos",1,863,2017
"Estados Unidos",2,969,2017
"Estados Unidos",3,2031,2017
"Estados Unidos",4,6465,2017
"Estados Unidos",5,17722,2017
"Estados Unidos",6,18316,2017
"Estados Unidos",7,13036,2017
"Estados Unidos",8,10594,2017
"Estados Unidos",9,22695,2017
"Estados Unidos",10,17899,2017
"Estados Unidos",11,3784,2017
"Estados Unidos",12,1445,2017
"Estados Unidos",1,1008,2018
"Estados Unidos",2,1189,2018
"Estados Unidos",3,2946,2018
"Estados Unidos",4,6311,2018
"Estados Unidos",5,15664,2018
"Estados Unidos",6,17516,2018
"Estados Unidos",7,12052,2018
"Estados Unidos",8,8193,2018
"Estados Unidos",9,15797,2018
"Estados Unidos",10,14838,2018
"Estados Unidos",11,3058,2018
"Estados Unidos",12,1342,2018
"Finlandia",1,18,2000
"Finlandia",2,21,2000
"Finlandia",3,64,2000
"Finlandia",4,121,2000
"Finlandia",5,18,2000
"Finlandia",6,161,2000
"Finlandia",7,197,2000
"Finlandia",8,111,2000
"Finlandia",9,65,2000
"Finlandia",10,62,2000
"Finlandia",11,21,2000
"Finlandia",12,9,2000
"Finlandia",1,9,2001
"Finlandia",2,0,2001
"Finlandia",3,141,2001
"Finlandia",4,73,2001
"Finlandia",5,156,2001
"Finlandia",6,282,2001
"Finlandia",7,115,2001
"Finlandia",8,41,2001
"Finlandia",9,56,2001
"Finlandia",10,93,2001
"Finlandia",11,47,2001
"Finlandia",12,53,2001
"Finlandia",1,32,2002
"Finlandia",2,29,2002
"Finlandia",3,131,2002
"Finlandia",4,101,2002
"Finlandia",5,362,2002
"Finlandia",6,211,2002
"Finlandia",7,224,2002
"Finlandia",8,74,2002
"Finlandia",9,85,2002
"Finlandia",10,50,2002
"Finlandia",11,47,2002
"Finlandia",12,22,2002
"Finlandia",1,18,2003
"Finlandia",2,35,2003
"Finlandia",3,83,2003
"Finlandia",4,126,2003
"Finlandia",5,240,2003
"Finlandia",6,271,2003
"Finlandia",7,180,2003
"Finlandia",8,97,2003
"Finlandia",9,251,2003
"Finlandia",10,271,2003
"Finlandia",11,125,2003
"Finlandia",12,40,2003
"Finlandia",1,10,2004
"Finlandia",2,92,2004
"Finlandia",3,21,2004
"Finlandia",4,432,2004
"Finlandia",5,157,2004
"Finlandia",6,295,2004
"Finlandia",7,147,2004
"Finlandia",8,35,2004
"Finlandia",9,120,2004
"Finlandia",10,136,2004
"Finlandia",11,21,2004
"Finlandia",12,64,2004
"Finlandia",1,44,2005
"Finlandia",2,23,2005
"Finlandia",3,99,2005
"Finlandia",4,151,2005
"Finlandia",5,186,2005
"Finlandia",6,192,2005
"Finlandia",7,340,2005
"Finlandia",8,371,2005
"Finlandia",9,210,2005
"Finlandia",10,148,2005
"Finlandia",11,175,2005
"Finlandia",12,65,2005
"Finlandia",1,155,2006
"Finlandia",2,32,2006
"Finlandia",3,75,2006
"Finlandia",4,689,2006
"Finlandia",5,371,2006
"Finlandia",6,395,2006
"Finlandia",7,289,2006
"Finlandia",8,159,2006
"Finlandia",9,278,2006
"Finlandia",10,73,2006
"Finlandia",11,84,2006
"Finlandia",12,0,2006
"Finlandia",1,116,2007
"Finlandia",2,88,2007
"Finlandia",3,136,2007
"Finlandia",4,188,2007
"Finlandia",5,557,2007
"Finlandia",6,838,2007
"Finlandia",7,496,2007
"Finlandia",8,89,2007
"Finlandia",9,269,2007
"Finlandia",10,524,2007
"Finlandia",11,223,2007
"Finlandia",12,44,2007
"Finlandia",1,540,2008
"Finlandia",2,115,2008
"Finlandia",3,198,2008
"Finlandia",4,388,2008
"Finlandia",5,972,2008
"Finlandia",6,642,2008
"Finlandia",7,304,2008
"Finlandia",8,200,2008
"Finlandia",9,376,2008
"Finlandia",10,340,2008
"Finlandia",11,105,2008
"Finlandia",12,88,2008
"Finlandia",1,127,2009
"Finlandia",2,154,2009
"Finlandia",3,238,2009
"Finlandia",4,758,2009
"Finlandia",5,993,2009
"Finlandia",6,1133,2009
"Finlandia",7,539,2009
"Finlandia",8,454,2009
"Finlandia",9,880,2009
"Finlandia",10,594,2009
"Finlandia",11,307,2009
"Finlandia",12,212,2009
"Finlandia",1,127,2010
"Finlandia",2,184,2010
"Finlandia",3,102,2010
"Finlandia",4,542,2010
"Finlandia",5,796,2010
"Finlandia",6,443,2010
"Finlandia",7,424,2010
"Finlandia",8,305,2010
"Finlandia",9,616,2010
"Finlandia",10,510,2010
"Finlandia",11,68,2010
"Finlandia",12,61,2010
"Finlandia",1,33,2011
"Finlandia",2,25,2011
"Finlandia",3,46,2011
"Finlandia",4,380,2011
"Finlandia",5,743,2011
"Finlandia",6,536,2011
"Finlandia",7,635,2011
"Finlandia",8,634,2011
"Finlandia",9,598,2011
"Finlandia",10,376,2011
"Finlandia",11,128,2011
"Finlandia",12,81,2011
"Finlandia",1,86,2012
"Finlandia",2,100,2012
"Finlandia",3,90,2012
"Finlandia",4,860,2012
"Finlandia",5,434,2012
"Finlandia",6,487,2012
"Finlandia",7,337,2012
"Finlandia",8,284,2012
"Finlandia",9,454,2012
"Finlandia",10,306,2012
"Finlandia",11,143,2012
"Finlandia",12,298,2012
"Finlandia",1,0,2013
"Finlandia",2,55,2013
"Finlandia",3,148,2013
"Finlandia",4,317,2013
"Finlandia",5,714,2013
"Finlandia",6,377,2013
"Finlandia",7,550,2013
"Finlandia",8,242,2013
"Finlandia",9,908,2013
"Finlandia",10,497,2013
"Finlandia",11,67,2013
"Finlandia",12,0,2013
"Finlandia",1,253,2014
"Finlandia",2,230,2014
"Finlandia",3,155,2014
"Finlandia",4,601,2014
"Finlandia",5,1065,2014
"Finlandia",6,1158,2014
"Finlandia",7,742,2014
"Finlandia",8,720,2014
"Finlandia",9,662,2014
"Finlandia",10,873,2014
"Finlandia",11,88,2014
"Finlandia",12,66,2014
"Finlandia",1,85,2015
"Finlandia",2,150,2015
"Finlandia",3,134,2015
"Finlandia",4,526,2015
"Finlandia",5,986,2015
"Finlandia",6,1074,2015
"Finlandia",7,798,2015
"Finlandia",8,508,2015
"Finlandia",9,1753,2015
"Finlandia",10,1889,2015
"Finlandia",11,147,2015
"Finlandia",12,102,2015
"Finlandia",1,64,2016
"Finlandia",2,96,2016
"Finlandia",3,557,2016
"Finlandia",4,845,2016
"Finlandia",5,1386,2016
"Finlandia",6,810,2016
"Finlandia",7,974,2016
"Finlandia",8,601,2016
"Finlandia",9,1211,2016
"Finlandia",10,724,2016
"Finlandia",11,220,2016
"Finlandia",12,88,2016
"Finlandia",1,62,2017
"Finlandia",2,91,2017
"Finlandia",3,105,2017
"Finlandia",4,723,2017
"Finlandia",5,826,2017
"Finlandia",6,489,2017
"Finlandia",7,491,2017
"Finlandia",8,777,2017
"Finlandia",9,1388,2017
"Finlandia",10,544,2017
"Finlandia",11,212,2017
"Finlandia",12,56,2017
"Finlandia",1,127,2018
"Finlandia",2,63,2018
"Finlandia",3,287,2018
"Finlandia",4,822,2018
"Finlandia",5,1080,2018
"Finlandia",6,1145,2018
"Finlandia",7,430,2018
"Finlandia",8,542,2018
"Finlandia",9,1074,2018
"Finlandia",10,336,2018
"Finlandia",11,176,2018
"Finlandia",12,69,2018
"Francia",1,936,2000
"Francia",2,1182,2000
"Francia",3,1671,2000
"Francia",4,2448,2000
"Francia",5,3799,2000
"Francia",6,3497,2000
"Francia",7,4109,2000
"Francia",8,7137,2000
"Francia",9,6541,2000
"Francia",10,2638,2000
"Francia",11,1705,2000
"Francia",12,760,2000
"Francia",1,825,2001
"Francia",2,1426,2001
"Francia",3,1500,2001
"Francia",4,2264,2001
"Francia",5,4483,2001
"Francia",6,3970,2001
"Francia",7,5068,2001
"Francia",8,6781,2001
"Francia",9,4041,2001
"Francia",10,3131,2001
"Francia",11,1248,2001
"Francia",12,1263,2001
"Francia",1,785,2002
"Francia",2,1256,2002
"Francia",3,1981,2002
"Francia",4,4493,2002
"Francia",5,5584,2002
"Francia",6,5667,2002
"Francia",7,6877,2002
"Francia",8,7040,2002
"Francia",9,6100,2002
"Francia",10,3844,2002
"Francia",11,2057,2002
"Francia",12,1565,2002
"Francia",1,1599,2003
"Francia",2,1541,2003
"Francia",3,2159,2003
"Francia",4,3185,2003
"Francia",5,8442,2003
"Francia",6,7547,2003
"Francia",7,6475,2003
"Francia",8,8132,2003
"Francia",9,6959,2003
"Francia",10,4272,2003
"Francia",11,1956,2003
"Francia",12,1158,2003
"Francia",1,1153,2004
"Francia",2,1755,2004
"Francia",3,2476,2004
"Francia",4,4779,2004
"Francia",5,6454,2004
"Francia",6,5751,2004
"Francia",7,8458,2004
"Francia",8,10890,2004
"Francia",9,7600,2004
"Francia",10,4382,2004
"Francia",11,2800,2004
"Francia",12,1671,2004
"Francia",1,1473,2005
"Francia",2,1893,2005
"Francia",3,2361,2005
"Francia",4,5967,2005
"Francia",5,6068,2005
"Francia",6,6221,2005
"Francia",7,9423,2005
"Francia",8,9579,2005
"Francia",9,7617,2005
"Francia",10,5541,2005
"Francia",11,2952,2005
"Francia",12,2459,2005
"Francia",1,2376,2006
"Francia",2,2888,2006
"Francia",3,2796,2006
"Francia",4,4352,2006
"Francia",5,8031,2006
"Francia",6,7542,2006
"Francia",7,8162,2006
"Francia",8,9736,2006
"Francia",9,9150,2006
"Francia",10,4841,2006
"Francia",11,2964,2006
"Francia",12,1898,2006
"Francia",1,1904,2007
"Francia",2,1903,2007
"Francia",3,2529,2007
"Francia",4,5935,2007
"Francia",5,8401,2007
"Francia",6,7269,2007
"Francia",7,8155,2007
"Francia",8,9604,2007
"Francia",9,9407,2007
"Francia",10,5924,2007
"Francia",11,2806,2007
"Francia",12,2090,2007
"Francia",1,1892,2008
"Francia",2,2394,2008
"Francia",3,2679,2008
"Francia",4,5257,2008
"Francia",5,7898,2008
"Francia",6,7228,2008
"Francia",7,6331,2008
"Francia",8,8106,2008
"Francia",9,7826,2008
"Francia",10,4967,2008
"Francia",11,2040,2008
"Francia",12,1204,2008
"Francia",1,1360,2009
"Francia",2,1517,2009
"Francia",3,1684,2009
"Francia",4,3521,2009
"Francia",5,7884,2009
"Francia",6,6794,2009
"Francia",7,6586,2009
"Francia",8,9897,2009
"Francia",9,8962,2009
"Francia",10,6270,2009
"Francia",11,2078,2009
"Francia",12,1245,2009
"Francia",1,1184,2010
"Francia",2,1396,2010
"Francia",3,1978,2010
"Francia",4,6215,2010
"Francia",5,9485,2010
"Francia",6,9639,2010
"Francia",7,9345,2010
"Francia",8,11268,2010
"Francia",9,11502,2010
"Francia",10,6602,2010
"Francia",11,2205,2010
"Francia",12,1462,2010
"Francia",1,1235,2011
"Francia",2,1911,2011
"Francia",3,2087,2011
"Francia",4,5013,2011
"Francia",5,10090,2011
"Francia",6,9058,2011
"Francia",7,9935,2011
"Francia",8,12784,2011
"Francia",9,10603,2011
"Francia",10,6766,2011
"Francia",11,2488,2011
"Francia",12,1691,2011
"Francia",1,1601,2012
"Francia",2,1708,2012
"Francia",3,2760,2012
"Francia",4,6406,2012
"Francia",5,10093,2012
"Francia",6,8098,2012
"Francia",7,8301,2012
"Francia",8,13081,2012
"Francia",9,12006,2012
"Francia",10,6563,2012
"Francia",11,2988,2012
"Francia",12,2101,2012
"Francia",1,1936,2013
"Francia",2,1809,2013
"Francia",3,2245,2013
"Francia",4,5509,2013
"Francia",5,11641,2013
"Francia",6,10420,2013
"Francia",7,8948,2013
"Francia",8,14335,2013
"Francia",9,11639,2013
"Francia",10,6363,2013
"Francia",11,1947,2013
"Francia",12,1241,2013
"Francia",1,1103,2014
"Francia",2,1517,2014
"Francia",3,2213,2014
"Francia",4,5329,2014
"Francia",5,16030,2014
"Francia",6,13859,2014
"Francia",7,10525,2014
"Francia",8,17190,2014
"Francia",9,15699,2014
"Francia",10,10099,2014
"Francia",11,1941,2014
"Francia",12,1543,2014
"Francia",1,1094,2015
"Francia",2,1332,2015
"Francia",3,2690,2015
"Francia",4,6537,2015
"Francia",5,12541,2015
"Francia",6,12507,2015
"Francia",7,12152,2015
"Francia",8,16509,2015
"Francia",9,14209,2015
"Francia",10,9928,2015
"Francia",11,3029,2015
"Francia",12,1596,2015
"Francia",1,1323,2016
"Francia",2,1919,2016
"Francia",3,3359,2016
"Francia",4,6204,2016
"Francia",5,11944,2016
"Francia",6,12959,2016
"Francia",7,13572,2016
"Francia",8,16172,2016
"Francia",9,15010,2016
"Francia",10,9580,2016
"Francia",11,3155,2016
"Francia",12,1641,2016
"Francia",1,2194,2017
"Francia",2,1641,2017
"Francia",3,2739,2017
"Francia",4,6054,2017
"Francia",5,12344,2017
"Francia",6,12711,2017
"Francia",7,12009,2017
"Francia",8,14388,2017
"Francia",9,13669,2017
"Francia",10,11081,2017
"Francia",11,3109,2017
"Francia",12,1787,2017
"Francia",1,1800,2018
"Francia",2,1747,2018
"Francia",3,2824,2018
"Francia",4,5128,2018
"Francia",5,10412,2018
"Francia",6,9660,2018
"Francia",7,8276,2018
"Francia",8,11633,2018
"Francia",9,11368,2018
"Francia",10,7335,2018
"Francia",11,2628,2018
"Francia",12,1671,2018
"Grecia",1,53,2000
"Grecia",2,41,2000
"Grecia",3,58,2000
"Grecia",4,78,2000
"Grecia",5,232,2000
"Grecia",6,56,2000
"Grecia",7,71,2000
"Grecia",8,352,2000
"Grecia",9,65,2000
"Grecia",10,27,2000
"Grecia",11,47,2000
"Grecia",12,9,2000
"Grecia",1,4,2001
"Grecia",2,32,2001
"Grecia",3,58,2001
"Grecia",4,77,2001
"Grecia",5,101,2001
"Grecia",6,114,2001
"Grecia",7,167,2001
"Grecia",8,282,2001
"Grecia",9,102,2001
"Grecia",10,53,2001
"Grecia",11,34,2001
"Grecia",12,34,2001
"Grecia",1,9,2002
"Grecia",2,41,2002
"Grecia",3,13,2002
"Grecia",4,135,2002
"Grecia",5,150,2002
"Grecia",6,194,2002
"Grecia",7,104,2002
"Grecia",8,113,2002
"Grecia",9,165,2002
"Grecia",10,66,2002
"Grecia",11,69,2002
"Grecia",12,54,2002
"Grecia",1,127,2003
"Grecia",2,38,2003
"Grecia",3,53,2003
"Grecia",4,95,2003
"Grecia",5,41,2003
"Grecia",6,101,2003
"Grecia",7,144,2003
"Grecia",8,126,2003
"Grecia",9,273,2003
"Grecia",10,136,2003
"Grecia",11,205,2003
"Grecia",12,36,2003
"Grecia",1,65,2004
"Grecia",2,43,2004
"Grecia",3,76,2004
"Grecia",4,78,2004
"Grecia",5,76,2004
"Grecia",6,188,2004
"Grecia",7,152,2004
"Grecia",8,49,2004
"Grecia",9,407,2004
"Grecia",10,194,2004
"Grecia",11,247,2004
"Grecia",12,40,2004
"Grecia",1,39,2005
"Grecia",2,64,2005
"Grecia",3,53,2005
"Grecia",4,239,2005
"Grecia",5,109,2005
"Grecia",6,200,2005
"Grecia",7,221,2005
"Grecia",8,129,2005
"Grecia",9,117,2005
"Grecia",10,159,2005
"Grecia",11,69,2005
"Grecia",12,45,2005
"Grecia",1,45,2006
"Grecia",2,40,2006
"Grecia",3,39,2006
"Grecia",4,54,2006
"Grecia",5,177,2006
